node_1,node_2,edge
telehandler,original pod vehicle,relation between the two concepts is that 'Telehandler' is an example of an original pod vehicle.
brady corbet,protagonist alan tracy,Brady Corbet played the role of protagonist Alan Tracy in the film.
bill paxton,alan's father jeff tracy,Bill Paxton portrayed Alan's father Jeff Tracy in the movie.
bill paxton,jeff tracy's character,Bill Paxton portrayed Jeff Tracy's character in the film.
ben kingsley,the hood,Ben Kingsley played the role of The Hood in the movie.
sophia myles,lady penelope,Sophia Myles acted as Lady Penelope in the film.
frakes,lovely,The relation between Frakes and 'lovely' is that Frakes was described as 'lovely' by Sophia Myles while working on the set.
hyde park,oxford street,The author and his five sons met at a hotel located near Hyde Park and walked to Oxford Street.
author,five sons,The author pretended that these were his five sons while meeting them at a hotel near Hyde Park and walking to Oxford Street.
alan,jeff,"In Bill Paxton's preparation for his role in the film, he invited Alan (played by Harry Potter actor Rupert Grint), Jeff (played by Luke Skywalker actor Mark Hamill), and three other actors to a meal. Paxton called this experience empowering and said it helped him know Jeff better. This event further strengthens the relationship between these two characters."
alan's school,wharton academy,"In the movie, Alan's school is shown as Wharton Academy. The filming for this scene took place at Wellington College in Berkshire."
lady penelope's mansion,cliveden house,The exterior of Lady Penelope's mansion is shown as Cliveden House in the movie. This location was chosen for its grandeur and beauty.
bank of london,university college london,"In the movie, the exterior of the Bank of London is shown as University College London. The filmmakers chose this location due to its distinctive architecture."
tracy island,named in dialogue,"In the film, Tracy Island is named in dialogue whereas it was not explicitly mentioned in the original series."
hood,named in dialogue,"In the film, the Hood is named in dialogue whereas it was not explicitly mentioned in the original series."
international rescue,now referred to as 'thunderbirds',"In the film, International Rescue is now referred to as 'Thunderbirds' by the general public whereas it was not explicitly mentioned in the original series."
thunderbirds,box office bomb,"The Thunderbirds movie was a box office bomb, grossing $28,283,637 worldwide against an estimated $57 million budget."
film,tv series,entire trend of making films based on decades-old TV series is good-intentioned but misguided
thunderbirds,negative reputation,"The statement, 'Thunderbirds has had a negative reputation with many fans of the original franchise,' implies that there were negative views about 'Thunderbirds' among fans who enjoyed the earlier version."
cast members,devoted fans,"Cast members frequently speak about the film having devoted fans, especially those who were children when the film was released.'"
thunderbirds,new version,"She stated, 'For me it was one of the best times of my life.' This implies that the character associated with 'Thunderbirds' was satisfied with the new version."
thunderbirds,london premiere,"She attended the London premiere, suggesting a direct association between 'Thunderbirds' and this event."
thunderbird 3,trafalgar square,"The 60-foot model of Thunderbird 3, based on Dominic Lavery's design for the film, was displayed in Trafalgar Square close to the film's release. This shows the promotional efforts made for the film in the iconic location."
thunderbird 3,blackpool,"The model of Thunderbird 3, based on Dominic Lavery's design for the film, was displayed in Blackpool. This indicates that the promotional efforts made for the film were not limited to London and extended to other locations."
thunderbird 3,pablo picasso's guernica,"At one point, the model of Thunderbird 3 based on Dominic Lavery's design for the film was decorated with images from Pablo Picasso's Guernica in Blackpool. This highlights the creative elements used to promote the film."
thunderbird 3,eastern airways,"In early 2008, the model of Thunderbird 3 based on Dominic Lavery's design for the film was purchased by Eastern Airways. This shows that the promotional efforts made for the film had a lasting impact."
primary sources,context,The context provided includes primary sources such as quotes from Dominic Colenso and references to locations where the model of Thunderbird 3 was displayed. This indicates the significance of these sources in understanding the ontology of terms related to the film.
secondary sources,context,The context provided also includes references to secondary sources such as 'dominic colenso' and 'eastern airways'. This indicates that these sources are related to the film and contribute to its ontology.
