node_1,node_2,edge
ellen cleghorne,mary fluzoo,"Ellen Cleghorne portrays Mary Fluzoo, who is the wife of Malcolm in this context."
malcolm,mary fluzoo,"Malcolm is married to Mary Fluzoo, portrayed by Ellen Cleghorne in this context."
dan patrick,stanton high school,Dan Patrick plays the role of a gym teacher at Stanton High School in this context.
ebony jo-ann,mama ronzoni,"Ebony Jo-Ann acts as Mama Ronzoni, the mother of Deanne and the mother-in-law of Kurt in this context."
halston sage,nancy arbuckle,"Halston Sage portrays Nancy Arbuckle, who is Greg's love interest in this context."
norm crosby,k-mart employee,Norm Crosby appears as a K-Mart employee in this context.
dennis dugan,dr. larry,"Dennis Dugan plays the role of Dr. Larry, a doctor who patches up Keithie's leg in this context."
jonathan loughran,robideaux,"Jonathan Loughran acts as Robideaux, a cross-eyed man and one of Dickie's friends who works with Malcolm at K-Mart in this context."
richie minervini,principal tardio,"Richie Minervini portrays Principal Tardio, one of Dickie's friends who is the principal of Stanton High School in this context."
jackie sandler,jackie tardio,"Jackie Sandler acts as Jackie Tardio, the wife of Principal Tardio in this context."
sadie sandler,sadie tardio,"Sadie Sandler portrays Sadie Tardio, the daughter of Principal Tardio in this context."
sunny sandler,sunny tardio,"Sunny Sandler acts as Sunny Tardio, the daughter of Principal Tardio in this context."
chris berman,the great renaldo,Chris Berman appears as The Great Renaldo in this context.
kris murrell,beefcake kitty,"Kris Murrell portrays Beefcake Kitty, a mechanic that Marcus falls for in this context."
kevin grady,muzby,"Kevin Grady acts as Muzby, one of Dickie's friends in this context."
aly michalka,bikini girl savannah,Aly Michalka portrays Bikini Girl Savannah in this context.
paulina gretzky,bikini girl daisy,Paulina Gretzky acts as Bikini Girl Daisy in this context.
kamil mcfadden,bumpty fluzoo,"Kamil McFadden portrays Bumpty Fluzoo, the son of Malcolm and Mary who falls for Charlotte in this context."
alex poncio,keithie,"Alex Poncio appears as Keithie, a fat teenager who picks on in this context."
patrick renna,dickie,Patrick Renna portrays Dickie in this context.
matthew lawrence,greg,Matthew Lawrence acts as Greg in this context.
bradley pierce,charlotte,Bradley Pierce appears as Charlotte in this context.
sara paxton,lizzy,Sara Paxton portrays Lizzy in this context.
steve zaragoza,brad,Steve Zaragoza appears as Brad in this context.
christy carlson romano,cindy,Christy Carlson Romano portrays Cindy in this context.
daryl hannah,tiffany,Daryl Hannah appears as Tiffany in this context.
kelly osbourne,carla,Kelly Osbourne portrays Carla in this context.
mary-kate olsen,katie,Mary-Kate Olsen appears as Katie in this context.
ashley olsen,ally,Ashley Olsen portrays Ally in this context.
erin heatherton,"ginger, the head cheerleader","Erin Heatherton portrays Ginger, the Head Cheerleader."
"j. geils band members peter wolf, seth justman, magic dick, and danny klein as well as the group's known tour members duke levine and tom arey",lenny's friends from the aforementioned group,"The J. Geils Band members Peter Wolf, Seth Justman, Magic Dick, and Danny Klein as well as the group's known tour members Duke Levine and Tom Arey appear as Lenny's friends from the aforementioned group."
