node_1,node_2,edge
dragonball: evolution,"march 13, 2009","The context mentions that Dragonball: Evolution was released in Japan and Hong Kong on March 13, 2009."
dragonball: evolution,north america,"The context mentions that the initial release date for Dragonball: Evolution in North America was August 15, 2008, but it was later moved to April 2009."
dragonball: evolution,"april 10, 2009","The context mentions that the final release date for Dragonball: Evolution in North America was April 10, 2009."
dragonball: evolution,be@rbrick toys,The context mentions that Be@rbrick toys were released to coincide with the release of Dragonball: Evolution.
dragonball: evolution,july 2008 issue of jump square,The context mentions that a manga inspired by Dragonball: Evolution was published in the July 2008 issue of Jump Square.
dragonball: evolution,daisuke kadokuni,"The context mentions that a manga inspired by Dragonball: Evolution was published in the July 2008 issue of Jump Square, created by Daisuke Kadokuni."
dragonball evolution,cinemascore,"The film's grade is discussed in the context, implying a connection between Dragonball Evolution and CinemaScore."
anime,overly cartoonish,Christopher Monfette's review stated that the film captured 'the flavor of anime without becoming overly cartoonish'
high school movie banter,dull,Jason Di Rosso mentioned 'dull high school movie banter' dialog in his review
uninspired,rob humanick,Slant Magazine's Rob Humanick used the word 'uninspired' to describe the film in his review
dragonball evolution,lowest-rated film on letterboxd,"As of August 19th, 2024, Dragonball Evolution holds the record as the lowest-rated film on Letterboxd with a 0.9 rating."
dragonball evolution,chatwin was ill-cast as goku,"According to Jeffrey K. Lyles of The Gazette, Chatwin was ill-cast as Goku in the film Dragonball Evolution."
dragon ball,toriyama,"Toriyama wrote: ""I had put Dragon Ball behind me, but seeing how much that live-action film ticked me off..."""
dragonball: evolution,misled,Actor James Marsters expressed feelings that he was misled about Dragonball: Evolution
akira toriyama,dragonball evolution,"Following Akira Toriyama's death, Justin Chatwin sent condolences while also apologizing for the quality of Dragonball Evolution. This indicates that Akira Toriyama is associated with the creation of Dragonball and possibly played a role in the making or development of the film."
king piccolo,dragonball evolution,"James Marsters played King Piccolo in Dragonball Evolution, indicating an association between the character and the film."
dragon ball z,planned arc,The planned arc will feature elements from Dragon Ball Z.
piccolo,piccolo jr.,Piccolo's reincarnation and redemption may merge Piccolo and his son Piccolo Jr. Into one character.
goku's best friend,krillin,"Chatwin and Chung expressed their hopes that Goku's best friend Krillin would be included in a sequel, noting ""their dynamic in the anime's just too good not to use in this movie. If the studio knew better, they’d already have people lined up for auditions""."
poor commercial and critical performance,planned sequels,The film's poor commercial and critical performance caused any planned sequels to be canceled.
