Question,Answer
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', did Oded Fehr appear as the character Antoine Laconte?""",yes
"""In the 2005 film 'Deuce Bigalow European Gigolo', does Tony Fish play the role of Brad Pitt?""",no
"""In 'Deuce Bigalow European Gigolo' released in 2005, is the character Lil' Kim played by Tony Fish?""",yes
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', was Zoe Telford's character unrelated to Lily?""",no
"""In the 2005 film 'Deuce Bigalow: European Gigolo', is there a relationship of some sort between Zoe Telford's character and Lily?""",yes
"""In the 2005 movie 'Deuce Bigalow  European Gigolo', was the character Billy played by actor Vincent Martella?""",no
"""In the 2005 movie 'Deuce Bigalow  European Gigolo', is there an unspecified relation between Vincent Martella's character and Billy?""",yes
"[""In the 2005 movie 'Deuce Bigalow  European Gigolo', did Bobbi Sue Luther play the role of a newscaster?""]",no
"[""In the 2005 movie 'Deuce Bigalow  European Gigolo', is there an unspecified relation between Bobbi Sue Luther's character and a newscaster?""]",yes
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', did Pilar Schneider play the role of the woman at the airport?""",yes
"""In 'Deuce Bigalow: European Gigolo' released in 2005, was the character of the woman at the airport not associated with Pilar Schneider?""",no
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', did Skytriss and Sherrie Kane have a clearly defined relationship?""",no
"""In 'Deuce Bigalow: European Gigolo' released in 2005, are there unspecified relations between the characters of Skytriss and Sherrie Kane?""",yes
"[""Did Kelly Brook play the role of a woman in a painting in the 2005 movie 'Deuce Bigalow: European Gigolo'?""]",yes
"[""In the movie 'Deuce Bigalow: European Gigolo' released in 2005, was Kelly Brook's character unrelated to a woman in a painting?""]",no
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', did John Farley play the role of a naked bike cop?""",no
"""In the movie 'Deuce Bigalow: European Gigolo' released in 2005, is there a relation between the characters played by John Farley and a naked bike cop?""",yes
"""In the 2005 film 'Deuce Bigalow European Gigolo', did Arija Bareikis play the character Kate?""",no
"""In the movie 'Deuce Bigalow European Gigolo' released in 2005, is there an unspecified relation between Arija Bareikis's character and Kate (uncredited)?""",yes
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', was Norm Macdonald's character in a specified relationship with Earl Mcmanus's character?""",no
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', did Norm Macdonald and Earl Mcmanus (uncredited) both appear in the cast?""",yes
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', did Elisabetta Canalis play a character unrelated to 'A castle lady'?""",no
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', is there a relation between the character played by Elisabetta Canalis and 'A castle lady'?""",yes
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', does Chantal Janzen play the role of a Scandinavian porn star?""",no
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', is there an unspecified relation between Chantal Janzen's character and a Scandinavian porn star?""",yes
"[""In the 2005 movie 'Deuce Bigalow  European Gigolo', did Katie Downes play the role of a widow cleaner lady?""]",no
"[""In the 2005 film 'Deuce Bigalow  European Gigolo', is there a relation between Katie Downes's character and a widow cleaner lady?""]",yes
