Question,Answer
"[""In the 2011 movie, Jack and Jill, was Bitsy Simmons, Erin's mother, portrayed by an actor other than Valerie Mahaffey?""]",no
"[""Did Gad Elmaleh portray the character of Xavier in the 2011 movie 'Jack and Jill'?""]",no
"[""Is Gad Elmaleh associated with the movie 'Jack and Jill' that was released in 2011 by portraying a character?""]",yes
"[""Did Gary Valentine not appear as Dallas in the 2011 movie, Jack and Jill?""]",no
"[""Did Gary Valentine play the character Dallas in the movie Jack and Jill released in 2011?""]",yes
"[""Did Kristin Davis portray the character of Delilah in the 2011 movie Jack and Jill?""]",yes
"[""In the 2011 movie Jack and Jill, was Kristin Davis cast as the main character, Jack?""]",no
"""Did Norm Macdonald not play the role of Jill's blind date, Funbucket, in the 2011 movie 'Jack and Jill'?""",no
"""In the 2011 movie 'Jack and Jill', did Norm Macdonald appear as Jill's blind date, Funbucket?""",yes
"""Did Julia Perri not play the character of Sally Cashier in the 2011 movie 'Jack and Jill'?""",no
"""In the 2011 movie 'Jack and Jill', did Julia Perri portray the character of Sally Cashier?""",yes
"""In the 2011 film 'Jack and Jill', did David Spade play the character named Jack?""",no
"""Does David Spade appear as a character named Monica in the 2011 movie 'Jack and Jill'?""",yes
"""In the 2011 movie 'Jack and Jill', was the character Tracy portrayed by an actor named Jackie Seiden?""",yes
"""In 'Jack and Jill' released in 2011, was the character Tracy played by an actor other than Jackie Seiden?""",no
"[""Did Julia Perri not play the character Sally Cashier in the 2011 movie Jack and Jill?""]",no
"[""In the 2011 movie Jack and Jill, was the character Sally Cashier portrayed by Julia Perri?""]",yes
"[""Did Dana Carvey not play the role of a Scrappy Puppeteer in the 2011 movie Jack and Jill?""]",no
"[""Did Dana Carvey act as a Scrappy Puppeteer in the movie Jack and Jill released in 2011?""]",yes
"[""In the 2011 movie 'Jack and Jill', did David Spade play the character named Jack?""]",no
"[""In the 2011 movie 'Jack and Jill', did David Spade play a character named Monica?""]",yes
"""In the 2011 film 'Jack and Jill', was the character Carol portrayed by an actress other than Georgia Hatzis?""",no
"""In 'Jack and Jill' released in 2011, did Georgia Hatzis play the role of Carol?""",yes
"""Did Johnny Depp not appear as himself in the 2011 movie 'Jack and Jill'?""",no
"""Does Johnny Depp appear as himself in the 2011 movie 'Jack and Jill'?""",yes
"[""Did Regis Philbin not make a cameo as himself in the 2011 movie 'Jack and Jill'?""]",no
"[""Is the 2011 movie 'Jack and Jill' the final film where Regis Philbin made a cameo as himself?""]",yes
"""Did Dan Patrick not appear as himself in the 2011 movie, Jack and Jill?""",no
"""Did Dan Patrick appear as himself in the 2011 movie, Jack and Jill?""",yes
"[""Did Shaquille O'Neal play a fictional character in the 2011 movie Jack and Jill?""]",no
"[""In the 2011 movie Jack and Jill, did Shaquille O'Neal play himself?""]",yes
"""Did Drew Carey not appear as himself in the 2011 movie 'Jack and Jill'?""",no
"""Did Drew Carey appear as himself in the 2011 movie 'Jack and Jill'?""",yes
"""Did John McEnroe play a fictional character in the 2011 movie 'Jack and Jill'?""",no
"""Did John McEnroe appear as himself in the 2011 movie 'Jack and Jill'?""",yes
"[""Did Christie Brinkley not appear as herself in the 2011 movie Jack and Jill?""]",no
"[""Did Christie Brinkley play herself in the 2011 movie Jack and Jill?""]",yes
"[""Did Bill Romanowski play a fictional character in the 2011 movie 'Jack and Jill'?""]",no
"[""Did Bill Romanowski play himself in the 2011 movie 'Jack and Jill'?""]",yes
"""Did Michael Irvin play a fictional character in the 2011 movie 'Jack and Jill'?""",no
"""Does Michael Irvin appear as himself in the 2011 movie 'Jack and Jill'?""",yes
"""Is it true that Jared Fogle did not appear as himself in the 2011 movie 'Jack and Jill'?""",no
"""Did Jared Fogle play himself in the 2011 movie 'Jack and Jill'?""",yes
"""Did Billy Blanks not appear as himself in the 2011 movie Jack and Jill?""",no
"""Did Billy Blanks appear as himself in the 2011 movie Jack and Jill?""",yes
"""Did Vince Offer not feature as himself in the 2011 movie 'Jack and Jill'?""",no
"""Did Vince Offer play himself in the 2011 movie 'Jack and Jill'?""",yes
"""Did Günter Schlierkamp play a fictional character in the 2011 movie 'Jack and Jill'?""",no
"""Did Günter Schlierkamp appear as himself in the 2011 movie 'Jack and Jill'?""",yes
