Question,Answer
"Is ""chand"" a song from the soundtrack of ""Tere Naam"" released in 2003 that is not composed by Himesh Reshammiya?",NO
"Are both ""chand"" and ""man basia o kanha"" songs from the ""Tere Naam"" soundtrack released in 2003?",YES
"Is the song ""o jaana"" not part of the soundtrack for the movie ""Tere Naam"" released in 2003?",NO
"Do both ""o jaana"" and ""kyun kisi ko"" belong to the soundtrack of the movie ""Tere Naam"" released in 2003?",YES
"Is it true that all three songs from the soundtrack of ""Tere Naam"" released in 2003 are composed by the same artist?",NO
"Do the songs ""o jaana"" and ""lagan lagi"" from the ""Tere Naam"" soundtrack released in 2003 have different composers?",YES
"Is ""o jaana"" a song from the soundtrack of ""Tere Naam"" released in 2003 that is not related to ""man basia o kanha""?",NO
"Are both ""o jaana"" and ""man basia o kanha"" songs from the soundtrack of ""Tere Naam"" released in 2003?",YES
"Is the song ""o jaana"" not part of the soundtrack for the movie ""Tere Naam"" released in 2003?",NO
"Is the song ""chand"" a track from the soundtrack of ""Tere Naam"" released in 2003?",YES
"Is the song ""o jaana"" not part of the soundtrack for the movie ""Tere Naam"" released in 2003?",NO
"Are both ""o jaana"" and ""tere naam"" songs from the soundtrack of the movie ""Tere Naam"" released in 2003?",YES
"Is ""odhni"" the only song from the ""Tere Naam"" soundtrack released in 2003?",NO
"Do both ""odhni"" and ""kyun kisi ko"" belong to the ""Tere Naam"" soundtrack released in 2003?",YES
"Is the song ""odhni"" from the soundtrack of the movie ""Tere Naam"" released in 2003 composed by a single composer?",NO
"Are all three songs from the soundtrack of ""Tere Naam"" released in 2003 composed by different composers?",YES
"Is ""odhni"" a song from the soundtrack of ""Tere Naam"" released in 2003 that is not composed by Himesh Reshammiya?",NO
"Are both ""odhni"" and ""man basia o kanha"" songs from the ""Tere Naam"" soundtrack released in 2003?",YES
"Is the song ""odhni"" not part of the soundtrack for the movie ""Tere Naam"" released in 2003?",NO
"Is the song ""chand"" a track from the soundtrack of ""Tere Naam"" released in 2003?",YES
"Is the song ""odhni"" not part of the soundtrack for the movie ""Tere Naam"" released in 2003?",NO
"Is the song ""odhni"" a track from the soundtrack of ""Tere Naam"" released in 2003?",YES
"Is ""man basia o kanha"" a song from the soundtrack of ""Tere Naam"" released in 2003 that is unrelated to ""kyun kisi ko""?",NO
"Are ""man basia o kanha"" and ""kyun kisi ko"" both songs from the ""Tere Naam"" soundtrack released in 2003?",YES
Are all three songs from the Tere Naam soundtrack composed by the same composer in the year 2003?,NO
"Is the song ""man basia o kanha"" part of the Tere Naam soundtrack released in 2003?",YES
"Is ""man basia o kanha"" not a song from the soundtrack of ""Tere Naam"" released in 2003?",NO
"Are both ""man basia o kanha"" and ""odhni"" songs from the soundtrack of ""Tere Naam"" released in 2003?",YES
"Is ""man basia o kanha"" a song from a different movie than ""Tere Naam"" released in 2003?",NO
"Are both ""man basia o kanha"" and ""chand"" songs from the soundtrack of ""Tere Naam"" released in 2003?",YES
"Is ""man basia o kanha"" a song from the soundtrack of ""Tere Naam"" released in 2003?",NO
"Are both ""man basia o kanha"" and ""tere naam"" songs from the ""Tere Naam"" soundtrack released in 2003?",YES
"Is the song ""Kyun Kisi Ko"" from the movie ""Tere Naam"" released in 2003 not part of its soundtrack?",NO
"Are both ""Tere Naam"" and ""Kyun Kisi Ko"" part of the same soundtrack in the movie ""Tere Naam"" released in 2003?",YES
"Is it true that all three songs from the soundtrack of ""Tere Naam"" released in 2003 are composed by the same artist?",NO
"Are the songs ""Tere Naam"", ""Lagan Lagi"", and another song from the soundtrack of ""Tere Naam"" released in 2003 composed by different composers?",YES
"Is ""man basia o kanha"" a song from a different movie than ""Tere Naam"" released in 2003?",NO
"Are both ""tere naam"" and ""man basia o kanha"" songs from the soundtrack of the movie ""Tere Naam"" released in 2003?",YES
"Is the song ""Odhni"" not part of the soundtrack for the movie ""Tere Naam"" released in 2003?",NO
"Are both songs from the soundtrack of ""Tere Naam"" released in 2003 composed by Himesh Reshammiya?",YES
"Is the song ""Chand"" not part of the soundtrack for the movie ""Tere Naam"" released in 2003?",NO
"Are both ""Chand"" and other songs from the soundtrack of ""Tere Naam"" released in 2003 composed by Himesh Reshammiya?",YES
"Is ""Tere Naam"" a Hollywood movie released in 2003?",NO
"Is ""Tere Naam"" directed by Satish Kaushik and released in 2003?",YES
"Did Udit Narayan and Alka Yagnik sing songs in the movie ""Tere Naam"" released in 2003 together with other playback singers?",NO
"Are Udit Narayan and Alka Yagnik both Indian playback singers who have lent their voices to songs in the movie ""Tere Naam"" released in 2003?",YES
"Did Udit Narayan compose the music for the movie ""Tere Naam"" released in 2003?",NO
"Did Himesh Reshammiya contribute to the soundtrack of the movie ""Tere Naam"" released in 2003?",YES
"Did Alka Yagnik sing songs for the movie ""Tere Naam"" released in 2003 without Himesh Reshammiya being involved in the soundtrack?",NO
"Is Himesh Reshammiya the composer for the movie ""Tere Naam"" released in 2003?",YES
"Is the song ""Tune Saath Jo Mera Chhoda"" from the movie ""Tere Naam"" released in 2003?",NO
"Is the soundtrack of the movie ""Tere Naam"" released in 2003 composed by Raghav Sajid–Wajid?",YES
"Is the song ""Tune Saath Jo Mera Chhoda (Sad)"" from the movie ""Tere Naam"" released in 2003?",NO
"Is Udit Narayan involved in the soundtrack of the movie ""Tere Naam"" released in 2003?",YES
"Is the song ""O Jaana"" (remix) from the movie ""Tere Naam"" released in 2003 sung by Udit Narayan and K.K.?",NO
"Is the soundtrack of the movie ""Tere Naam"" released in 2003 known for featuring Udit Narayan and K.K. in its songs?",YES
"Is the song ""Tune Saath Jo Mera Chhoda"" from the movie ""Tere Naam"" released in 2003?",NO
"Is Udit Narayan involved in the soundtrack of the movie ""Tere Naam"" released in 2003?",YES
