Question,Answer
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, did Tara and the squad not retaliate against the Muslims at Amritsar station?",NO
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, did Tara and the squad retaliate alongside Hindus and Sikhs against the Muslims at Amritsar station?",YES
"Is there a romantic relationship between Tara and Sakina in the movie ""Gadar: Ek Prem Katha"" released in 2001 that does not lead to marriage?",NO
"Does the movie ""Gadar: Ek Prem Katha"" released in 2001 depict Tara and Sakina getting married and having a child together?",YES
Did Tara's aunt approve of her relationship in the movie Gadar: Ek Prem Katha released in 2001?,NO
Is the disapproval of Tara's aunt a significant plot point in Gadar: Ek Prem Katha released in 2001?,YES
"Did Sakina discover Tara's love for her in ""Gadar: Ek Prem Katha"" released in 2001 by reading his secret diary?",NO
"Is it true that Sakina reads Tara's secret diary while living with Tara's family in ""Gadar: Ek Prem Katha"" released in 2001?",YES
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, does Sakina find out that her parents, Ashraf Ali and her unnamed mother, are deceased?",NO
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, does Sakina call her father Ashraf Ali from the Pakistani Embassy in Delhi?",YES
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, is Sakina able to accompany Tara and their son Jeete back to Lahore due to completed visa formalities?",NO
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, is Sakina staying with Tara and their son Jeete in India?",YES
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, does Sakina leave Lahore to live elsewhere?",NO
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, does Sakina return to Lahore to meet her clan?",YES
"Is Sakina living in Pakistan in the movie ""Gadar: Ek Prem Katha"" released in 2001?",NO
"Does Sakina stay in India with Tara and their son Jeete in the movie ""Gadar: Ek Prem Katha"" released in 2001?",YES
"In the movie Gadar: Ek Prem Katha released in 2001, does Sakina's mother support her relationship with the Indian Jatt?",NO
"In the movie Gadar: Ek Prem Katha released in 2001, is Sakina's mother present in Lahore when Sakina returns?",YES
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, does Sakina have her visa formalities completed to return to Lahore?",NO
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, is Tara able to accompany Sakina and their son Jeete back to Lahore?",YES
"Did Ashraf Ali have an easy journey from India to Pakistan in the movie ""Gadar: Ek Prem Katha"" released in 2001?",NO
"Is the journey of Ashraf Ali from India to Pakistan a significant part of the plot in ""Gadar: Ek Prem Katha"" released in 2001?",YES
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, does Sakina actually marry Salim Ali?",NO
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, does Sakina get introduced to Salim Ali as someone she will marry?",YES
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, did Sakina agree to a second marriage while her husband was still alive?",NO
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, did Sakina's parents and Mamaji become angry when she refused a second marriage?",YES
"Did Tara enter Pakistan legally at the border in the movie ""Gadar: Ek Prem Katha"" released in 2001?",NO
"Did Tara enter Pakistan illegally at the border along with Jeete in the movie ""Gadar: Ek Prem Katha"" released in 2001?",YES
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, does Tara successfully stay in Gulkhan (Mushtaq Khan)'s house throughout the film?",NO
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, does Tara leave Gulkhan (Mushtaq Khan)'s house with Jeete and Darmiyaan?",YES
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, do Tara and Sakina successfully stop Sakina from getting married?",NO
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, do Tara and Sakina have a significant relationship that influences the plot?",YES
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, does Ashraf Ali show pride in his country Pakistan?",NO
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, does Ashraf Ali make Tara insult Pakistan to prove his loyalty?",YES
"In the movie Gadar: Ek Prem Katha released in 2001, does Ashraf Ali agree to Tara and Islam's marriage without any conditions?",NO
"In Gadar: Ek Prem Katha, released in 2001, does Ashraf Ali agree to their marriage if Tara converts to Islam and they live in Pakistan?",YES
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, does Tara show mercy to the mob dispatched by Ashraf?",NO
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, does Tara kill the mob dispatched by Ashraf?",YES
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, does Sakina have a supportive relationship with Ashraf Ali throughout the film?",NO
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, does Ashraf Ali act as an antagonist towards Sakina?",YES
"Is Ashraf Ali the father of the daughter who escapes with companions in the movie ""Gadar: Ek Prem Katha"" released in 2001?",NO
"Does Ashraf Ali play a significant role in the plot of ""Gadar: Ek Prem Katha"" released in 2001?",YES
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, does Ashraf Ali help the greedy woman in a cottage near the border forest who wants Sakina's ornaments for herself?",NO
"In the movie ""Gadar: Ek Prem Katha"" released in 2001, does Ashraf Ali oppose the greedy woman in a cottage near the border forest who wants Sakina's ornaments for herself?",YES
