Question,Answer
Does the relationship between Tomar and Babbu Singh Tomar involve a financial dispute in the movie Paan Singh Tomar released in 2012?,YES
"Is Balwant Singh Tomar the main protagonist in the movie ""Paan Singh Tomar"" released in 2012?",NO
"Does the movie ""Paan Singh Tomar"" released in 2012 depict a relationship between Tomar and his nephew Balwant Singh Tomar?",YES
Did Tomar's mother encourage him to forgive those who wronged her in the movie Paan Singh Tomar released in 2012?,NO
Did Tomar's mother ask him to take revenge and restore her honor in the movie Paan Singh Tomar released in 2012?,YES
"Did Babbu Singh Tomar assault Tomar's 95-year-old mother in the movie ""Paan Singh Tomar"" released in 2012?",NO
"Is there a relationship between Babbu Singh Tomar and Tomar's house in the movie ""Paan Singh Tomar"" released in 2012?",YES
Did Paan Singh Tomar survive the encounter with Circle Inspector Mahendra Pratap Singh Chauhan in the movie Paan Singh Tomar released in 2012?,NO
Is Circle Inspector Mahendra Pratap Singh Chauhan a significant character in the movie Paan Singh Tomar released in 2012?,YES
"Is Matadin Singh Tomar the younger brother of Tomar in the movie ""Paan Singh Tomar"" released in 2012?",NO
"Does the movie ""Paan Singh Tomar"" released in 2012 depict Matadin Singh Tomar as the elder brother of Tomar who was killed?",YES
"Did Babbu Singh Tomar survive the events involving Tomar's crew in the movie ""Paan Singh Tomar"" released in 2012?",NO
"Did Babbu Singh Tomar have a crew that faced tragic events in the movie ""Paan Singh Tomar"" released in 2012?",YES
"Did the special task force led by Circle Inspector Mahendra Pratap Singh Chauhan successfully protect Paan Singh Tomar in the movie ""Paan Singh Tomar"" released in 2012?",NO
"Did the special task force corner and shoot Paan Singh Tomar in the movie ""Paan Singh Tomar"" released in 2012?",YES
"Did the tip-off lead to a positive outcome for Paan Singh Tomar in the movie ""Paan Singh Tomar"" released in 2012?",NO
"Was the relationship between Circle Inspector Mahendra Pratap Singh Chauhan and the tip-off significant in the events of ""Paan Singh Tomar"" released in 2012?",YES
"In the movie ""Paan Singh Tomar"" released in 2012, did Circle Inspector Chauhan help Paan Singh Tomar when he needed water?",NO
"Does the relationship between Paan Singh Tomar and Circle Inspector Chauhan in the movie ""Paan Singh Tomar"" released in 2012 illustrate a conflict based on social status?",YES
"In the movie ""Paan Singh Tomar"" released in 2012, did Paan Singh Tomar have a hostile relationship with his crew?",NO
"Does the movie ""Paan Singh Tomar"" released in 2012 depict a collaborative relationship between Paan Singh Tomar and his crew?",YES
"Did Motiram Jatav support Paan Singh Tomar in the movie ""Paan Singh Tomar"" released in 2012?",NO
"Did Motiram Jatav tip off about Tomar's arrival as an act of revenge in the movie ""Paan Singh Tomar"" released in 2012?",YES
"Is Paan Singh Tomar the father of Pan Singh in the movie ""Paan Singh Tomar"" released in 2012?",NO
"Does the movie ""Paan Singh Tomar"" released in 2012 depict the character Paan Singh Tomar fleeing violence in Bhidosa?",YES
"Did Paan Singh Tomar flee from Bhidosa due to peace in the movie ""Paan Singh Tomar"" released in 2012?",NO
"Is there a relationship between Paan Singh Tomar and Bhidosa in the movie ""Paan Singh Tomar"" released in 2012?",YES
Did Paan Singh Tomar move to Jhansi District of Uttar Pradesh in 2012?,NO
Is Paan Singh Tomar associated with the Jhansi District of Uttar Pradesh in the movie released in 2012?,YES
"Did Paan Singh Tomar survive the events depicted in the movie ""Paan Singh Tomar"" released in 2012?",NO
"Is it true that Paan Singh Tomar had a crew that faced a deadly standoff in the movie ""Paan Singh Tomar"" released in 2012?",YES
"In the movie ""Paan Singh Tomar"" released in 2012, does Paan Singh Tomar successfully reunite with his dead body?",NO
"In the movie ""Paan Singh Tomar"" released in 2012, does Paan Singh Tomar ask for water while being left to die?",YES
"Did Circle Inspector Chauhan provide water to Tribhuwan in the movie ""Paan Singh Tomar"" released in 2012?",NO
"Were both Circle Inspector Chauhan and Tribhuwan present in the incident in the movie ""Paan Singh Tomar"" released in 2012?",YES
