Question & Options,Correct Answer
"In the 2002 movie 'Rollerball', which of the following elements are depicted as a result of Alexi's actions to remove the rules from the match? Select all that apply.
Options:
A. Increased violence in the game
B. Enhanced WWE-like showmanship
C. More strategic gameplay
D. Public execution of Jonathan","Increased violence in the game, Enhanced WWE-like showmanship, Public execution of Jonathan"
"In the movie 'Rollerball' (2002), which of the following elements are influenced by Jonathan's introduction of crazy costumes and stunts during the Rollerball match?
Options:
A. A. The overall entertainment value of the game
B. B. The safety regulations of the sport
C. C. The WWE-like showmanship in the game
D. D. The player rankings and statistics","A, C"
"In the movie 'Rollerball' (2002), which of the following characters or groups make cameo appearances alongside Jonathan?
Options:
A. Pink
B. Slipknot
C. Shane McMahon
D. David Beckham","Pink, Slipknot, Shane McMahon"
"In the movie 'Rollerball' (2002), which of the following statements are true regarding the relationship between Jonathan and the fans?
Options:
A. A. Jonathan's actions lead the fans to understand the true nature of the Rollerball game.
B. B. The fans initially support Jonathan's revolution without question.
C. C. The fans become disillusioned with the Rollerball game due to Jonathan's influence.
D. D. Jonathan's revolution has no impact on how fans perceive the game.","A, C"
"In the movie 'Rollerball' (2002), which of the following statements are true regarding the characters Jonathan and Alexi?
Options:
A. A. Jonathan kills Alexi in a fit of rage.
B. B. Jonathan and Alexi are close friends throughout the film.
C. C. Jonathan reunites with Aurora after killing Alexi.
D. D. Alexi is a key player in the Rollerball games.","A, C"
"In the movie 'Rollerball' (2002), which characters are involved in the killing of Sanjay after Alexi's death?
Options:
A. Jonathan
B. Sanjay
C. Alexi
D. James","Jonathan, Alexi"
"In the movie 'Rollerball' (2002), which of the following statements are true regarding the main character's name change?
Options:
A. The character's original name was Jonathan E.
B. The character's name was changed to Jonathan Cross.
C. Jonathan Cross is a supporting character in the film.
D. The name change was part of a larger plot development.","The character's original name was Jonathan E., The character's name was changed to Jonathan Cross."
"In the 2002 movie 'Rollerball', which of the following statements are true based on Harry Knowles' review?
Options:
A. The movie was praised for its storyline.
B. Harry Knowles mentioned that the film had much nudity.
C. The film was noted for its brutal violence.
D. Harry Knowles recommended the movie to audiences.","Harry Knowles mentioned that the film had much nudity., The film was noted for its brutal violence."
"In the 2002 movie 'Rollerball', which elements contributed to addressing the issues of the original film during test screenings?
Options:
A. The amazing script
B. The action sequences
C. The character development
D. The special effects",The amazing script
"In the movie 'Rollerball' (2002), which of the following statements are true regarding the production changes made by MGM?
Options:
A. MGM ordered massive re-shoots and re-edits in 2001.
B. The film was completed without any significant changes.
C. The changes were made to enhance the film's action sequences.
D. MGM was involved in the film's marketing strategy.",MGM ordered massive re-shoots and re-edits in 2001.
"In the movie 'Rollerball' (2002), which of the following were consequences of the negative test screenings?
Options:
A. Massive re-shoots were ordered
B. The film was released without changes
C. Re-edits of the film were required
D. The film received positive reviews","Massive re-shoots were ordered, Re-edits of the film were required"
"In the context of the movie 'Rollerball' (2002), which of the following statements are true regarding MGM's response to the negative test screenings?
Options:
A. A. MGM appointed Robert Levin as the new head of marketing and distribution.
B. B. The negative test screenings had no impact on MGM's marketing strategy.
C. C. Robert Levin was appointed following the negative test screenings.
D. D. MGM decided to cancel the movie after the test screenings.","A, C"
"In the movie 'Rollerball' (2002), which of the following statements are true regarding Robert Levin's influence on the film's release strategy?
Options:
A. A. Robert Levin was the head of marketing and distribution for MGM.
B. B. Robert Levin insisted on keeping the summer release date.
C. C. Robert Levin convinced McTiernan to change the release date.
D. D. The summer release date was maintained due to Levin's decision.","A, C"
"In the context of the movie 'Rollerball' (2002), which of the following statements are true regarding the release strategy?
Options:
A. A) The summer release date was initially set to attract a wider audience.
B. B) The marketing strategy was aimed at limiting the film's exposure.
C. C) Robert Levin was involved in changing the release date to reach more viewers.
D. D) The film was released in winter to avoid competition.","A, C"
"Which of the following statements are true regarding the release of the movie 'Rollerball' in 2002?
Options:
A. The movie was originally scheduled to release in August 2002.
B. The release date was moved forward to February 2002.
C. Post production work caused delays in the release of the movie.
D. The movie was released without any delays.","The movie was originally scheduled to release in August 2002., Post production work caused delays in the release of the movie."
"In the movie 'Rollerball' (2002), which of the following statements are true regarding the additional footage shot by John McTiernan in late 2001?
Options:
A. A. It was shot to clarify certain scenes.
B. B. It was intended to increase the film's violence.
C. C. It included cuts to reduce nudity.
D. D. It was filmed to enhance the film's ending.","A, C, D"
"In the movie 'Rollerball' (2002), which of the following statements are true regarding the ending of the film?
Options:
A. The entire ending was re-shot and changed.
B. The original ending was kept as it was.
C. The studio ordered changes to the ending.
D. The ending was well-received by critics.","The entire ending was re-shot and changed., The studio ordered changes to the ending."
"In the 2002 movie 'Rollerball', which of the following statements are true regarding the depiction of blood in the rollerball scenes?
Options:
A. A. The original scenes contained a significant amount of blood.
B. B. The blood was intentionally left in for the final cut.
C. C. Blood was digitally replaced with sweat to achieve a PG-13 rating.
D. D. The movie was rated R due to the amount of blood shown.","A, C"
"In the 2002 movie 'Rollerball', which of the following statements are true regarding Roger Ebert's review in the Chicago Sun-Times?
Options:
A. Roger Ebert praised Chris Klein's performance.
B. Roger Ebert described Chris Klein as a 'nice kid'.
C. Ebert found the film to be hard-edged and violent.
D. Roger Ebert recommended the movie to audiences.","Roger Ebert described Chris Klein as a 'nice kid'., Ebert found the film to be hard-edged and violent."
"Which of the following statements are true regarding the movie 'Rollerball' released in 2002?
Options:
A. A. 'Rollerball' is considered one of the most expensive box office flops.
B. B. 'Rollerball' was released in 2000.
C. C. The updated version of 'Rollerball' was listed as a box office flop in 2014.
D. D. 'Rollerball' is a sports action film.","A, C, D"
"In the 2002 movie 'Rollerball', which of the following statements about William Harrison are true?
Options:
A. William Harrison created the original concept of Rollerball.
B. William Harrison was interested in watching the 2002 version of Rollerball.
C. William Harrison expressed no interest in watching the 2002 incarnation of Rollerball.
D. William Harrison is a character in the 2002 Rollerball movie.","William Harrison created the original concept of Rollerball., William Harrison expressed no interest in watching the 2002 incarnation of Rollerball."
