node_1,node_2,edge,chunk_id,node_3,node_4,node_5,node_6,count
pritam,bitti's parents,Chirag lies that Pritam has had a failed marriage to prevent Bitti's parents from seeing him as a worthy suitor for her.,356102942cc74840bc0937554f375c35,,,,,4
bareilly ki barfi,critical acclaim,"The film received widespread critical acclaim upon release, with praise for its heartwarming and simple story.",bd731c7fa83d4a929f9dbb2877f08d33,,,,,4
nitesh tiwari,shreyas jain,"The writers Nitesh Tiwari and Shreyas Jain have put together a sweet, identifiable crowd-pleaser that excels in the writing departments.",bd731c7fa83d4a929f9dbb2877f08d33,,,,,4
ashwiny iyer tiwari,versatility,The film gives her a chance to prove her versatility.,bd731c7fa83d4a929f9dbb2877f08d33,,,,,4
dev negi,pawni pandey,"The first song of the film ""Sweety Tera Drama"" sung by Dev Negi, Pawni Pandey and Shraddha Pandit was released on 24 July 2017.",bd731c7fa83d4a929f9dbb2877f08d33,Shraddha Pandit,,,,4
harshdeep kaur,yasser desai,"The third single to be released was ""Twist Kamariya"" sung by Harshdeep Kaur, Yasser Desai, Tanishk Bagchi and Altamash Faridi was released on 8 August 2017.",bd731c7fa83d4a929f9dbb2877f08d33,Tanishk Bagchi,Altamash Faridi,,,4
dev negi,meena iyer,"The Times of India gave the film 4/5 stars, writing, ""The writers Nitesh Tiwari and Shreyas Jain have put together a sweet, identifiable crowd-pleaser that excels in the writing, direction, acting and music departments.""",bd731c7fa83d4a929f9dbb2877f08d33,,,,,4
arko pravo mukherjee,tanishk bagchi,"The lyrics of the film were written by Arko Pravo Mukherjee, Tanishk Bagchi, Shabbir Ahmed, Puneet Sharma, Abhishek Verma and Vayu.",bd731c7fa83d4a929f9dbb2877f08d33,Shabbir Ahmed,Puneet Sharma,Abhishek Verma,Vayu,4
tanishk bagchi,mukherjee,"The second song titled as ""Nazm Nazm"" which is sung, written and composed by Mukherjee was released on 31 July 2017.",bd731c7fa83d4a929f9dbb2877f08d33,,,,,4
small-town india,flavor of small-town india,captures the flavor of small-town India,841b791da6c94346b70ea7b218a41618,,,,,4
rajkummar rao,rangbaaz,timid-salesman-turned-rangbaaz,841b791da6c94346b70ea7b218a41618,,,,,4
kriti sanon,bohemian small-town-girl act,"Kriti Sanon's bohemian small-town-girl act is a far-cry from her usual fare, but she pulls it off with aplomb.",841b791da6c94346b70ea7b218a41618,,,,,4
