node_1,node_2,edge,chunk_id,node_3,node_4,node_5,count
wiseau,had several problems with his behind-the-camera team,"Wiseau had several problems with his behind-the-camera team,",470f8b29ab10456790b5889f472ebdab,,,,4
schklair,a de facto first assistant director,"Schklair also served as a de facto first assistant director,",470f8b29ab10456790b5889f472ebdab,,,,4
peter anway,another assistant to wiseau,Birns & Sawyer sales representative Peter Anway acted as another assistant to Wiseau.,470f8b29ab10456790b5889f472ebdab,,,,4
sestero,worked as the film's line producer,"Aside from playing the role of Mark, Sestero worked as the film's line producer,",470f8b29ab10456790b5889f472ebdab,,,,4
forgot his lines or missed cues,wiseau frequently forgot his lines or missed cues,"Wiseau frequently forgot his lines or missed cues,",470f8b29ab10456790b5889f472ebdab,,,,4
shooting delays,resulted in shooting delays,Much of,470f8b29ab10456790b5889f472ebdab,,,,4
wiseau,schklair,required numerous retakes and direction from Schklair and a stagehand named Byron,e6bc3fe031b840c890c7bb87df4a9ee4,,,,4
wiseau,byron (stagehand),required direction from,e6bc3fe031b840c890c7bb87df4a9ee4,,,,4
wiseau,dialogue,had to be dubbed in post-production due to forgetting lines or missing cues,e6bc3fe031b840c890c7bb87df4a9ee4,,,,4
the score,mladen milicevic,Mladen Milicevic is a music professor at Loyola Marymount University and composed the score for this context.,044de1bdca6941c7ae0ec864832ff7d2,,,,4
the score,homeless in america,Mladen Milicevic later provided the score for Wiseau's documentary Homeless in America.,044de1bdca6941c7ae0ec864832ff7d2,,,,4
the score,room full of spoons,"Mladen Milicevic later provided the score for Room Full of Spoons, a 2016 documentary on The Room.",044de1bdca6941c7ae0ec864832ff7d2,,,,4
i will,michelle and mike's oral sex scene,"During Michelle and Mike's oral sex scene, the song 'I Will' by Jarah Gibson plays only instrumental music.",044de1bdca6941c7ae0ec864832ff7d2,,,,4
crazy,the score,"Clint Gamboa's song 'Crazy' is featured in The Room's soundtrack, which was written by Mladen Milicevic.",044de1bdca6941c7ae0ec864832ff7d2,,,,4
baby you and me,the score,"Gamboa's song 'Baby You and Me' with Bell Johnson is also featured in The Room's soundtrack, which was written by Mladen Milicevic.",044de1bdca6941c7ae0ec864832ff7d2,,,,4
you're my rose,the score,"Kitra Williams & Reflection's song 'You're My Rose' is featured in The Room's soundtrack, which was written by Mladen Milicevic and also plays during the end credits.",044de1bdca6941c7ae0ec864832ff7d2,,,,4
michelle,mike,"In the context, Michelle and Mike are involved in one of The Room's love scenes that only uses instrumental music from 'I Will' by Jarah Gibson.",044de1bdca6941c7ae0ec864832ff7d2,,,,4
schklair,wiseau,"In a 2011 Entertainment Weekly article, Schklair announced that he desired credit for directing The Room because Wiseau became too engrossed with his acting duties to direct the film properly and asked him to 'tell the actors what to do, and yell ""Action"" and ""Cut"" and tell the cameraman what shots to get.' The script supervisor also said that Wiseau asked Schklair to 'direct [his] movie' but refused to give up the director title.",14dc9260327349cd94682977d4d17fa4,,,,4
schklair,the room,"Schoiklair took charge of numerous sequences in which Wiseau found himself unable to remember lines or adequately interact with the rest of the cast, but left the production before the end of principal photography in favor of another project.",14dc9260327349cd94682977d4d17fa4,,,,4
wiseau,the room,Wiseau is listed as director of The Room.,14dc9260327349cd94682977d4d17fa4,,,,4
tennessee williams,the room,"Sestero has indicated that the character Mark was named for the Ripley actor Matt Damon, whose first name Wiseau had misheard. The highly emotional scenes in Tennessee Williams' chamber plays were enjoyed by Wiseau while acting out in drama school, and many advertising materials for The Room make explicit parallels to his work through the tagline 'A film with the passion of Tennesee [sic] Williams.'",d84d8e8b69f44ac98898be574eb5c8f5,,,,4
orson welles,wiseau,Wiseau attempted to emulate Orson Welles in his direction and performance.,d84d8e8b69f44ac98898be574eb5c8f5,,,,4
clint eastwood,wiseau,Wiseau attempted to emulate Clint Eastwood in his direction and performance.,d84d8e8b69f44ac98898be574eb5c8f5,,,,4
marlon brando,wiseau,Wiseau attempted to emulate Marlon Brando in his direction and performance.,d84d8e8b69f44ac98898be574eb5c8f5,,,,4
james dean,wiseau,"Wiseau directly used quotes from James Dean's films, especially his performance in the film Giant, and the famous line 'You are tearing me apart, Lisa!' is derived from a similar line performed by Dean in Rebel Without a Cause.",d84d8e8b69f44ac98898be574eb5c8f5,,,,4
lisa,tom ripley,"Sestero further postulates that Wiseau based Lisa's explicit conniving on the character Tom Ripley, after Wiseau had a profound emotional reaction to the film The Talented Mr. Ripley.",d84d8e8b69f44ac98898be574eb5c8f5,,,,4
macdowell,zborowski,"point out that The Room democratises 'the pleasures involved in being a critic, due to the film's blatant breaking of the most simple rules of coherent cinematic narrative'",d326b1c192074680ac4cf9645be54b98,,,,4
wiseau,audiences' enjoyment,Middlemost has shown that Wiseau’s authorship and intentionality are integral to the audiences’ enjoyment of the film’s flaws.,d326b1c192074680ac4cf9645be54b98,,,,4
the room,flaws,blatant breaking of the most simple rules of coherent cinematic narrative,d326b1c192074680ac4cf9645be54b98,,,,4
tirosh,medieval works such as the icelandic sagas,equates the audience shouting at the screen with scholarly works on textual editions.,d326b1c192074680ac4cf9645be54b98,,,,4
breast cancer,claudette,"In an early scene, halfway through a conversation about planning a birthday party for Johnny, Claudette off-handedly tells Lisa: ""I got the results of the test back. I definitely have breast cancer.""",30288fadb09442648ec3305fbb9f83a1,,,,4
breast cancer,relevance to rest of film,The issue is casually dismissed and never revisited during the rest of the film.,30288fadb09442648ec3305fbb9f83a1,,,,4
mark,undercover vice detective (as imagined by sestero),"The similarities between Mark's secretive behavior, mood swings, and handling of the Chris-R incident as described by Sestero could be seen as a possible indication of his occupation as an undercover vice detective, which was suggested by Sestero but rejected by Wiseau.",40d724ab1e994d47aed4bf03f0dd2efc,,,,4
football,tuxedo,The principal male characters congregate in an alley behind Johnny's apartment to play catch with a football while wearing tuxedos.,3a84a074310f453e9cb85e4c177c5674,,,,4
mark,babyface,"Wiseau insisted that Sestero, playing Mark, shave his beard on-set just so that Wiseau would have an excuse for Johnny to call Mark 'Babyface', Wiseau's own nickname for Sestero.",3a84a074310f453e9cb85e4c177c5674,,,,4
mark,football-in-tuxedos scene,The revealing of beardless Mark would be 'a moment' and Wiseau never explained the significance of the football-in-tuxedos scene to the cast or crew.,3a84a074310f453e9cb85e4c177c5674,,,,4
wiseau,set,"on set by Wiseau, who never explained the significance of the scene to the cast or crew and insisted that the sequence be filmed at the expense of other, relevant scenes.",a573755a7e014b2dbdda3a2b02cc94d0,,,,4
wiseau,significance,never explained the significance of the scene,a573755a7e014b2dbdda3a2b02cc94d0,,,,4
set,scene,"the sequence be filmed at the expense of other, relevant scenes",a573755a7e014b2dbdda3a2b02cc94d0,,,,4
picture editor and head sound editor eric chase,film,"during post-production, repeatedly tried to convince Wiseau that the film, as he saw it, was terribly paced,",a573755a7e014b2dbdda3a2b02cc94d0,,,,4
picture editor and head sound editor eric chase,narrative,"various scenes needed to be shortened or cut entirely in order to create a coherent narrative,",a573755a7e014b2dbdda3a2b02cc94d0,,,,4
submitting film to distributor,paramount pictures,"According to Sestero, Wiseau submitted the film to Paramount Pictures, hoping to get them as the distributor. Usually, it takes about two weeks to get a reply.",7cc3884aab7b4954ad1c852cf9797758,,,,4
the room,rejected within 24 hours,"Because of this, the film was promoted almost exclusively through a single billboard in Hollywood,...",7cc3884aab7b4954ad1c852cf9797758,,,,4
image wiseau refers to as 'evil man',extreme close-up of his own face with one eye in mid-blink,...featuring an image Wiseau refers to as 'Evil Man': an extreme close-up of his own face with one eye in mid-blink.,7cc3884aab7b4954ad1c852cf9797758,,,,4
main characters' faces,golden gate bridge,"Although more conventional artwork was created for the film, featuring...",7cc3884aab7b4954ad1c852cf9797758,,,,4
believed to be a horror film,around the time of the film's release,...leading many passers-by to believe that the movie was a horror film.,7cc3884aab7b4954ad1c852cf9797758,,,,4
small television and print campaign,in and around los angeles,Wiseau also paid for a small television and print campaign in...,7cc3884aab7b4954ad1c852cf9797758,,,,4
efforts to promote and self-distribute the film,after it was turned down by paramount,...Edward Lozzi in his efforts to promote and self-distribute the film after it was turned down by Paramount.,7cc3884aab7b4954ad1c852cf9797758,,,,4
the room,success,"Despite the film's failure to enjoy immediate success, Wiseau paid to keep the billboard up for over five years, at the cost of US$5,000 a month. This led to the billboard becoming a minor tourist attraction. When asked how he managed to afford to keep the billboard up for so long in such a prominent location, Wiseau responded: 'Well, we like the location, and we like the billboard. So, we feel that people should see The Room.' This suggests that The Room's lack of initial success is related to the concept of Success.",242d145e7a88483580155f813dce1f65,,,,4
the room,location,"The billboard promoting The Room was kept up for over five years, at a cost of US$5,000 a month, in a prominent location. When asked how he managed to afford to keep the billboard up for so long, Wiseau responded: 'Well, we like the location, and we like the billboard.' This implies that The Room is closely associated with a specific Location.",242d145e7a88483580155f813dce1f65,,,,4
the room,audience,"During its premiere at Laemmle Fairfax and Fallbrook theaters in Los Angeles, The Room's audience laughed at it. Actress Robyn Paris described this. Variety reporter Scott Foundas, who was also in attendance, later wrote that 'most of its viewers to ask for their money back—before even 30 minutes [had] passed.' This shows that The Room and its audience have a close relation.",242d145e7a88483580155f813dce1f65,,,,4
wiseau's speaking voice,tennessee williams,IFC.com described Wiseau's speaking voice in The Room as 'Borat trying to do an impression of Christopher Walken playing a mental patient.' This implies that there are similarities between Wiseau's speaking voice and Tennessee Williams.,242d145e7a88483580155f813dce1f65,,,,4
the room,ed wood,"The Guardian described The Room as 'a mix of Tennessee Williams, Ed Wood, and R. Kelly's Trapped in the Closet.' This suggests that there are similarities between The Room and the work of Ed Wood.",242d145e7a88483580155f813dce1f65,,,,4
the room,poor acting,"The Room was unanimously panned by critics for its poor acting, particularly Wiseau's.",aa8ec407ac6e4242b9d52710d09267b4,,,,4
the room,screenplay,The Room was unanimously panned by critics for its poor screenplay.,aa8ec407ac6e4242b9d52710d09267b4,,,,4
the room,dialogue,The Room was unanimously panned by critics for its poor dialogue.,aa8ec407ac6e4242b9d52710d09267b4,,,,4
the room,production values,The Room was unanimously panned by critics for its poor production values.,aa8ec407ac6e4242b9d52710d09267b4,,,,4
the room,score,The Room was unanimously panned by critics for its poor score.,aa8ec407ac6e4242b9d52710d09267b4,,,,4
the room,direction,The Room was unanimously panned by critics for its poor direction.,aa8ec407ac6e4242b9d52710d09267b4,,,,4
the room,cinematography,The Room was unanimously panned by critics for its poor cinematography.,aa8ec407ac6e4242b9d52710d09267b4,,,,4
the room,review aggregator rotten tomatoes,The Room holds a 24% approval rating based on 33 reviews with an average score of 3.6/10 on the review aggregator Rotten Tomatoes.,aa8ec407ac6e4242b9d52710d09267b4,,,,4
the room,critical consensus,"The site's critical consensus reads, 'A bona fide classic of midnight cinema, Tommy Wiseau's misguided masterpiece subverts the rules of filmmaking with a boundless enthusiasm that renders such mundanities as acting, screenwriting, and cinematography utterly irrelevant. You will never see a football the same way again.'",aa8ec407ac6e4242b9d52710d09267b4,,,,4
the room,metacritic,"The film has a weighted average score of 9 out of 100, based on 5 critics, indicating 'overwhelming dislike' on Metacritic.",aa8ec407ac6e4242b9d52710d09267b4,,,,4
critics,panned,"The Room was unanimously panned by critics for its poor acting (particularly Wiseau's), screenplay, dialogue, production values, score, direction, and cinematography.",aa8ec407ac6e4242b9d52710d09267b4,,,,4
the room,ironic acclaim,"Despite disdain from critics, the film has retrospectively received ironic acclaim from audiences for its perceived shortcomings, with some viewers calling it the 'best worst movie ever'.",aa8ec407ac6e4242b9d52710d09267b4,,,,4
the room,outsider art,"In 2013, The Atlantic's Adam Rosen wrote an article titled 'Should Gloriously Terrible Movies Like The Room Be Considered 'Outsider Art'?' where he made the argument 'The label [of outsider art] has traditionally applied to painters and sculptors... but it's hard to see why it couldn't also refer to Wiseau or any other thwarted, un-self-aware filmmaker.'",aa8ec407ac6e4242b9d52710d09267b4,,,,4
the room,popularity,"In a 2017 interview for a Vox video, The Disaster Artist co-writer Tom Bissell explained that according to him, the popularity of The Room can be attributed to various reasons. This highlights the direct relation between the movie and its popularity.",d894d89137fc41a1a9ea784f7ea00abb,,,,4
the room,enjoyment,Bissell further explained in the same interview that he personally enjoys watching The Room. This demonstrates the individual's preference for the movie.,d894d89137fc41a1a9ea784f7ea00abb,,,,4
the room,mocking,The audience at the initial screenings of The Room started encouraging friends to join them for future showings with the intention of mocking the film. This led to a word-of-mouth campaign that resulted in about 100 attending the final screening.,455317d4bf9c405996b03c7608902ed6,,,,4
the room,initial screenings,"Many of The Room traditions were born during the initial screenings, such as the throwing of spoons and footballs during the film.",455317d4bf9c405996b03c7608902ed6,,,,4
the room,successful screenings,"Encouraged by the volume of messages received, Wiseau booked a single midnight screening of The Room in June 2004, which proved successful enough that Wiseau booked a second showing in July, and a third in August. These screenings proved to be even more successful and were followed by monthly screenings on the last Saturday of the month, which began selling out and continued up until the theatre was sold in 2012.",d57bf1d186834c1f9a8bd215e0e4c8f5,,,,4
the room,celebrity fans,"Celebrity fans of the film included Paul Rudd, David Cross, Will Arnett, Patton Oswalt, Tim Heidecker, Eric Wareheim, Seth Rogen, and James and Dave Franco.",d57bf1d186834c1f9a8bd215e0e4c8f5,,,,4
the room,q&as,"On the fifth anniversary of the film's premiere, it sold out every screen at the Sunset 5 and both Tommy Wiseau and Greg Sestero did Q&As afterward.",d57bf1d186834c1f9a8bd215e0e4c8f5,,,,4
successful screenings,monthly screenings,"These screenings proved to be even more successful and were followed by monthly screenings on the last Saturday of the month, which began selling out and continued up until the theatre was sold in 2012.",d57bf1d186834c1f9a8bd215e0e4c8f5,,,,4
the room,range life tour,"The film was featured on the 2008 Range Life tour,",d57bf1d186834c1f9a8bd215e0e4c8f5,,,,4
celebrity fans,private viewing parties,Kristen Bell acquired a film reel and hosted private viewing parties;,d57bf1d186834c1f9a8bd215e0e4c8f5,,,,4
the room,wiseau,"Wiseau is the creator and producer of the film The Room, which has been arranged for screenings in various countries including the United States, Canada, Scandinavia, the United Kingdom, Australia, and New Zealand.",e84e097b22ac4f2e943f42f3ab1e4109,,,,4
the room,asia,"In 2015, Wiseau expressed interest in releasing The Room in Asia.",e84e097b22ac4f2e943f42f3ab1e4109,,,,4
hong kong,the room,"In January 2018, an official release of The Room was announced for Hong Kong after a group of fans acquired the distribution rights.",e84e097b22ac4f2e943f42f3ab1e4109,,,,4
taiwan,the room,The Room was officially released in Taiwan during the 2018 Golden Horse Fantastic Film Festival.,e84e097b22ac4f2e943f42f3ab1e4109,,,,4
the room,cult film,"By April 2016, the film had been playing at the Mayfair Theatre in Ottawa, Canada for 80 consecutive months, making it a cult classic.",1b49e5060bf4440b88dbf6e6f0f5944b,,,,4
mayfair theatre,cinema,"The Room had regular showings at the Mayfair Theatre in Ottawa, Canada for 80 consecutive months.",1b49e5060bf4440b88dbf6e6f0f5944b,,,,4
"ottawa, canada",location,"The Room had regular showings at a cinema in Ottawa, Canada for 80 consecutive months.",1b49e5060bf4440b88dbf6e6f0f5944b,,,,4
april 2016,date,"By this date, The Room had been playing at the Mayfair Theatre in Ottawa, Canada for 80 consecutive months.",1b49e5060bf4440b88dbf6e6f0f5944b,,,,4
