Question,Answer,generated_answer
"[""In the movie 'The Goldfinch 2019', does Boris get shot after he ambushes Theo and himself with another pair of criminals?""]",yes,yes
"Did Boris in ""The Goldfinch 2019"" refuse to suggest selling the Goldfinch?",no,yes
"In ""The Goldfinch 2019"", did Boris suggest selling the Goldfinch?",yes,yes
"""In the movie 'The Goldfinch 2019', did Xandra and Theo end their relationship during their time in Amsterdam?""",no,yes
"""In 'The Goldfinch 2019', did Xandra and Theo develop a relationship during their time in Amsterdam?""",yes,yes
"[""Does Boris approve of Xandra's influence on Theo in the movie 'The Goldfinch 2019'?""]",no,yes
"[""In the movie 'The Goldfinch 2019', does Boris disapprove of Xandra's influence on Theo?""]",yes,yes
"[""Does Theo meet Pippa at a cooking class in the movie 'The Goldfinch 2019'?""]",no,yes
"[""In 'The Goldfinch 2019', does Theo meet Pippa at a support group for survivors of tragedy?""]",yes,yes
"[""Does Theo stay in New York throughout the entire movie 'The Goldfinch 2019'?""]",no,yes
"[""In the movie 'The Goldfinch 2019', does Theo travel to Las Vegas seeking closure after his mother's death?""]",yes,yes
"Does Xandra have a harmonious relationship with Boris in the movie ""The Goldfinch 2019""?",no,yes
"Do Xandra and Boris have a tumultuous relationship in ""The Goldfinch 2019""?",yes,yes
"[""Does Theo become enemies with Pippa in the movie 'The Goldfinch 2019'?""]",no,yes
"[""In 'The Goldfinch 2019', does Pippa help Theo navigate his past traumas?""]",yes,yes
"""Did 'The Goldfinch 2019' premiere at the Cannes Film Festival?""",no,yes
"""Did 'The Goldfinch 2019' premiere at the Toronto International Film Festival on September 8, 2019?""",yes,yes
"Was ""The Goldfinch 2019"" released in cinemas in the United States on September 12, 2019?",no,yes
"Did ""The Goldfinch 2019"" release in cinemas in the United States on September 13, 2019?",yes,yes
"Was ""The Goldfinch 2019"" released in cinemas in China alongside ""Hustlers"" on September 13, 2019?",no,yes
"Was ""The Goldfinch 2019"" released alongside ""Hustlers"" in cinemas in the United States on September 13, 2019?",yes,yes
"Did ""The Goldfinch 2019"" initially release in November 2019?",no,yes
"Was October 11, 2019 the initial release date for the movie ""The Goldfinch 2019""?",yes,yes
"Did ""The Goldfinch 2019"" have a production budget of around $100 million?",no,yes
"Was the production budget for the movie ""The Goldfinch 2019"" around $45 million?",yes,yes
"[""Did the movie 'The Goldfinch 2019' exceed box-office expectations?""]",no,yes
"[""Is 'The Goldfinch 2019' considered a box-office bomb due to its low earnings in the opening weekend?""]",yes,yes
"Is the movie ""The Goldfinch 2019"" highly acclaimed and well received by critics on Rotten Tomatoes?",no,yes
"Does the critical consensus on Rotten Tomatoes describe the movie ""The Goldfinch 2019"" as a largely uninvolving disappointment?",yes,yes
"Does the 'piece of fan art' in the movie ""The Goldfinch 2019"" show the fans' lack of enthusiasm for the book The Secret History by Donna Tartt?",no,yes
"Does the 'piece of fan art' in the movie ""The Goldfinch 2019"" represent fans' enthusiasm for the book The Secret History by Donna Tartt?",yes,yes
"Does the movie ""The Goldfinch 2019"" exhibit a clear and concise adaptation of the book it's based on?",no,yes
"Is the film adaptation of ""The Goldfinch 2019"" described as confusing and overenthusiastic in its execution?",yes,yes
"[""Is the movie 'The Goldfinch 2019' based on a screenplay written by Donna Tartt, the author of the original book?""]",no,yes
"[""Does the term 'book' in the summary of 'The Goldfinch 2019' refer to Donna Tartt's novel The Secret History?""]",yes,yes
"Did Donna Tartt serve as a producer for the film adaptation of her book in ""The Goldfinch 2019""?",no,yes
"Did the author Donna Tartt disown the film adaptation of her book in ""The Goldfinch 2019"" due to not being named as a producer?",yes,yes
