Question,Answer,generated_answer
"[""In the movie 'Grown Ups 2' released in 2013, is Kaleo Elam the actor who played the role of Ronnie McKenzie, the 3-year-old and the latest child of Kurt and Deanne?""]",yes,yes
"[""Was Cheri Oteri not a part of the cast in the 2013 movie 'Grown Ups 2' playing the character Penny, Wiley's wife and an employee of Roxanne who obsesses over Lenny ever since they briefly dated in the 6th grade?""]",no,yes
"[""Did Cheri Oteri play the role of Penny, Wiley's wife and an employee of Roxanne who obsesses over Lenny ever since they briefly dated in the 6th grade, in the 2013 movie 'Grown Ups 2'?""]",yes,yes
"""In the 2013 movie 'Grown Ups 2', is Ellen Cleghorne not portraying the character Mary Fluzoo, who is the wife of Malcolm?""",no,yes
"""In 'Grown Ups 2', released in 2013, does Ellen Cleghorne play the character of Mary Fluzoo, the wife of Malcolm?""",yes,yes
"""In the 2013 movie 'Grown Ups 2', was the character Mary Fluzoo portrayed by an actor other than Ellen Cleghorne?""",no,yes
"""In 'Grown Ups 2' released in 2013, did Ellen Cleghorne play the role of Mary Fluzoo, who is Malcolm's wife?""",yes,yes
"[""Is Malcolm not married to Mary Fluzoo in the 2013 movie Grown Ups 2?""]",no,yes
"[""Was the character of Mary Fluzoo, Malcolm's wife in the movie Grown Ups 2 released in 2013, portrayed by Ellen Cleghorne?""]",yes,yes
"[""Did Dan Patrick not play the role of a gym teacher at Stanton High School in the 2013 movie 'Grown Ups 2'?""]",no,yes
"[""Did Dan Patrick play the role of a gym teacher at Stanton High School in the 2013 movie 'Grown Ups 2'?""]",yes,yes
"[""Did Ebony Jo-Ann play the role of Mama Ronzoni in a different movie other than 'Grown Ups 2' released in 2013?""]",no,yes
"[""In the 2013 movie 'Grown Ups 2', does Ebony Jo-Ann act as Mama Ronzoni, the mother of Deanne and the mother-in-law of Kurt?""]",yes,yes
"""Did Halston Sage portray a character named Nancy Arbuckle in the 2013 movie 'Grown Ups 2'?""",yes,yes
"""In the 2013 movie 'Grown Ups 2', was the character Nancy Arbuckle portrayed by an actor other than Halston Sage?""",no,yes
"""Did Norm Crosby not appear as a K-Mart employee in the 2013 movie 'Grown Ups 2'?""",no,yes
"""Did Norm Crosby play the role of a K-Mart employee in the 2013 movie 'Grown Ups 2'?""",yes,yes
"[""Is it accurate to say that in the 2013 movie 'Grown Ups 2', Dennis Dugan did not play the role of Dr. Larry, a doctor who patches up Keithie's leg?""]",no,yes
"[""In the movie 'Grown Ups 2' released in 2013, did Dennis Dugan play the role of Dr. Larry, who patches up Keithie's leg?""]",yes,yes
"""In the 2013 movie 'Grown Ups 2', did Jonathan Loughran play a character named Robideaux who is a friend of Dickie's and works with Malcolm at K-Mart?""",yes,yes
"""In 'Grown Ups 2' released in 2013, was the character Robideaux, played by Jonathan Loughran, the main antagonist of the film?""",no,yes
"[""Did Richie Minervini play the role of a teacher instead of Principal Tardio in the 2013 movie Grown Ups 2?""]",no,yes
"[""In the movie Grown Ups 2 released in 2013, is Richie Minervini the actor who portrays the character Principal Tardio?""]",yes,yes
"""In the 2013 movie 'Grown Ups 2', did Jackie Sandler play a character other than Jackie Tardio?""",no,yes
"""In 'Grown Ups 2' released in 2013, was the character Jackie Tardio played by Jackie Sandler?""",yes,yes
"""In the 2013 movie 'Grown Ups 2', was Sadie Sandler's character named Sadie Tardio?""",yes,yes
"""Did Sadie Sandler play the role of Principal Tardio in the 2013 movie 'Grown Ups 2'?""",no,yes
"""In the 2013 movie 'Grown Ups 2', did Sunny Sandler play a character other than Sunny Tardio?""",no,yes
"""In 'Grown Ups 2', released in 2013, was the character of Sunny Tardio portrayed by Sunny Sandler?""",yes,yes
"""Did Chris Berman not appear as The Great Renaldo in the 2013 movie Grown Ups 2?""",no,yes
"""Did Chris Berman play the role of The Great Renaldo in the movie Grown Ups 2 released in 2013?""",yes,yes
"[""Did Kris Murrell play the role of Beefcake Kitty in the 2013 movie 'Grown Ups 2'?""]",yes,yes
"[""In the movie 'Grown Ups 2' released in 2013, was Beefcake Kitty portrayed by an actor other than Kris Murrell?""]",no,yes
"[""Did Kevin Grady play the character Muzby in the 2013 movie 'Grown Ups 2'?""]",yes,yes
"[""In the 2013 movie 'Grown Ups 2', did Kevin Grady play the lead role?""]",no,yes
"[""Did Aly Michalka portray the character of Bikini Girl Savannah in the 2013 movie 'Grown Ups 2'?""]",yes,yes
"[""In the movie 'Grown Ups 2' released in 2013, was the character of Bikini Girl Savannah portrayed by an actor other than Aly Michalka?""]",no,yes
"""Did Paulina Gretzky play the role of a character other than Bikini Girl Daisy in the 2013 movie 'Grown Ups 2'?""",no,yes
"""In the 2013 film 'Grown Ups 2', was the character Bikini Girl Daisy portrayed by Paulina Gretzky?""",yes,yes
"[""In the 2013 movie 'Grown Ups 2', did Kamil McFadden portray a character named Bumpty Fluzoo?""]",yes,yes
"[""In 'Grown Ups 2' released in 2013, is Bumpty Fluzoo portrayed by an actor other than Kamil McFadden?""]",no,yes
"[""Did Alex Poncio not play the character Keithie in the 2013 movie 'Grown Ups 2'?""]",no,yes
"[""In the movie 'Grown Ups 2' released in 2013, does Alex Poncio appear as Keithie, a teenager who picks on others?""]",yes,yes
"[""Did Patrick Renna portray the character Dickie in the movie 'Grown Ups 2' released in 2013?""]",yes,yes
"[""Was the character Dickie in the movie 'Grown Ups 2' from 2013 portrayed by an actor other than Patrick Renna?""]",no,yes
"""Did Matthew Lawrence play the character Greg in the 2013 movie 'Grown Ups 2'?""",yes,yes
"""In the 2013 movie 'Grown Ups 2', was the character Greg played by an actor other than Matthew Lawrence?""",no,yes
"[""Did Bradley Pierce play the character Charlotte in the 2013 movie 'Grown Ups 2'?""]",no,yes
"[""Is Bradley Pierce associated with the movie 'Grown Ups 2' released in 2013?""]",yes,yes
"""Did Sara Paxton not play the character Lizzy in the 2013 movie Grown Ups 2?""",no,yes
"""Did Sara Paxton portray the character Lizzy in the movie Grown Ups 2 released in 2013?""",yes,yes
"""Did Steve Zaragoza not play any character in the 2013 movie 'Grown Ups 2'?""",no,yes
"""In the 2013 movie 'Grown Ups 2', did Steve Zaragoza play the character named Brad?""",yes,yes
"""Did Christy Carlson Romano portray Cindy in the 2013 movie 'Grown Ups 2'?""",yes,yes
"""In the 2013 movie 'Grown Ups 2', was the character Cindy portrayed by an actress other than Christy Carlson Romano?""",no,yes
"[""Did Daryl Hannah play the role of Tiffany in the movie 'Grown Ups 2' released in 2013?""]",no,yes
"[""Is it true that Daryl Hannah is associated with the cast of 'Grown Ups 2' released in 2013?""]",yes,yes
"""In the 2013 movie 'Grown Ups 2', is the character Carla portrayed by an actress other than Kelly Osbourne?""",no,yes
"""In the 2013 film 'Grown Ups 2', does Kelly Osbourne play the role of Carla?""",yes,yes
"[""Did Mary-Kate Olsen play the character Katie in the 2013 movie 'Grown Ups 2'?""]",no,yes
"[""Is the character Katie in the 2013 movie 'Grown Ups 2' played by an actress other than Mary-Kate Olsen?""]",yes,yes
"[""Did Ashley Olsen portray the character Ally in the 2013 movie 'Grown Ups 2'?""]",no,yes
"[""Is Ashley Olsen a part of the cast in the movie 'Grown Ups 2' released in 2013?""]",no,yes
"[""Did Erin Heatherton portray the character of Ginger, the head cheerleader, in the 2013 movie 'Grown Ups 2'?""]",yes,yes
"[""Was Erin Heatherton's character in the 2013 movie 'Grown Ups 2' a basketball coach?""]",no,yes
"[""Did the J. Geils Band members Peter Wolf, Seth Justman, Magic Dick, and Danny Klein along with tour members Duke Levine and Tom Arey not appear as Lenny's friends in the 2013 movie 'Grown Ups 2'?""]",no,yes
"[""Did the J. Geils Band members Peter Wolf, Seth Justman, Magic Dick, and Danny Klein as well as the group's known tour members Duke Levine and Tom Arey make a cameo as Lenny's friends in the 2013 movie 'Grown Ups 2'?""]",yes,yes
