Question,Answer,generated_answer
"[""Was Frakes described as 'lovely' by Sophia Myles while working on the set of the 2004 movie 'Thunderbirds'?""]",yes,yes
"""Did the author and his five sons meet at a hotel located near Hyde Park and walked to Oxford Street in the 2004 movie 'Thunderbirds'?""",no,yes
"""Is the movie 'Thunderbirds' released in 2004?""",yes,yes
"[""Did the author in the 2004 movie 'Thunderbirds' pretend that the five sons were his own during a meeting at a hotel near Hyde Park and a walk to Oxford Street?""]",yes,yes
"[""In the 2004 film 'Thunderbirds', did the author deny knowing the five sons while meeting them at a hotel near Hyde Park?""]",no,yes
"""In the 2004 movie 'Thunderbirds', was the character Alan played by actor Daniel Radcliffe?""",no,yes
"""In preparation for his role in the 2004 film 'Thunderbirds', did Bill Paxton invite the actors playing Alan and Jeff to a meal to strengthen their characters' relationship?""",yes,yes
"[""Was the scene featuring Alan's school in the 2004 movie 'Thunderbirds' filmed at a location other than Wellington College in Berkshire?""]",no,yes
"[""Is Wharton Academy depicted as Alan's school in the 2004 movie 'Thunderbirds'?""]",yes,yes
"[""Is the exterior of Lady Penelope's mansion in the 2004 movie 'Thunderbirds' shown as a small, unimpressive building?""]",no,yes
"[""Was Cliveden House used as the exterior of Lady Penelope's mansion in the 2004 movie 'Thunderbirds' due to its grandeur and beauty?""]",yes,yes
"""In the 2004 movie 'Thunderbirds', was the exterior of the Bank of London actually filmed at the University of London?""",no,yes
"""Did the filmmakers of 'Thunderbirds', released in 2004, choose to depict the exterior of the Bank of London using the distinctive architecture of University College London?""",yes,yes
"[""In the 2004 movie Thunderbirds, was Tracy Island not named in the dialogue?""]",no,yes
"[""In the 2004 film Thunderbirds, was Tracy Island explicitly mentioned in the dialogue, unlike in the original series?""]",yes,yes
"[""In the 2004 movie 'Thunderbirds', was the character 'Hood' never mentioned by name in the dialogues?""]",no,yes
"[""Was the character 'Hood' explicitly named in the dialogue in the 2004 movie 'Thunderbirds'?""]",yes,yes
"[""Is the term 'Thunderbirds' never used to refer to 'International Rescue' in the 2004 movie 'Thunderbirds'?""]",no,yes
"[""In the 2004 film 'Thunderbirds', is 'International Rescue' now referred to as 'Thunderbirds' by the general public?""]",yes,yes
"""Did the movie 'Thunderbirds' released in 2004 perform well at the box office?""",no,yes
"""Was the movie 'Thunderbirds' released in 2004 considered a box office bomb?""",yes,yes
"""Is the movie 'Thunderbirds' from 2004 a clear example of a successful adaptation of a decades-old TV series into a film?""",no,yes
"""Is the 2004 movie 'Thunderbirds' part of the trend of making films based on decades-old TV series, despite the opinion that this trend may be misguided?""",yes,yes
"[""Did the 2004 movie 'Thunderbirds' receive positive feedback from fans of the original franchise?""]",no,yes
"[""Did the 2004 movie 'Thunderbirds' have a negative reputation among fans of the original franchise?""]",yes,yes
"[""Did the cast members of 'Thunderbirds' (2004) never speak about the film having devoted fans, especially those who were children when the film was released?""]",no,yes
"[""Did the cast members of 'Thunderbirds' (2004) frequently speak about the film having devoted fans, especially those who were children when the film was released?""]",yes,yes
"[""Is the statement 'For me it was one of the best times of my life.' associated with a character's dissatisfaction with the new version of 'Thunderbirds' released in 2004?""]",no,yes
"[""Does the statement 'For me it was one of the best times of my life.' imply that a character was satisfied with the new version of 'Thunderbirds' released in 2004?""]",yes,yes
"[""Did the London premiere of 'Thunderbirds' in 2004 not take place?""]",no,yes
"[""Is there a direct association between the London premiere event and the movie 'Thunderbirds' released in 2004?""]",yes,yes
"""Was the 60-foot model of Thunderbird 3 displayed in Trafalgar Square as a promotional effort for the 2004 movie 'Thunderbirds' released somewhere other than Trafalgar Square?""",no,yes
"""Was a 60-foot model of Thunderbird 3, based on Dominic Lavery's design, displayed in Trafalgar Square as part of the promotional efforts for the 2004 film 'Thunderbirds'?""",yes,yes
"""Was the model of Thunderbird 3, based on Dominic Lavery's design for the 2004 film 'Thunderbirds', not displayed in Blackpool?""",no,yes
"""Was the promotional effort for the 2004 film 'Thunderbirds' extended beyond London, including locations like Blackpool where the model of Thunderbird 3 was displayed?""",yes,yes
"[""Was the model of Thunderbird 3 in the 2004 movie 'Thunderbirds' never decorated with images from Pablo Picasso's Guernica in Blackpool to promote the film?""]",no,yes
"[""In the 2004 movie 'Thunderbirds', was the model of Thunderbird 3 decorated with images from Pablo Picasso's Guernica as part of the film's promotional efforts?""]",yes,yes
"[""Was the model of Thunderbird 3 from the 2004 movie 'Thunderbirds' purchased by Eastern Airways in 2004?""]",no,yes
"[""Did Eastern Airways purchase the model of Thunderbird 3 based on Dominic Lavery's design for the 2004 film 'Thunderbirds'?""]",yes,yes
"[""Was the movie 'Thunderbirds' from 2004 devoid of any primary sources such as quotes from Dominic Colenso and references to locations where the model of Thunderbird 3 was displayed?""]",no,yes
"[""Does the context of the 2004 movie 'Thunderbirds' include primary sources such as quotes from Dominic Colenso and references to locations where the model of Thunderbird 3 was displayed?""]",yes,yes
"""Does the 2004 movie 'Thunderbirds' lack references to secondary sources such as 'dominic colenso' and 'eastern airways' in its context?""",no,yes
"""Does the context of the 2004 movie 'Thunderbirds' include references to secondary sources such as 'dominic colenso' and 'eastern airways'?""",yes,yes
