Question,Answer,generated_answer
"""In the 2005 movie 'Deuce Bigalow  European Gigolo', did Rachel Stevens play the role of a character named Lisa?""",no,yes
"""In 'Deuce Bigalow  European Gigolo' released in 2005, is Rachel Stevens the actress who played the character Louisa?""",yes,yes
"""Is it true that Alex Dimitriades did not play the character Enzo Giarraputo in the 2005 movie 'Deuce Bigalow: European Gigolo'?""",no,yes
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', did Alex Dimitriades portray the character Enzo Giarraputo?""",yes,yes
"""In the 2005 movie 'Deuce Bigalow  European Gigolo', did Kostas Sommer play the role of a character named 'Assapopoulos Borealis'?""",yes,yes
"""Did Kostas Sommer play the lead role in the 2005 movie 'Deuce Bigalow  European Gigolo'?""",no,yes
"""Did Miranda Raison portray a character other than Svetlana Revenko in the 2005 movie 'Deuce Bigalow European Gigolo'?""",no,yes
"""In the 2005 movie 'Deuce Bigalow European Gigolo', is the character Svetlana Revenko played by Miranda Raison?""",yes,yes
"""Did Oded Fehr not play the character Antoine Laconte in the 2005 movie 'Deuce Bigalow: European Gigolo'?""",no,yes
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', did Oded Fehr appear as the character Antoine Laconte?""",yes,yes
"""In the 2005 film 'Deuce Bigalow European Gigolo', does Tony Fish play the role of Brad Pitt?""",no,yes
"""In 'Deuce Bigalow European Gigolo' released in 2005, is the character Lil' Kim played by Tony Fish?""",yes,yes
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', was Zoe Telford's character unrelated to Lily?""",no,yes
"""In the 2005 film 'Deuce Bigalow: European Gigolo', is there a relationship of some sort between Zoe Telford's character and Lily?""",yes,yes
"""In the 2005 movie 'Deuce Bigalow  European Gigolo', was the character Billy played by actor Vincent Martella?""",no,yes
"""In the 2005 movie 'Deuce Bigalow  European Gigolo', is there an unspecified relation between Vincent Martella's character and Billy?""",yes,yes
"[""In the 2005 movie 'Deuce Bigalow  European Gigolo', did Bobbi Sue Luther play the role of a newscaster?""]",no,yes
"[""In the 2005 movie 'Deuce Bigalow  European Gigolo', is there an unspecified relation between Bobbi Sue Luther's character and a newscaster?""]",yes,yes
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', did Pilar Schneider play the role of the woman at the airport?""",yes,yes
"""In 'Deuce Bigalow: European Gigolo' released in 2005, was the character of the woman at the airport not associated with Pilar Schneider?""",no,yes
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', did Skytriss and Sherrie Kane have a clearly defined relationship?""",no,yes
"""In 'Deuce Bigalow: European Gigolo' released in 2005, are there unspecified relations between the characters of Skytriss and Sherrie Kane?""",yes,yes
"[""Did Kelly Brook play the role of a woman in a painting in the 2005 movie 'Deuce Bigalow: European Gigolo'?""]",yes,yes
"[""In the movie 'Deuce Bigalow: European Gigolo' released in 2005, was Kelly Brook's character unrelated to a woman in a painting?""]",no,yes
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', did John Farley play the role of a naked bike cop?""",no,yes
"""In the movie 'Deuce Bigalow: European Gigolo' released in 2005, is there a relation between the characters played by John Farley and a naked bike cop?""",yes,yes
"""In the 2005 film 'Deuce Bigalow European Gigolo', did Arija Bareikis play the character Kate?""",no,yes
"""In the movie 'Deuce Bigalow European Gigolo' released in 2005, is there an unspecified relation between Arija Bareikis's character and Kate (uncredited)?""",yes,yes
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', was Norm Macdonald's character in a specified relationship with Earl Mcmanus's character?""",no,yes
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', did Norm Macdonald and Earl Mcmanus (uncredited) both appear in the cast?""",yes,yes
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', did Elisabetta Canalis play a character unrelated to 'A castle lady'?""",no,yes
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', is there a relation between the character played by Elisabetta Canalis and 'A castle lady'?""",yes,yes
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', does Chantal Janzen play the role of a Scandinavian porn star?""",no,yes
"""In the 2005 movie 'Deuce Bigalow: European Gigolo', is there an unspecified relation between Chantal Janzen's character and a Scandinavian porn star?""",yes,yes
"[""In the 2005 movie 'Deuce Bigalow  European Gigolo', did Katie Downes play the role of a widow cleaner lady?""]",no,yes
"[""In the 2005 film 'Deuce Bigalow  European Gigolo', is there a relation between Katie Downes's character and a widow cleaner lady?""]",yes,yes
