Question,Answer,generated_answer
"Did Richard Roeper from the Chicago Sun-Times praise ""Fantasy Island 2020"" as a well-crafted and logical movie?",no,yes
"Was the movie ""Fantasy Island 2020"" reviewed as 'inane' and 'contrived' by Richard Roeper of the Chicago Sun-Times?",yes,yes
"[""Did Peter Travers from Rolling Stone give 'Fantasy Island 2020' a high rating?""]",no,yes
"[""Did 'Fantasy Island 2020' receive a rating of zero out of five stars from Peter Travers of Rolling Stone?""]",yes,yes
"[""Is the movie 'Fantasy Island 2020' praised for its cinematic achievements?""]",no,yes
"[""According to the summary, does the movie 'Fantasy Island 2020' receive harsh criticism, likened to it being sent to 'death row'?""]",yes,yes
"Does the movie ""Fantasy Island 2020"" contain more raw terror than any five minutes of ""Sonic the Hedgehog""?",no,yes
"Is ""Fantasy Island 2020"" described as containing less raw terror in its entirety than ""Sonic the Hedgehog"" during any five minutes of its running time?",yes,yes
"Did Benjamin Lee of The Guardian describe ""Fantasy Island 2020"" as a successful attempt at genre-surfing?",no,yes
"Did Benjamin Lee of The Guardian give ""Fantasy Island 2020"" a rating of 2 out of 5 stars?",yes,yes
