node_1,node_2,edge,chunk_id,type,count
ofelia,faun,"gives Ofelia tasks to complete, refuses to give her the third task due to disobedience",3beef4509947417ab2ed5ebd6faccadd,,4
ofelia,pale man,"completes second task of retrieving a dagger from his lair, eats two grapes and awakens the Pale Man",3beef4509947417ab2ed5ebd6faccadd,,4
ofelia,three fairy guides,accompanied by them during second task,3beef4509947417ab2ed5ebd6faccadd,,4
vidal,doctor ferreiro,"collaborates with the Maquis, Vidal kills Doctor Ferreiro after finding out",3beef4509947417ab2ed5ebd6faccadd,,4
carmen,mandrake root,"Ofelia gives Carmen the mandrake root, which seems to ease her illness",3beef4509947417ab2ed5ebd6faccadd,,4
carmen,painful contractions,develops painful contractions after throwing the mandrake root into the fire,3beef4509947417ab2ed5ebd6faccadd,,4
carmen,vidal's son,gives birth to Vidal's son before dying,3beef4509947417ab2ed5ebd6faccadd,,4
vidal,mercedes,mercedes frees herself and stabs vidal non-lethally in her escape to re-join the maquis. Vidal is taken to be interrogated and locks ofelia in her bedroom while he pursues her as the maquis launch an attack on a civil guard outpost.,f13616728c4547fa9d0569a0b9b68cc7,causal,4
mercedes,ofelia,"mercedes tries to escape with ofelia, but they are caught. The faun returns and tells her to bring her newborn brother into the labyrinth to complete it.",f13616728c4547fa9d0569a0b9b68cc7,causal,4
faun,ofelia,"having changed his mind about giving ofelia a chance to perform the third task, returns and tells her to bring her newborn brother into the labyrinth to complete it.",f13616728c4547fa9d0569a0b9b68cc7,causal,4
vidal,ofelia,"ofelia meets the faun at the centre of the labyrinth. The faun suggests drawing a small amount of the baby's blood, as completing the third task and opening the portal to the underworld requires the blood of an innocent.",f13616728c4547fa9d0569a0b9b68cc7,causal,4
ofelia,faun,"the faun, having changed his mind about giving ofelia a chance to perform the third task, returns and tells her to bring her newborn brother into the labyrinth to complete it.",f13616728c4547fa9d0569a0b9b68cc7,causal,4
vidal,baby,"vidal finds her talking to the faun, whom he cannot see. The faun leaves, and vidal takes the baby from ofelia's arms before shooting her.",f13616728c4547fa9d0569a0b9b68cc7,causal,4
mercedes,pedro,pedro shoots vidal dead.,f13616728c4547fa9d0569a0b9b68cc7,causal,4
ofelia,baby,ofelia retrieves the baby and flees into the labyrinth.,f13616728c4547fa9d0569a0b9b68cc7,causal,4
mercedes,ofelia,Mercedes enters the labyrinth and comforts a dying Ofelia.,8d1e5a49446c410fa7549ffd6398b406,,4
ofelia,drops of ofelia's blood,Drops of Ofelia's blood fall down the centre of the spiral stone staircase onto an altar.,8d1e5a49446c410fa7549ffd6398b406,,4
ofelia,golden throne room,"Ofelia, well dressed and uninjured, then appears in a golden throne room.",8d1e5a49446c410fa7549ffd6398b406,,4
king of the underworld,ofelia,"The King of the underworld tells her that, by choosing to spill her own blood rather than that of another, she passed the final test.",8d1e5a49446c410fa7549ffd6398b406,,4
faun,ofelia,"The faun praises Ofelia for her choice, addressing her as 'Your Highness'.",8d1e5a49446c410fa7549ffd6398b406,,4
queen of the underworld,ofelia,"The Queen of the underworld, her mother, invites Ofelia to sit next to her father and rule at his side.",8d1e5a49446c410fa7549ffd6398b406,,4
ofelia,back in the stone labyrinth,"Back in the stone labyrinth, Ofelia smiles as she dies.",8d1e5a49446c410fa7549ffd6398b406,,4
princess moanna,underworld,"The epilogue completes the tale of Princess Moanna, stating that she returned to the Underworld,",8d1e5a49446c410fa7549ffd6398b406,,4
kingdom,ofelia,"... Ruled with kindness and justice for many centuries, and left little traces of her time in the human realm, 'visible only to those who know where to look.'",8d1e5a49446c410fa7549ffd6398b406,,4
