node_1,node_2,edge,chunk_id,edge_type,count
design and development process,tumbler,took nine months,1f0837e9c85b46a3ae2b9dfa267e355c,,4
"$250,000",four street-ready race cars,was the cost to build each vehicle,1f0837e9c85b46a3ae2b9dfa267e355c,,4
flap version,two of the four tumblers,were specialized versions,1f0837e9c85b46a3ae2b9dfa267e355c,,4
hydraulics and flaps,flap version,were detailed in close-up shots where the vehicle propelled itself through the air,1f0837e9c85b46a3ae2b9dfa267e355c,,4
jet version,two of the four tumblers,"was a specialized version and had an actual jet engine mounted onto the vehicle, fueled by six propane tanks",1f0837e9c85b46a3ae2b9dfa267e355c,,4
tumblers,streets of chicago,The professional drivers for the Tumblers practiced driving the vehicles for six months before they drove on the streets of Chicago for the film's scenes.,e67762644a674ca0b9c4bbb9e95be12d,,4
tumblers,immobile studio set,The interior of the Tumbler was an immobile studio set and not actually the interior of a street-capable Tumbler.,e67762644a674ca0b9c4bbb9e95be12d,,4
tumblers,miniature model,Another version of the Tumbler was a miniature model that was 1:6 scale of the actual Tumbler and was used to show the Tumbler flying across ravines and between buildings.,e67762644a674ca0b9c4bbb9e95be12d,,4
batsuit,neoprene undersuit,"The Batsuit's basic design was a neoprene undersuit, which was shaped by attaching molded cream latex sections.",e67762644a674ca0b9c4bbb9e95be12d,,4
batsuit,christian bale,"Costume designer Lindy Hemming and her crew worked on the Batsuit at an FX workshop codenamed 'Cape Town', a secured compound located at Shepperton Studios in London. The Batsuit's basic design was created by molding and sculpting Christian Bale prior to his physical training.",e67762644a674ca0b9c4bbb9e95be12d,,4
full body cast,sculpting with clay,team could work on a full body cast to avoid imperfections picked up by sculpting with clay,d256bb24cd7648c58c9eadb07cf5aa0f,,4
plastiline,full body cast,plastiline was used to smooth the surface of the full body cast,d256bb24cd7648c58c9eadb07cf5aa0f,,4
foam,team,"the team brewed different mixtures of foam to find the mixture that would be the most flexible, light, durable, and black",d256bb24cd7648c58c9eadb07cf5aa0f,,4
black,foam,"however, the process to make the foam black reduced the foam's durability",d256bb24cd7648c58c9eadb07cf5aa0f,,4
flowing cloak,director christopher nolan,"hemming's team created the cape out of their own version of parachute nylon that had electrostatic flocking, a process shared with the team by the British Ministry of Defence. The process was used by the London police force to minimize night vision detection.",d256bb24cd7648c58c9eadb07cf5aa0f,,4
cowl,director christopher nolan,"the cowl was designed by nolan, hemming, and costume effects supervisor graham churchyard",d256bb24cd7648c58c9eadb07cf5aa0f,,4
thin enough,cowl,the cowl was created to be thin enough to allow motion but thick enough to avoid wrinkling when bale turned his head in the batsuit,d256bb24cd7648c58c9eadb07cf5aa0f,,4
man who has angst,cowl,"churchyard explained the cowl had been designed to show 'a man who has angst', so his character would be revealed through the mask.",d256bb24cd7648c58c9eadb07cf5aa0f,,4
keysi fighting method,fight choreographers for batman begins,"fight choreographers for batman begins, justo dieguez and andy norman, trained actors and stunt performers using the spanish keysi fighting method",d256bb24cd7648c58c9eadb07cf5aa0f,,4
traditional stuntwork,computer-generated imagery,"In Batman Begins, Nolan preferred traditional stuntwork over computer-generated imagery.",661be4f1b8d043b187de05a6fcbdccc7,,4
the dark knight rises,batman's age and physical condition,"Due to Batman's age and physical condition, the method was modified in The Dark Knight Rises.",661be4f1b8d043b187de05a6fcbdccc7,,4
self-defense system,natural instincts,The self-defense system used in Batman Begins is based on the study and cultivation of natural instincts.,661be4f1b8d043b187de05a6fcbdccc7,,4
cg composite images,establishing shots,"In Batman Begins, there were several establishing shots that were CG composite images.",661be4f1b8d043b187de05a6fcbdccc7,,4
bats,real bats,"The bats depicted in the film were entirely digital (except in shots containing only one or two bats), as it was decided that directing large numbers of real bats on-set would be problematic;",661be4f1b8d043b187de05a6fcbdccc7,,4
2005,industry experts,Many attributed the slump in 2005 to be a result of industry experts' expectations.,661be4f1b8d043b187de05a6fcbdccc7,,4
scale models,narrows,"For Batman Begins, scale models were used to represent the Narrows.",661be4f1b8d043b187de05a6fcbdccc7,,4
cg composite images,gotham's skyline,"In Batman Begins, there were several establishing shots that were CG composite images, such as Gotham's skyline,",661be4f1b8d043b187de05a6fcbdccc7,,4
cg composite images,exterior shots of wayne tower,"In Batman Begins, there were several establishing shots that were CG composite images, such as exterior shots of Wayne Tower,",661be4f1b8d043b187de05a6fcbdccc7,,4
cg composite images,some of the exterior monorail shots,"In Batman Begins, there were several establishing shots that were CG composite images, such as some of the exterior monorail shots,",661be4f1b8d043b187de05a6fcbdccc7,,4
cg composite images,monorail sequence,"The climactic monorail sequence mixed live action footage, model work, and CGI.",661be4f1b8d043b187de05a6fcbdccc7,,4
movies delivered directly via the internet,theater attendance,creating an incipient demand for movies delivered directly via the Internet is leading to a decline in theater attendance due to the convenience of watching movies at home.,02f181c24acd40d38359409007c90d24,,4
star wars: episode iii – revenge of the sith,top-grossing film of the summer,Star Wars: Episode III – Revenge of the Sith is expected to be the top-grossing film of the summer due to being the final live action Star Wars film at the time.,02f181c24acd40d38359409007c90d24,,4
batman begins,reverses the box office slump in june,Batman Begins is expected to help reverse the box office slump in June.,02f181c24acd40d38359409007c90d24,,4
industry experts,soft opening for batman begins,Industry experts express concerns over a possible soft opening for Batman Begins.,02f181c24acd40d38359409007c90d24,,4
bale,lack of star power at the time,Bale's lack of star power at the time is seen as a possible detachment from audiences.,02f181c24acd40d38359409007c90d24,,4
joker and penguin,iconic villains,The absence of iconic villains such as the Joker and Penguin that were portrayed by A-list celebrities are seen as possible detachments from audiences.,02f181c24acd40d38359409007c90d24,,4
batman & robin,widely panned by critics,The previous film Batman & Robin was widely panned by critics and is credited with stalling the franchise since 1997.,02f181c24acd40d38359409007c90d24,,4
batman begins,high-profile relationship with tom cruise,Some expressed concerns that Holmes' involvement with the film could derail the film’s financial prospect due to her high-profile relationship with Tom Cruise (whose film War of the Worlds opened the following weekend).,5ad43579782546069425c5191968ae26,,4
batman begins,possible detachments from audiences,Were portrayed by A-list celebrities were seen as possible detachments from audiences.,5ad43579782546069425c5191968ae26,,4
"tokyo, japan",batman begins,"Warner Bros. Held the world premiere for Batman Begins in Tokyo, Japan on May 31, 2005.",5ad43579782546069425c5191968ae26,,4
batman begins,the oprah winfrey show,Some also expressed concerns that Holmes' involvement with the film could derail the film’s financial prospect due to her high-profile relationship with Tom Cruise after his controversial appearance on The Oprah Winfrey Show.,5ad43579782546069425c5191968ae26,,4
batman begins,"october 18, 2005","The DVD of Batman Begins was released on October 18, 2005,",5ad43579782546069425c5191968ae26,,4
batman begins,detective comics #27,"In addition to the film, the deluxe edition contained a small paperback booklet, the first Batman story, featured in Detective Comics #27,",5ad43579782546069425c5191968ae26,,4
batman begins,bewitched,"The film held its position at the top of the sales chart for a second week, but fell to second place behind Bewitched on video rental charts.",5ad43579782546069425c5191968ae26,,4
bewitched,popularity,"Bewitched was ranked on video rental charts, indicating its popularity.",a66a134424c64ebeb7513d82076c99f0,,4
$167 million,batman begins,"By August 2006, Batman Begins had sold $167 million worth of DVDs.",a66a134424c64ebeb7513d82076c99f0,,4
"october 10, 2006",batman begins,Batman Begins was released on HD DVD on this date.,a66a134424c64ebeb7513d82076c99f0,,4
"july 8, 2008",batman begins limited edition giftset,A Limited Edition Giftset of Batman Begins was released on DVD and Blu-ray on this date.,a66a134424c64ebeb7513d82076c99f0,,4
$72.9 million,batman begins,Batman Begins earned $72.9 million in its first five days of release.,a66a134424c64ebeb7513d82076c99f0,,4
57% male,audience's demographic,The audience for Batman Begins was 57% male.,a66a134424c64ebeb7513d82076c99f0,,4
$3.16 million,batman begins imax gross,"In its first five days of release, Batman Begins grossed $3.16 million in its 55 IMAX theaters.",a66a134424c64ebeb7513d82076c99f0,,4
$28 million,batman begins,"In its second weekend, Batman Begins grossed $28 million.",a66a134424c64ebeb7513d82076c99f0,,4
$205 million,batman begins,Batman Begins grossed $205 million in North America.,a66a134424c64ebeb7513d82076c99f0,,4
$371.8 million,batman begins worldwide total,The worldwide total for Batman Begins was $371.8 million.,a66a134424c64ebeb7513d82076c99f0,,4
franchise high,batman begins five-day gross,Batman Begins' five-day gross beat the franchise high set by Batman Forever (1995).,a66a134424c64ebeb7513d82076c99f0,,4
batman begins,box office success,"The film Batman Begins grossed $205 million in North America and had a worldwide total of $371.8 million from its original release, earning $1.6 million more from its 2012 re-release. This makes it the fourth-highest-grossing Batman film as of August 2012, after Tim Burton's Batman and surpassed by The Dark Knight and The Dark Knight Rises.",5f2b829da23343778f4b606976893689,,4
batman begins,popularity in 2005,Batman Begins was the seventh-highest-grossing film of 2005 in the United States.,5f2b829da23343778f4b606976893689,,4
batman begins,audience response,"Review aggregator Rotten Tomatoes gives Batman Begins an approval rating of 85% based on 293 reviews, with an average rating of 7.7/10. Audiences polled by CinemaScore gave the film an average grade of 'A'.",5f2b829da23343778f4b606976893689,,4
