node_1,node_2,edge,chunk_id,edge_type,node_3,count
pinewood studios,sound stage filming,"Principal photography began in England on June 4, 2021.",75f5a1a2f8304fa59804dbb06b3e8421,,,4
bamburgh castle,filming locations,"Principal photography began in England on June 4, 2021. Filming locations included Bamburgh Castle and the North Yorkshire Moors Railway near Grosmont.",75f5a1a2f8304fa59804dbb06b3e8421,,,4
north yorkshire moors railway,filming locations,"Principal photography began in England on June 4, 2021. Filming locations included Bamburgh Castle and the North Yorkshire Moors Railway near Grosmont.",75f5a1a2f8304fa59804dbb06b3e8421,,,4
grosmont,filming locations,"Ford himself was spotted in Grosmont on June 7, 2021.",75f5a1a2f8304fa59804dbb06b3e8421,,,4
leaderfoot viaduct,filming locations,"The railway bridge scenes were filmed in mid-June 2021, at Leaderfoot Viaduct near Melrose in the Scottish Borders.",75f5a1a2f8304fa59804dbb06b3e8421,,,4
hitler's personal train,train's interior design,"The train's interior design was inspired by Hitler's personal train, the Führersonderzug,",75f5a1a2f8304fa59804dbb06b3e8421,,,4
pinewood studios,interior scenes,The interior scenes were filmed on a set at Pinewood Studios.,75f5a1a2f8304fa59804dbb06b3e8421,,,4
motorcycle chase,scottish village of glencoe,A motorcycle chase was shot in the Scottish village of Glencoe.,a6d6361a13f842a9bc9945dfd8d01716,,,4
scottish village of glencoe,"biggar, south lanarkshire","Other Scottish locations included Biggar, South Lanarkshire.",a6d6361a13f842a9bc9945dfd8d01716,,,4
june,london,"Later in June, location shooting moved to London,",a6d6361a13f842a9bc9945dfd8d01716,,,4
street in hackney,vintage cars,A street in Hackney was lined with vintage cars.,a6d6361a13f842a9bc9945dfd8d01716,,,4
private residence,period-style interior,Filming also took place inside a private residence that was reportedly chosen for its period-style interior.,a6d6361a13f842a9bc9945dfd8d01716,,,4
ford,street in hackney,Ford preferred to do his own stunts while filming in a street in Hackney.,a6d6361a13f842a9bc9945dfd8d01716,,,4
ford,injury,"On June 23, it was announced that Ford had injured his shoulder during the rehearsal of a fight scene and that the production crew would shoot around his recovery.",a6d6361a13f842a9bc9945dfd8d01716,,,4
ford,punch,Ford's injury occurred while rehearsing a punch against Mikkelsen’s character for the train sequence.,a6d6361a13f842a9bc9945dfd8d01716,,,4
glasgow's city centre,new york city in 1969,"In July 2021, shooting moved to Glasgow's city centre, which was transformed to resemble New York City in 1969. Meticulous detail went into efforts to recreate the location and time period.",90c97ec346e445d59f81c5337cadebf0,,,4
st. vincent street,glasgow's city centre,"A chase sequence, shot along St. Vincent Street and other areas, re-creates a ticker tape parade celebrating the return of the Apollo 11 astronauts.",90c97ec346e445d59f81c5337cadebf0,,,4
vietnam war protestors,"1,000 background actors","The sequence also featured 1,000 background actors as parade-goers and Vietnam War protestors.",90c97ec346e445d59f81c5337cadebf0,,,4
hatton garden area of london,new york city,"Filming in Glasgow lasted two weeks. Ford resumed filming in September 2021, and some shooting took place in the Hatton Garden area of London, which also doubled as New York City.",90c97ec346e445d59f81c5337cadebf0,,,4
pinewood's 007 stage,new york city subway station,"In addition, a replica of a New York City Subway station was built at Pinewood's 007 Stage.",90c97ec346e445d59f81c5337cadebf0,,,4
october 2021,"sicily, italy","production moved to Sicily, Italy in October 2021",c7577a08ffc9436fa9f5ddd6212b0eda,,,4
"sicily, italy",ford and allen ending,"ending between Ford and Allen was shot in Sicily, Italy",c7577a08ffc9436fa9f5ddd6212b0eda,,,4
syracuse,filming,began in the city of Syracuse for filming purposes,c7577a08ffc9436fa9f5ddd6212b0eda,,,4
cefalù,syracuse,often standing in for Syracuse,c7577a08ffc9436fa9f5ddd6212b0eda,,,4
province of trapani,filming,included in filming locations,c7577a08ffc9436fa9f5ddd6212b0eda,,,4
marsala,province of trapani,served as the harbor where Renaldo meets with Jones,c7577a08ffc9436fa9f5ddd6212b0eda,,,4
castellammare del golfo,province of trapani,served as the harbor where Renaldo meets with Jones,c7577a08ffc9436fa9f5ddd6212b0eda,,,4
mediterranean sea,underwater treasure-hunting sequence,included in filming locations,c7577a08ffc9436fa9f5ddd6212b0eda,,,4
temple of segesta,archimedes' tomb,led up to the tomb sequence,c7577a08ffc9436fa9f5ddd6212b0eda,,,4
neapolis archaeological park,archimedes' tomb,included filming locations,c7577a08ffc9436fa9f5ddd6212b0eda,,,4
ear of dionysius cave,temple of segesta,used for filming purposes,c7577a08ffc9436fa9f5ddd6212b0eda,,,4
grotta dei cordari cave,neapolis archaeological park,used for filming purposes,c7577a08ffc9436fa9f5ddd6212b0eda,,,4
castello maniace,roman siege,scenes depicting the Roman siege were shot here,c7577a08ffc9436fa9f5ddd6212b0eda,,,4
fez,morocco,"Filming for the movie began in Morocco, specifically in Fez.",9ba69d7bdb134bfabc0dba080ae3cac9,,,4
oujda,morocco,"Filming for the movie took place in Oujda, which is also located in Morocco.",9ba69d7bdb134bfabc0dba080ae3cac9,,,4
fez,oujda,Both Fez and Oujda are cities where filming for the movie took place in Morocco.,9ba69d7bdb134bfabc0dba080ae3cac9,,,4
jaisalmer,india,"Initially, filming was set to take place in Jaisalmer, which is a city in India.",9ba69d7bdb134bfabc0dba080ae3cac9,,,4
jaipur,india,"Filming was also scheduled to take place in Jaipur, another city located in India.",9ba69d7bdb134bfabc0dba080ae3cac9,,,4
covid-19,india,"However, filming had to be moved out of India due to the increasing levels of COVID-19 there.",9ba69d7bdb134bfabc0dba080ae3cac9,,,4
nepal,india,"After that, Nepal was considered as a potential location for filming, but an outbreak occurred there too.",9ba69d7bdb134bfabc0dba080ae3cac9,,,4
hotel l'atlantique,interiors,"The interiors of the Hotel L'Atlantique were recreated at Pinewood, while filming for the movie took place in Morocco.",9ba69d7bdb134bfabc0dba080ae3cac9,,,4
tangier chase sequence,fez,The Tangier chase sequence required the use of tuk-tuks and was shot primarily by a second unit crew in Fez.,9ba69d7bdb134bfabc0dba080ae3cac9,,,4
feus,tangier chase sequence,Fez also appeared during the filming of the Tangier chase sequence.,9ba69d7bdb134bfabc0dba080ae3cac9,,,4
pinewood,feus,"Later on, actors filmed their portions of the Tangier chase sequence at Pinewood while Fez was recreated using a blue screen.",9ba69d7bdb134bfabc0dba080ae3cac9,,Tangier chase sequence,4
nic cupac,morocco,"A camera operator named Nic Cupac passed away in his hotel room in Morocco, but the production stated that his death was not related to filming.",9ba69d7bdb134bfabc0dba080ae3cac9,,,4
dial of destiny,ilm,"Visual effects for the film were handled by Industrial Light & Magic (ILM), a division of Lucasfilm.",32b15381f35a41d6a8f585785f6816c8,,,4
dial of destiny,industrial light & magic (ilm),"The film has a total of 2,350 visual effects shots, with many occurring during the Syracuse siege sequence.",32b15381f35a41d6a8f585785f6816c8,,,4
dial of destiny,michael mccusker,"After Morocco, the remainder of filming took place at Pinewood, where Michael McCusker served as one of the film editors alongside Andrew Buckland and Dirk Westervelt.",32b15381f35a41d6a8f585785f6816c8,,,4
dial of destiny,phedon papamichael,"Phedon Papamichael served as cinematographer for the film, marking his sixth collaboration with director Mangold.",32b15381f35a41d6a8f585785f6816c8,,,4
dial of destiny,steven spielberg,"Spielberg offered advice on the script, watched dailies, and visited the editing room a number of times during post-production.",32b15381f35a41d6a8f585785f6816c8,,,4
time fissure,cloud portal,"The time fissure, depicted as a stormy cloud portal, was made entirely through computer-generated imagery and was among the final effects created for the film. The fissure design was based on research conducted into real cloud formations to make it look natural.",32b15381f35a41d6a8f585785f6816c8,,,4
