node_1,node_2,edge
long beach,strong suburban feel,Director Richard Kelly wanted to portray a strong suburban feel for the film and that is why most of the filming was done in Long Beach.
virginia country club,golf course scenes,The golf course scenes for 'Donnie Darko' were filmed at Virginia Country Club.
loyola high school,school scenes,The school scenes for 'Donnie Darko' were shot at Loyola High School.
angeles crest highway,opening scene with donnie waking up,The opening scene with Donnie waking up in 'Donnie Darko' was shot on the Angeles Crest Highway.
aero theatre,theatre marquee,The theatre marquee scene for 'Donnie Darko' was shot at the Aero Theatre in Santa Monica.
pandora cinema,sam bauer,"Kelly made a promise to Sam Bauer that he would edit his first feature film when he had the opportunity, but Pandora Cinema disagreed with the choice initially. Kelly recalled he and McKittrick had to ""fight like hell"" to get Bauer onboard, and eventually Pandora agreed."
the film's opening sequence,"""the killing moon"" by echo & the bunnymen","The film's opening sequence is set to ""The Killing Moon"" by Echo & the Bunnymen."
donnie's high school prominently features the song,"""head over heels"" by tears for fears","The continuous shot of introduction of Donnie's high school prominently features the song ""Head over Heels"" by Tears for Fears."
sparkle motion,"""notorious"" by duran duran","Samantha's dance group Sparkle Motion performs to ""Notorious"" by Duran Duran."
the church,"""under the milky way"" by the church","""Under the Milky Way"" by The Church is played after Donnie and Gretchen emerge from his bedroom during the party."
joy division,"""love will tear us apart""","""Love Will Tear Us Apart"" by Joy Division also appears in the film diegetically during the party and shots of Donnie and Gretchen upstairs."
donnie's meeting with his therapist,"""under the milky way""","In the director's cut, the music in the opening sequence is replaced by ""Never Tear Us Apart"" by INXS; ""Under the Milky Way"" is moved to the scene of Donnie and Eddie driving home from Donnie's meeting with his therapist;"
