Question,Answer
"In the movie Kalank released in 2019, was Saroj's character portrayed as benevolent before her death?",YES
"In the movie ""Kalank"" released in 2019, does Zafar confess his love for Roop before the partition events unfold?",NO
"In the movie ""Kalank"" released in 2019, does Abdul Khan stab Zafar during the partition?",YES
Did Abdul Khan promote communal harmony in the movie Kalank released in 2019?,NO
Does Abdul Khan instigate communal hatred in his friend in the movie Kalank released in 2019?,YES
"In the movie ""Kalank"" released in 2019, does Roop fall in love with Dev after her marriage?",NO
"In the movie ""Kalank"" released in 2019, does Roop become aware of Zafar's love for her during the riots?",YES
"Does the movie ""Kalank"" released in 2019 depict a scenario where communal hatred leads to a peaceful resolution?",NO
"In the movie ""Kalank"" released in 2019, does Zafar get stabbed while trying to escape with Roop and Dev?",YES
"In the movie ""Kalank"" released in 2019, does Roop forget about Zafar during her interview with Aditya?",NO
"In the movie ""Kalank"" released in 2019, does Roop reflect on the complexities of love and hate during her interview with Aditya?",YES
Was Kalank filmed in a modern city in 2019?,NO
Does the movie Kalank represent Old Delhi mohalla in 2019?,YES
Did Karan Johar conceive the movie Kalank in 2019?,NO
Was Kalank released in 2019?,YES
"Was Sridevi originally supposed to play the role of Bahaar Begum in the movie ""Kalank"" released in 2019?",NO
"Did Madhuri Dixit ultimately play the role of Bahaar Begum in ""Kalank"" released in 2019?",YES
"Is Sajid Nadiadwala the producer of ""Kalank"" and did he collaborate with Sanjay Dutt for the first time in 2019?",NO
"Did Nadiadwala Grandson Entertainment produce ""Kalank"" in 2019?",YES
"Did Alia Bhatt and Varun Dhawan not feature in an introductory song with nearly 500 backup dancers in the movie ""Kalank"" released in 2019?",NO
"Did Alia Bhatt and Varun Dhawan feature in an introductory song with nearly 500 backup dancers in the movie ""Kalank"" released in 2019?",YES
Did Kriti Sanon perform a dance number in the movie Kalank released in 2019?,NO
Did rehearsals for a second dance number in Kalank take place before its release in 2019?,YES
Did Madhuri Dixit wear an anarkali outfit in the movie Kalank released in 2019?,NO
Were leaked stills from the film Kalank in 2019 showing Madhuri Dixit in an anarkali outfit and pasa/jhumar?,YES
"Did Sonakshi Sinha join the cast of ""Kalank"" in 2019?",NO
"Is Sonakshi Sinha paired opposite Kapur in the movie ""Kalank"" released in 2019?",YES
"Is the film Kalank, released in 2019, produced without any budget?",NO
"Does the film Kalank, released in 2019, have a budget of ₹150 crore for its production process?",YES
Did Sonakshi Sinha and Kapur film together for more than 15 days in the movie Kalank released in 2019?,NO
Is the pairing of Sonakshi Sinha with Kapur a notable aspect of the film Kalank released in 2019?,YES
Did the filming schedule for Kalank in 2019 proceed without any delays?,NO
"Was the third schedule of filming for Kalank postponed due to injuries sustained by Bhatt, Dhawan, and Kapur in 2019?",YES
Did Pritam Chakraborty compose the soundtrack for the movie Kalank released in 2019?,NO
Is the soundtrack of Kalank from the year 2019 composed by Pritam Chakraborty?,YES
Did Amitabh Bhattacharya write the lyrics for the songs in the Kalank soundtrack in 2019?,NO
Is the Kalank soundtrack associated with lyrics written by Amitabh Bhattacharya in 2019?,YES
"Was the entire soundtrack album of Kalank released by Zee Music Company after March 22, 2019?",NO
"Did Zee Music Company release the entire soundtrack album of Kalank on March 22, 2019?",YES
Was Kalank released in 2019 without any certification from the British Board of Film Classification?,NO
Did Kalank receive a certification from the British Board of Film Classification in 2019?,YES
Was the film Kalank released in 2019 without certification from the British Board of Film Classification?,NO
Was the film Kalank certified by the British Board of Film Classification in 2019?,YES
Was the film Kalank released outside of India in 2019?,NO
Did the film Kalank release in India in 2019?,YES
Was the movie Kalank released only in domestic markets in 2019?,NO
Did Kalank have a release in overseas markets in 2019?,YES
"Was the movie Kalank released on fewer than 5,300 screens in 2019?",NO
Did Kalank have a worldwide release in 2019?,YES
"Was the movie ""Kalank"" released in theaters in 2019?",NO
"Was ""Kalank"" made available as VOD on Amazon Prime Video in July 2019?",YES
Did the film Kalank perform poorly at the box office in 2019?,NO
Did the film Kalank have a bumper start at the box office in 2019?,YES
"Did the movie Kalank, released in 2019, achieve box-office success?",NO
Was Kalank released in the year 2019?,YES
Did Rachit Gupta of The Times of India give a negative review for the movie Kalank released in 2019?,NO
Did Rachit Gupta of The Times of India rate the film Kalank released in 2019 3 stars out of 5?,YES
Did Anupama Chopra of Film Companion rate Kalank with 5 stars out of 5 in 2019?,NO
Is it true that Anupama Chopra of Film Companion described Kalank as likely to be the most visually stunning film of 2019?,YES
"Is ""Kalank"" from 2019 considered visually unappealing?",NO
"Is ""Kalank"" from 2019 likely to be one of the most visually stunning films of the year?",YES
Is the film Kalank an action thriller released in 2019?,NO
Is the film Kalank an operatic fantasy released in 2019?,YES
"Is ""Kalank"" a documentary film released in 2019?",NO
"Is ""Kalank"" described as a visually stunning film released in 2019?",YES
"Is ""Kalank"" considered the least visually stunning film of 2019?",NO
"Is ""Kalank"" regarded as one of the most visually stunning films of 2019?",YES
Was Kalank directed by someone other than Abhishek Varman in 2019?,NO
Did Abhishek Varman direct Kalank in 2019?,YES
"Is the cinematographer of the movie ""Kalank"" released in 2019 someone other than Binod Pradhan?",NO
"Was ""Kalank"", released in 2019, directed by Abhishek Varman?",YES
"Is ""Kalank"" a film that received a perfect rating of 5 stars out of 5 in 2019?",NO
"Did ""Kalank"" feature performances by actors Dixit, Bhatt, and Dhawan in 2019?",YES
"Is ""Kalank"" a highly rated film according to Shubhra Gupta from The Indian Express in 2019?",NO
"Did Shubhra Gupta mention that ""Kalank"" fails to lift off the screen in her review in 2019?",YES
"Does the movie ""Kalank"" released in 2019 focus solely on themes of conflict without any mention of love and reconciliation?",NO
"Is ""Kalank,"" released in 2019, recognized for its celebration of the transformative power of love and reconciliation?",YES
"Does the movie Kalank, released in 2019, depict a story that ignores the transformative power of love and reconciliation?",NO
"Is it true that Kalank, released in 2019, celebrates the transformative power of love and reconciliation?",YES
"Does the movie ""Kalank"" released in 2019 focus on a modern-day story instead of pre-independence India?",NO
"Is the character Zafar in the movie ""Kalank"" released in 2019 portrayed as a struggling artist?",YES
"In the movie ""Kalank"" released in 2019, do the characters rajput, sathe, kharbanda, madhavi, and dixit belong to the chaudhury family?",NO
"In the movie ""Kalank"" released in 2019, is the story set against the backdrop of India's struggle for independence?",YES
"Is the film ""Kalank"" set in a post-independence India in the year 2019?",NO
"Does the film ""Kalank"" feature an operatic fantasy set in pre-independence India in the year 2019?",YES
"Does the movie ""Kalank"" released in 2019 celebrate contemporary resonance without addressing times of rampant discord?",NO
"In the movie ""Kalank"" released in 2019, is the transformative power of love and reconciliation highlighted as a response to times of rampant discord?",YES
"Does the movie ""Kalank"" released in 2019 suggest that contemporary resonance can lead to increased rampant discord?",NO
"Does ""Kalank"" released in 2019 celebrate the transformative power of love and reconciliation in a time of rampant discord?",YES
Does the movie Kalank released in 2019 depict contemporary resonance without any reference to the partition?,NO
Is the aesthetic of the partition romanticized in the movie Kalank released in 2019?,YES
"Does the elaborate set design in the movie ""Kalank"" (2019) enhance the authenticity of emotional conflicts?",NO
"Do the emotional conflicts in ""Kalank"" (2019) create a sense of distance as noted by critics?",YES
