node_1,node_2,edge,chunk_id,description,count
quaritch,avatar link unit,"escapes his crashed aircraft and breaks open the avatar link unit containing Jake's human body, exposing it to Pandora's poisonous atmosphere.",166281eba53648ebbdd80fe1924df398,,4
neytiri,jake,"saves Jake from suffocation, seeing his human form for the first time and kills Quaritch.",166281eba53648ebbdd80fe1924df398,,4
project 880,avatar,"Cameron revealed in February 2006 that Project 880 was a retooled version of Avatar, citing the technological advances in the creation of computer-generated characters like Gollum, King Kong, and Davy Jones.",5df92c914b414b66a123b5786e88cdd0,,4
battle angel,avatar,Cameron chose Avatar over his project Battle Angel after completing a five-day camera test in the previous year.,5df92c914b414b66a123b5786e88cdd0,,4
na'vi language,na'vi culture,"From January to April 2006, Cameron worked on the script and developed a culture for the Na'vi, the film's aliens.",5df92c914b414b66a123b5786e88cdd0,,4
paul frommer,na'vi language,"The Na'vi language was created by Paul Frommer, a linguist at USC.",5df92c914b414b66a123b5786e88cdd0,,4
cameron,na'vi culture,Cameron developed a culture for the Na'vi in February 2006.,5df92c914b414b66a123b5786e88cdd0,,4
sigourney weaver,pandora's organisms,"Actress Sigourney Weaver and the film's set designers met with Jodie S. Holt, professor of plant physiology at University of California, Riverside, to learn about the methods used by botanists to study and sample plants, and to discuss ways to explain the communication between Pandora's organisms depicted in the film.",5df92c914b414b66a123b5786e88cdd0,,4
avatar,mid-2008 release,"From 2005 to 2007, Cameron worked with a handful of designers to shape the design of Na'vi. In July 2006, Cameron announced that he would film Avatar for a mid-2008 release and planned to begin principal photography with an established cast by February 2007.",7971f34e70df4252a45ddedac5efb027,,4
avatar,fox,"During the production of Titanic, Fox wavered in its commitment to Avatar because of cost overruns and delays on Cameron's previous picture, Titanic. ",1c94b9844547496cb856dcd8f1ce2c1c,,4
titanic,avatar,"These preparations were underway for Avatar while these preparations were underway for Fox because of cost overruns and delays on Cameron's previous picture, Titanic. ",1c94b9844547496cb856dcd8f1ce2c1c,,4
cameron,avatar,James Cameron directed Avatar during its production.,1c94b9844547496cb856dcd8f1ce2c1c,,4
fox,cameron,"James Cameron worked with Fox on previous projects such as True Lies and was committed to working with them on Avatar until delays and cost overruns arose due to issues with his previous project, Titanic.",1c94b9844547496cb856dcd8f1ce2c1c,,4
cameron,titanic,James Cameron directed and rewrote the script for Titanic during its production.,1c94b9844547496cb856dcd8f1ce2c1c,,4
titanic,cameron,James Cameron offered to cut his fee for Titanic if it were a commercial disappointment during its production.,1c94b9844547496cb856dcd8f1ce2c1c,,4
landau,cameron,"Jon Landau co-produced True Lies with James Cameron and later worked in his production company Lightstorm, playing a vital role in the production of Avatar.",1c94b9844547496cb856dcd8f1ce2c1c,,4
landau,fox,Jon Landau left his position as a Fox executive to work with James Cameron's production company Lightstorm during the production of True Lies and later played a vital role in the production of Avatar for Fox.,1c94b9844547496cb856dcd8f1ce2c1c,,4
lightstorm,cameron,James Cameron's production company Lightstorm produced Avatar during its production.,1c94b9844547496cb856dcd8f1ce2c1c,,4
avatar,fox,"In mid-2006, Fox decisively declined to produce the film. After Fox accepted Avatar, one skeptical Fox executive told Cameron and Landau, ""I don't know if we're crazier for letting you do this, or if you're crazier for thinking you can do this ...""",3aab681a543d4d979ac7ca2b2040d8ed,,4
avatar,ingenious media,"Fox finally committed to making Avatar after Ingenious Media agreed to back the film, reducing Fox's financial exposure to less than half of the film's official $237 million budget.",3aab681a543d4d979ac7ca2b2040d8ed,,4
avatar,disney,"He approached Walt Disney Studios, showing his proof of concept to then-chairman Dick Cook. When Disney attempted to take over, Fox exercised its right of first refusal.",3aab681a543d4d979ac7ca2b2040d8ed,,4
avatar,environmental conscience,"Cameron described Avatar as ""a futuristic tale set on a planet 200 years hence ... an old-fashioned jungle adventure with an environmental conscience [that] aspires to a mythic level of storytelling"".",3aab681a543d4d979ac7ca2b2040d8ed,,4
avatar,mythic level of storytelling,"Cameron described Avatar as ""a futuristic tale set on a planet 200 years hence ... an old-fashioned jungle adventure with an environmental conscience [that] aspires to a mythic level of storytelling""",3aab681a543d4d979ac7ca2b2040d8ed,,4
avatar,entire world,"The January 2007 press release described the film as ""an emotional journey of redemption and revolution"" and said the story is of ""a wounded former Marine, thrust unwillingly into an effort to settle and exploit an exotic planet rich in biodiversity, who eventually crosses over to lead the indigenous race in a battle for survival"". The story would be of an entire world complete with an ecosystem of phantasmagorical plants and creatures, and native people with a rich culture and language.",3aab681a543d4d979ac7ca2b2040d8ed,,4
avatar,indigenous race,"The story would be of ""a wounded former Marine, thrust unwillingly into an effort to settle and exploit an exotic planet rich in biodiversity, who eventually crosses over to lead the indigenous race in a battle for survival""",3aab681a543d4d979ac7ca2b2040d8ed,,4
avatar,$280–310 million,The movie 'Avatar' is estimated to cost around $280–310 million for production.,5af80cc1dcc440beba4a874570b3b296,,4
avatar,$150 million,"For marketing, it is estimated that about $150 million will be spent on 'Avatar'.",5af80cc1dcc440beba4a874570b3b296,,4
$30 million,tax credits,'Avatar' will lessen the financial impact on the studio and its financiers by around $30 million in tax credits.,5af80cc1dcc440beba4a874570b3b296,,4
april 2007,avatar,'Avatar' began principal photography in April 2007 in Los Angeles and Wellington.,5af80cc1dcc440beba4a874570b3b296,,4
james cameron,avatar,James Cameron described 'Avatar' as a hybrid with a full live-action shoot in combination with computer-generated characters and live environments.,5af80cc1dcc440beba4a874570b3b296,,4
24 frames per second,3d filming for avatar,"In January 2007, Fox announced that 3D filming for 'Avatar' would be done at 24 frames per second.",5af80cc1dcc440beba4a874570b3b296,,4
james cameron,avatar,"'Avatar' is composed of 60% computer-generated elements and 40% live action, as well as traditional miniatures according to James Cameron.",5af80cc1dcc440beba4a874570b3b296,,4
motion-capture photography,"hughes aircraft stage in playa vista, los angeles",Lasted for 31 days in the given context.,bd779decaba34e21a1b9a20d8a66d205,,4
live action photography,stone street studios in wellington,Started in October 2007 and was scheduled to last for 31 days.,bd779decaba34e21a1b9a20d8a66d205,,4
motion-capture photography,live action photography,Both events happened simultaneously in different locations.,bd779decaba34e21a1b9a20d8a66d205,,4
more than a thousand people,production,Were involved in the creation of this film.,bd779decaba34e21a1b9a20d8a66d205,,4
actors,professional training specific to their characters,Received specialized preparation for their roles in the movie.,bd779decaba34e21a1b9a20d8a66d205,,4
na'vi language created for the film,actors,Underwent dialect and language training to accurately portray their Na'vi characters.,bd779decaba34e21a1b9a20d8a66d205,,4
hawaiian tropical rainforests,cast,Were taken to experience a rainforest setting before filming on the soundstage.,bd779decaba34e21a1b9a20d8a66d205,,4
virtual camera system,conventional techniques,"during filming, cameron made use of his virtual camera system for motion-capture filmmaking as an alternative to conventional techniques. The latter requires completing the entire virtual world after motion capture of actors is complete, whereas with the former, scenes do not need to be interrupted repeatedly for costume fittings, make-up touch-ups, and repeated camera and lighting setups.",045ba93ab3cc4d729ff4f96ee3b4b71c,,4
virtual camera system,complete virtual world,"using conventional techniques, the complete virtual world cannot be seen until the motion capture of actors is complete. With cameron's virtual camera system, on the other hand, the director can adjust and direct scenes just as if shooting live action by showing the actors' virtual counterparts in their digital surroundings in real time.",045ba93ab3cc4d729ff4f96ee3b4b71c,,4
virtual camera system,live action,"according to cameron, using his virtual camera system for motion-capture filmmaking is like shooting live action as he can fly through space, change perspective, turn the whole scene into a living miniature, and go through it on a 50-to-1 scale.",045ba93ab3cc4d729ff4f96ee3b4b71c,,4
virtual camera system,game engine,"cameron described his virtual camera system as a 'big, powerful game engine' where he has complete control over the elements like moving trees, mountains, sky, and changing time of day.",045ba93ab3cc4d729ff4f96ee3b4b71c,,4
cameron,spielberg,Cameron gave fellow directors Steven Spielberg and Peter Jackson a chance to test the new technology.,9cecf83550134a1eb6f8747dff9f637e,,4
cameron,peter jackson,Cameron gave fellow directors Steven Spielberg and Peter Jackson a chance to test the new technology.,9cecf83550134a1eb6f8747dff9f637e,,4
spielberg,cameron,"Spielberg said, ""I like to think of it as digital makeup, not augmented animation ... Motion capture brings the director back to a kind of intimacy that actors and directors only know when they're working in live theater."" ",9cecf83550134a1eb6f8747dff9f637e,,4
lucas,cameron,Spielberg and George Lucas were also able to visit the set to watch Cameron direct with the equipment.,9cecf83550134a1eb6f8747dff9f637e,,4
simulcam,live action,"To film the shots where CGI interacts with live action, a unique camera referred to as a ""simulcam"" was used, a merger of the 3D fusion camera and the virtual camera systems.",9cecf83550134a1eb6f8747dff9f637e,,4
virtual camera,live action,"To film the shots where CGI interacts with live action, a unique camera referred to as a ""simulcam"" was used, a merger of the 3D fusion camera and the virtual camera systems.",9cecf83550134a1eb6f8747dff9f637e,,4
cameron,landau,"Eventually, Cameron stated that it was Jon Landau who was ""the heart of the Avatar family"" and ""the center of gravity of our little bubble universe."" ",9cecf83550134a1eb6f8747dff9f637e,,4
plant-based food,set,"Due to Cameron's personal convictions about climate change, he allowed only plant-based (vegan) food to be served on set.",9cecf83550134a1eb6f8747dff9f637e,,4
innovative visual effects techniques,photorealistic computer-generated characters,"According to Cameron, work on the film had been delayed since the 1990s to allow the techniques to reach the necessary degree of advancement to adequately portray his vision of the film. The director planned to make use of these characters created using new motion capture animation technologies he had been developing in the 14 months leading up to December 2006.",df072d3c62f844d0846d81fd4ce363b7,,4
innovative visual effects techniques,new system for lighting massive areas like pandora's jungle,"Innovations include a new system for lighting massive areas like Pandora's jungle,",df072d3c62f844d0846d81fd4ce363b7,,4
"motion-capture stage or ""volume"" ",innovative visual effects techniques,"According to Cameron, work on the film had been delayed since the 1990s to allow the techniques to reach the necessary degree of advancement to adequately portray his vision of the film. The director planned to make use of these characters created using new motion capture animation technologies he had been developing in the 14 months leading up to December 2006.",df072d3c62f844d0846d81fd4ce363b7,"The motion-capture stage or ""volume"" six times larger than any previously used is also a part of the innovative visual effects techniques being referred to here.",4
facial expressions,full performance capture,"According to Cameron, the method allows the filmmakers to transfer 100% of the actors' physical performances to their digital counterparts.",df072d3c62f844d0846d81fd4ce363b7,"To achieve the face capturing, actors wore individually made skull caps fitted with a tiny camera positioned in front of the actors' faces; the information collected about their facial expressions and eyes is then transmitted to computers.",4
performance capture data,computers,were transferred directly to,7d7212fb669e4773a055d1cdf3280a64,,4
reference cameras,digital artists,gave the digital artists multiple angles of each performance,7d7212fb669e4773a055d1cdf3280a64,,4
neytiri,jake in human form,and attention was given to the details of the shadows and reflected light between them,7d7212fb669e4773a055d1cdf3280a64,,4
avatar,weta digital,"The lead visual effects company for Avatar was Weta Digital, located in Wellington and employing 900 people during the production of the film.",58d76373c01e443a93bc3948305caee9,,4
avatar,gaia,"A new cloud computing and Digital Asset Management (DAM) system named Gaia was created by Microsoft specifically for Avatar, allowing crews to keep track of and coordinate all stages in digital processing from opposite ends of the world.",58d76373c01e443a93bc3948305caee9,,4
weta digital,avatar,Weta Digital was the lead visual effects company for Avatar.,58d76373c01e443a93bc3948305caee9,,4
avatar,renderman,Pixar's RenderMan animation software and managers were used to render Avatar.,58d76373c01e443a93bc3948305caee9,,4
weta digital,mari,"The Foundry developed Mari, a new texturing and paint software system in collaboration with Weta Digital for creating Na'vi characters and the virtual world of Pandora.",58d76373c01e443a93bc3948305caee9,,4
avatar,mari,"The Foundry developed Mari, a new texturing and paint software system, in collaboration with Weta Digital for creating Na'vi characters and the virtual world of Pandora in Avatar.",58d76373c01e443a93bc3948305caee9,,4
avatar,top500 list,The render farm used to create Avatar occupies the 193rd to 197th spots on the TOP500 list of the world's most powerful supercomputers.,58d76373c01e443a93bc3948305caee9,,4
avatar,digital storage,Creating Na'vi characters and the virtual world of Pandora required over a petabyte of digital storage for Avatar.,58d76373c01e443a93bc3948305caee9,,4
avatar,storage space,Each minute of footage from Avatar occupies 17.28 gigabytes of storage space.,58d76373c01e443a93bc3948305caee9,,4
gaia,avatar,The Gaia cloud computing and Digital Asset Management (DAM) system was created by Microsoft specifically for Avatar to help coordinate all stages of digital processing from opposite ends of the world.,58d76373c01e443a93bc3948305caee9,,4
weta digital,hewlett-packard servers,"Weta Digital used a 930 square foot server farm filled with 4,000 Hewlett-Packard servers, each with 35,000 processor cores and 104 terabytes of RAM, along with three petabytes of network area storage running Ubuntu Linux, Grid Engine cluster manager, and Pixar's Alfred queue management system.",58d76373c01e443a93bc3948305caee9,,4
avatar,other companies,A number of other companies were involved in helping to finish preparing the special effects sequences for Avatar on time.,58d76373c01e443a93bc3948305caee9,,4
hours to render a single frame of the film,film,is necessary for rendering individual frames in the movie,0e90e8312cb64d7a85d15d5cb17e9838,,4
105,hours,represents the specific number of hours required to render a single frame of the film,0e90e8312cb64d7a85d15d5cb17e9838,,4
industrial light & magic,special effects sequences,was brought on board to help finish preparing the special effects sequences on time,0e90e8312cb64d7a85d15d5cb17e9838,,4
weta digital,industrial light & magic,worked alongside Weta Digital to create the battle sequences,0e90e8312cb64d7a85d15d5cb17e9838,,4
battle sequences,film,are a specific type of visual effects seen in the movie,0e90e8312cb64d7a85d15d5cb17e9838,,4
ilm,specialized vehicles,was responsible for the visual effects for many of the film's specialized vehicles,0e90e8312cb64d7a85d15d5cb17e9838,,4
ilm,cgi explosions,devised a new way to make CGI explosions,0e90e8312cb64d7a85d15d5cb17e9838,,4
avatar,james horner,"James Horner scored the film Avatar, his third collaboration with Cameron after Aliens and Titanic.",301d9dd5a5ae4ee28bde614bb89e7f7b,,4
james horner,cameron,Horner's third collaboration with Cameron after Aliens and Titanic in the film Avatar.,301d9dd5a5ae4ee28bde614bb89e7f7b,,4
avatar,most difficult film i have worked on and the biggest job i have undertaken.,"Horner composed the score for Avatar, which he stated was the most difficult film he has worked on and the biggest job he has undertaken.",301d9dd5a5ae4ee28bde614bb89e7f7b,,4
leona lewis,theme song for the film avatar,British singer Leona Lewis was chosen to sing the theme song for the film Avatar.,301d9dd5a5ae4ee28bde614bb89e7f7b,,4
avatar,"action-adventure journey of self-discovery, in the context of imperialism, and deep ecology.","Avatar is primarily an action-adventure journey of self-discovery, in the context of imperialism, and deep ecology.",301d9dd5a5ae4ee28bde614bb89e7f7b,,4
wanda bryant,music culture for the alien race na'vi.,"Horner worked with Wanda Bryant, an ethnomusicologist, to create a music culture for the alien race Na'vi.",301d9dd5a5ae4ee28bde614bb89e7f7b,,4
avatar,two different scores merged into one.,"Horner composed the score for Avatar as two different scores merged into one, reflecting the Na'vi way of sound and a separate 'traditional' score to drive the film.",301d9dd5a5ae4ee28bde614bb89e7f7b,,4
avatar,scheduled to take place in early 2009.,The first scoring sessions for Avatar were planned to take place in early 2009.,301d9dd5a5ae4ee28bde614bb89e7f7b,,4
james horner,would not work on any other project except for avatar.,Horner promised Cameron that he would not work on any other project except for Avatar during production.,301d9dd5a5ae4ee28bde614bb89e7f7b,,4
avatar,action-adventure journey,"Avatar is primarily categorized as an action-adventure movie, implying a plot that involves excitement, danger, and travel for the protagonist.",ca34c3a3cca946af847885099123a756,,4
avatar,self-discovery,"The movie follows the self-exploration journey of its central character, which is a crucial aspect of any action-adventure narrative.",ca34c3a3cca946af847885099123a756,,4
avatar,imperialism,"As an adventure film, Avatar also touches upon themes related to colonialism and imperialism, in which one culture tries to conquer another.",ca34c3a3cca946af847885099123a756,,4
avatar,deep ecology,"Another aspect that Avatar emphasizes is deep ecology, which refers to a philosophy that considers the environment as an integral part of society and culture.",ca34c3a3cca946af847885099123a756,,4
james cameron,edgar rice burroughs' john carter series,"Cameron mentioned that his inspiration for Avatar was drawn from Burroughs' science fiction novels, which are famous for their adventure and action-packed themes.",ca34c3a3cca946af847885099123a756,,4
avatar,at play in the fields of the lord,"Cameron acknowledged that Avatar shares similarities with the film At Play in the Fields of the Lord, which portrays clashes between different cultures and civilizations.",ca34c3a3cca946af847885099123a756,,4
avatar,the emerald forest,"Similar to The Emerald Forest, Avatar explores themes related to cultural conflicts and clashes.",ca34c3a3cca946af847885099123a756,,4
avatar,princess mononoke,"Cameron acknowledged that he found inspiration for the ecosystem of Pandora from Hayao Miyazaki's anime films, especially Princess Mononoke.",ca34c3a3cca946af847885099123a756,,4
avatar,hayao miyazaki's anime films,"Cameron cited Miyazaki's animated movies, including Princess Mononoke, as a significant influence on the ecological themes depicted in Avatar.",ca34c3a3cca946af847885099123a756,,4
european colonization of the americas,avatar,Similarities in themes of colonization and cultural gap bridging through avatars.,8393f5b967514e6da52d9df46fa32693,,4
xenogenesis,avatar,Basis for many ideas and visual designs in Avatar.,8393f5b967514e6da52d9df46fa32693,,4
aliens,avatar,Recurrent theme of seemingly weaker group prevailing over a technologically superior force.,8393f5b967514e6da52d9df46fa32693,,4
the abyss,avatar,Similarities in themes of avatars and cultural gap bridging through water tentacle scene.,8393f5b967514e6da52d9df46fa32693,,4
rambo: first blood part ii,avatar,Recurrent theme of greedy corporate interests backed up by military force.,8393f5b967514e6da52d9df46fa32693,,4
the terminator,avatar,Recurrent theme of a good scientist.,8393f5b967514e6da52d9df46fa32693,,4
terminator 2: judgment day,avatar,Recurrent theme of projecting force or consciousness using an avatar.,8393f5b967514e6da52d9df46fa32693,,4
avatar,references points and sources of inspiration,Cameron cited a number of works by other creators as 'reference points and sources of inspiration' for Avatar.,5f6565c9bc9e4a89bd0edc29a5f814f5,,4
2001: a space odyssey,inspiration,Cameron cited 2001: A Space Odyssey as a favorite film and a reference point for Avatar due to mankind's evolution after meeting alien life.,5f6565c9bc9e4a89bd0edc29a5f814f5,,4
lawrence of arabia,inspiration,Cameron cited Lawrence of Arabia as a favorite film and a reference point for Avatar due to 'an outsider...encounters and immerses into a foreign culture and then ultimately joins that group to fight other outsiders.',5f6565c9bc9e4a89bd0edc29a5f814f5,,4
george henry smith's short story 'in the imagicon',knowledge source,Cameron became familiar with the concept of a human operating a 'synthetic avatar' inside another world from George Henry Smith's short story 'In the Imagicon',5f6565c9bc9e4a89bd0edc29a5f814f5,,4
arthur c. clarke's novel the city and the stars,knowledge source,Cameron learned of the term 'avatar' by reading Arthur C. Clarke's novel The City and the Stars.,5f6565c9bc9e4a89bd0edc29a5f814f5,,4
neuromancer by william gibson,inspiration,Cameron cited Neuromancer by William Gibson as inspiring him for Avatar.,5f6565c9bc9e4a89bd0edc29a5f814f5,,4
islands in the net by bruce sterling,knowledge source,Cameron learned of the term 'avatar' by reading the cyberpunk novel Islands in the Net by Bruce Sterling.,5f6565c9bc9e4a89bd0edc29a5f814f5,,4
solanaris by stanislaw lem,idea source,Cameron mentioned a 'world mind' originated from the novel Solaris by Stanislaw Lem.,5f6565c9bc9e4a89bd0edc29a5f814f5,,4
dances with wolves,inspiration,Cameron cited Dances with Wolves as inspiring him for Avatar.,5f6565c9bc9e4a89bd0edc29a5f814f5,,4
the man who would be king,inspiration,Cameron cited The Man Who Would Be King as inspiring him for Avatar.,5f6565c9bc9e4a89bd0edc29a5f814f5,,4
the mission,inspiration,Cameron cited The Mission as inspiring him for Avatar.,5f6565c9bc9e4a89bd0edc29a5f814f5,,4
the emerald forest,inspiration,Cameron cited The Emerald Forest as inspiring him for Avatar.,5f6565c9bc9e4a89bd0edc29a5f814f5,,4
medicine man,inspiration,Cameron cited Medicine Man as inspiring him for Avatar.,5f6565c9bc9e4a89bd0edc29a5f814f5,,4
the jungle book,inspiration,Cameron cited The Jungle Book as inspiring him for Avatar.,5f6565c9bc9e4a89bd0edc29a5f814f5,,4
ferngully,inspiration,Cameron cited FernGully as inspiring him for Avatar.,5f6565c9bc9e4a89bd0edc29a5f814f5,,4
john carter and tarzan stories by edgar rice burroughs,inspiration,Cameron cited John Carter and Tarzan stories by Edgar Rice Burroughs as inspiring him for Avatar.,5f6565c9bc9e4a89bd0edc29a5f814f5,,4
