node_1,node_2,edge,chunk_id,node_3,type,count
the help,walt disney studios home entertainment,Released by Walt Disney Studios Home Entertainment,7696e34ec50b48778a338570c90f2029,,,4
the help,touchstone home entertainment,Released by Touchstone Home Entertainment (under the Touchstone Home Entertainment label),7696e34ec50b48778a338570c90f2029,,,4
the help,blu-ray disc,Released on Blu-ray Disc,7696e34ec50b48778a338570c90f2029,,,4
the help,dvd,Released on DVD and digital download,7696e34ec50b48778a338570c90f2029,,,4
"december 6, 2011",the film,"Was released by Walt Disney Studios Home Entertainment (under the Touchstone Home Entertainment label) on Blu-ray Disc, DVD, and digital download on December 6, 2011.",7696e34ec50b48778a338570c90f2029,,,4
two deleted scenes,the dvd version,Includes two deleted scenes,7696e34ec50b48778a338570c90f2029,,,4
mary j. blige,the living proof music video,Was included in the DVD version,7696e34ec50b48778a338570c90f2029,,,4
digital download option,the help,Was released as a digital download option,7696e34ec50b48778a338570c90f2029,,,4
standard and high definition,digital download version,Included in both standard and high definition,7696e34ec50b48778a338570c90f2029,,,4
two disc combo pack,the release,"Was produced in three different physical packages: a three-disc combo pack (Blu-ray, DVD, and Digital Copy); a two-disc combo pack (Blu-ray and DVD); and a single-disc DVD.",7696e34ec50b48778a338570c90f2029,,,4
three deleted scenes,two-disc and three-disc combo packs,Included in both the two-disc and three-disc combo packs,7696e34ec50b48778a338570c90f2029,,,4
director taylor,three deleted scenes,Introduced by director Taylor,7696e34ec50b48778a338570c90f2029,,,4
the help,north america,"The movie 'The Help' earned $169,708,112 in North America.",be72944a60a14e1590b5212e68486239,,,4
the help,"$169,708,112","The amount earned by 'The Help' in North America is $169,708,112.",be72944a60a14e1590b5212e68486239,,,4
north america,"$52,094,074","'The Help' earned $52,094,074 in other territories.",be72944a60a14e1590b5212e68486239,,,4
the help,"august 10, 2011","On its opening day (Wednesday, August 10, 2011), 'The Help' earned $5.54 million.",be72944a60a14e1590b5212e68486239,,,4
the help,rise of the planet of the apes,"On its first weekend, 'The Help' grossed $26 million, coming in second place behind 'Rise of the Planet of the Apes'.",be72944a60a14e1590b5212e68486239,,,4
the help,labor day three-day weekend,'The Help' topped the box-office charts for three consecutive weekends on its fourth weekend (Labor Day three-day weekend).,be72944a60a14e1590b5212e68486239,,,4
the help,$20 million,"During its second weekend, 'The Help' jumped to first place with $20 million.",be72944a60a14e1590b5212e68486239,,,4
the help,august 2011,'The Help' crossed the $100 million mark on its 21st day of release in August 2011.,be72944a60a14e1590b5212e68486239,,,4
the help,inception,"This was the longest uninterrupted streak since 'Inception' (35 days), which was also a late summer release, in 1999.",be72944a60a14e1590b5212e68486239,,,4
takepart,promote,"To promote the film, TakePart hosted a series of three writing contests.",d3f5d7d0897a4317bb83d1b2621e1617,,,4
recipe contest,takepart,TakePart hosted a recipe contest as part of promoting the film.,d3f5d7d0897a4317bb83d1b2621e1617,,,4
rebecca lubin,recipe contest,Rebecca Lubin won the recipe contest hosted by TakePart to promote the film.,d3f5d7d0897a4317bb83d1b2621e1617,,,4
"mill valley, california",rebecca lubin,"Rebecca Lubin, a nanny from Mill Valley, California, won the recipe contest hosted by TakePart to promote the film.",d3f5d7d0897a4317bb83d1b2621e1617,,,4
darcy pattison,children's story contest,Darcy Pattison won 'The Help' Children's Story Contest hosted by TakePart to promote the film.,d3f5d7d0897a4317bb83d1b2621e1617,,,4
'the help' children's story contest,takepart,TakePart hosted a children's story contest for 'The Help' to promote the film.,d3f5d7d0897a4317bb83d1b2621e1617,,,4
lou berger,darcy pattison,Guest judge Lou Berger chose Darcy Pattison's story in the 'The Help' Children's Story Contest hosted by TakePart to promote the film.,d3f5d7d0897a4317bb83d1b2621e1617,,,4
genoveva islas-hooker,someone who inspired you,Genoveva Islas-Hooker shared a story about someone who inspired her in the contest hosted by TakePart to promote the film.,d3f5d7d0897a4317bb83d1b2621e1617,,,4
confidential,someone who inspired you,"Genoveva Islas-Hooker's story was about a special individual named Confidential, who inspired her in the contest hosted by TakePart to promote the film.",d3f5d7d0897a4317bb83d1b2621e1617,,,4
doc hendley,genoveva islas-hooker,Guest judge Doc Hendley was impressed by Genoveva Islas-Hooker's story about someone who inspired her in the contest hosted by TakePart to promote the film.,d3f5d7d0897a4317bb83d1b2621e1617,,,4
the help,positive reviews,"Review aggregator Rotten Tomatoes reported that 76% of 232 professional critics gave the film a positive review, with an average score of 7.00/10.",c8d369e46d82435e957cc3a1b92ed2f4,,,4
the help,critics,232 professional critics gave the film a positive review,c8d369e46d82435e957cc3a1b92ed2f4,,,4
the help,rotten tomatoes,"Reported that 76% of 232 professional critics gave the film a positive review, with an average score of 7.00/10",c8d369e46d82435e957cc3a1b92ed2f4,,,4
critical consensus,the help,"Rises on the strength of its cast – particularly Viola Davis, whose performance is powerful enough to carry the film on its own.",c8d369e46d82435e957cc3a1b92ed2f4,,,4
viola davis,performance,Powerful enough to carry the film on its own.,c8d369e46d82435e957cc3a1b92ed2f4,,,4
the help,racial themes,Glosses over its racial themes,c8d369e46d82435e957cc3a1b92ed2f4,,,4
tom long,opinion,"Appealing, entertaining, touching and perhaps even a bit healing, The Help is an old-fashioned grand yarn of a film, the sort we rarely get these days.",c8d369e46d82435e957cc3a1b92ed2f4,,,4
connie ogle,opinion,"The Help will make you laugh, yes, but it can also break your heart. In the dog days of August moviegoing, that's a powerful recommendation.",c8d369e46d82435e957cc3a1b92ed2f4,,,4
rotten tomatoes,weighted average score,Gives the film a score of 62 based on 41 reviews Indicating generally favorable reviews.,c8d369e46d82435e957cc3a1b92ed2f4,,,4
the help,offensive to african americans,"Roxane Gay of literary web magazine The Rumpus argues that the film uses racial Hollywood tropes like the Magical Negro character, which might be offensive to African Americans.",c92cc159aaaf4bc6b781d047caacd467,,,4
the help,white savior narratives,Discussed by Keli Goff in The Daily Beast in an article concerning white savior narratives in film.,c92cc159aaaf4bc6b781d047caacd467,,,4
ida e. jones,the help,"Accused both the book and the film of insensitive portrayals of African-American vernacular, a nearly uniform depiction of black men as cruel or absent, and a failure to acknowledge the sexual harassment many black women endured in their white employers' homes.",c92cc159aaaf4bc6b781d047caacd467,,,4
association of black women historians,the help,"Released an open statement criticizing the film, stating '[d]espite efforts to market the book and the film as a progressive story of triumph over racial injustice, The Help distorts, ignores, and trivializes the experiences of black domestic workers.'",c92cc159aaaf4bc6b781d047caacd467,,,4
octavia spencer,the help,Won the Academy Award for Best Supporting Actress for her role in this film.,c92cc159aaaf4bc6b781d047caacd467,,,4
viola davis,the help,Nominated for the Academy Award for Best Actress.,c92cc159aaaf4bc6b781d047caacd467,,,4
jessica chastain,the help,Nominated for the Academy Award for Best Supporting Actress.,c92cc159aaaf4bc6b781d047caacd467,,,4
