node_1,node_2,edge,chunk_id,count
neha kakkar,dilshaad khan,Both Neha Kakkar and Dilshaad Khan sing a song called 'Rehnuma' in the soundtrack.,11709fdff5704d6fa560626c4a147adf,4
shreya ghoshal,sonu nigam,Both Shreya Ghoshal and Sonu Nigam sing 'Rehnuma' and 'Aaj Dil Gustakh Hai',11709fdff5704d6fa560626c4a147adf,4
rashid ali,kavita belliga,Both Rashid Ali and Kavita Belliga sing 'Bhoola Tujhe' in the soundtrack.,11709fdff5704d6fa560626c4a147adf,4
udit narayan,madhushree,Both Udit Narayan and Madhushree sing 'Yaar Mila Tha' in the soundtrack.,11709fdff5704d6fa560626c4a147adf,4
sukhwinder singh,shreya ghoshal,Both Sukhwinder Singh and Shreya Ghoshal sing 'Fiqrana' in the soundtrack.,11709fdff5704d6fa560626c4a147adf,4
raven millhouse,shi millhouse,Both Raven Millhouse and Shi Millhouse provide backing vocals for 'Yaar Mila Tha' in the soundtrack.,11709fdff5704d6fa560626c4a147adf,4
abbas tyrewala,mayur puri,Both Abbas Tyrewala and Mayur Puri are lyricists for songs in the soundtrack.,11709fdff5704d6fa560626c4a147adf,4
rajat arora,vijay prakash,Both Rajat Arora and Vijay Prakash sing 'Fiqrana' in the soundtrack.,11709fdff5704d6fa560626c4a147adf,4
sukhwinder singh,raqeeb alam,Both Sukhwinder Singh and Raqeeb Alam sing 'Blue Theme' in the soundtrack.,11709fdff5704d6fa560626c4a147adf,4
sonu kakkar,jaspreet jasz,Both Sonu Kakkar and Jaspreet Jasz provide backing vocals for 'Blue Theme' in the soundtrack.,11709fdff5704d6fa560626c4a147adf,4
sukhwinder singh,punjabi,Sukhwinder Singh sings both Punjabi and Hindi versions of some songs in the soundtrack.,11709fdff5704d6fa560626c4a147adf,4
blue,good album,The soundtrack of the film received positive reviews upon release. Bollywood Hungama reviewed the music saying 'Blue is a good album and has all in it to make a good impression at the music stands.',377be4c1a385401b989a356440ae0ed6,4
blue,variety of genres,Bollywood Hungama reviewed the music saying 'Blue practically mixes up genres...' ,377be4c1a385401b989a356440ae0ed6,4
priyathama,shreya ghoshal,"Shreya Ghoshal, Naresh Iyer",377be4c1a385401b989a356440ae0ed6,4
priyudu kalisinadaiya nannu kalisinadaiya,madhushree,"Madhushree, Udit Narayan, Raven Millhouse, Shi Millhouse",377be4c1a385401b989a356440ae0ed6,4
priyudu kalisinadaiya nannu kalisinadaiya,kavita belliga,"Rashid Ali, Kavita Belliga",377be4c1a385401b989a356440ae0ed6,4
chiggy wiggy,sukhwinder singh,Sukhwinder Singh (Punjabi),377be4c1a385401b989a356440ae0ed6,4
chiggy wiggy (remix by dj a-myth),"karthik, sonu nigam","Blaaze, Raqeeb Alam, Sonu Kakkar, Jaspreet Jasz, Neha Kakkar, Dilshaad Shaikh3:2511.",377be4c1a385401b989a356440ae0ed6,4
chiggy wiggy (remix by dj a-myth),suzanne d'mello,"Sonu Nigam, Suzanne D'Mello3:20",377be4c1a385401b989a356440ae0ed6,4
chintela makunedu sardaga chivinchemu,shreya ghoshal,"Vijay Prakash, Naresh Iyer, Blaaze, A. R. Reihana, Raqeeb Alam3:556.",377be4c1a385401b989a356440ae0ed6,4
chintela makunedu sardaga chivinchemu,vijay prakash,"Shreya Ghoshal, Vijay Prakash5:17",377be4c1a385401b989a356440ae0ed6,4
chintela makunedu sardaga chivinchemu,sonu kakkar,"Blaaze, Raqeeb Alam3:556.",377be4c1a385401b989a356440ae0ed6,4
chintela makunedu sardaga chivinchemu,nareesh iyer,"Blaaze, Raqeeb Alam3:556.",377be4c1a385401b989a356440ae0ed6,4
gundey lo nippundiley,sukhwinder singh,Sukhwinder Singh (Punjabi),377be4c1a385401b989a356440ae0ed6,4
gundey lo nippundiley,shreya ghoshal,"Shreya Ghoshal, Benny Dayal, Shi Millhouse, Henry Kuruvilla, Raven Millhouse5:29",377be4c1a385401b989a356440ae0ed6,4
gundey lo nippundiley,abbas tyrewala,Sonu Nigam,377be4c1a385401b989a356440ae0ed6,4
yemayyindo mansukhi teninnu manchhiti,rashid ali,"Rashid Ali, Kavita Belliga5:23",377be4c1a385401b989a356440ae0ed6,4
yemayyindo mansukhi teninnu manchhiti,kavita belliga,Madhushree,377be4c1a385401b989a356440ae0ed6,4
