node_1,node_2,edge,chunk_id,subEdge,related_nodes,count
dragonball: evolution,namco bandai games,A tie-in PSP video game was released in Japan on March 19 and North America on April 7.,89a456f5ce0342fa9a785d96c706c6b9,,,4
dragonball: evolution,fox,"Released a week later on March 31, 2009, by Viz was a 22-page Dragonball: Evolution Posterzine featuring eleven posters, cast interviews, and merchandise previews.",89a456f5ce0342fa9a785d96c706c6b9,,,4
dragonball: evolution,enterbay,A 1:6-scaled line for Dragonball Evolution was produced by Enterbay. A 1:6 Goku figure was made along with Lord Piccolo.,89a456f5ce0342fa9a785d96c706c6b9,,,4
dragonball: evolution,bandai america,"Lastly, Japanese toy company MediCom created stylized Goku and Piccolo Be@rbrick toys to coincide with the release of the film.",89a456f5ce0342fa9a785d96c706c6b9,,,4
dragonball: evolution,medicom,"Lastly, Japanese toy company MediCom created stylized Goku and Piccolo Be@rbrick toys to coincide with the release of the film.",89a456f5ce0342fa9a785d96c706c6b9,,,4
dragonball: evolution,jump square,"The July 2008 issue of Jump Square published a manga by Daisuke Kadokuni, inspired by the Dragonball: Evolution.",89a456f5ce0342fa9a785d96c706c6b9,,,4
dragonball: evolution,daisuke kadokuni,"The July 2008 issue of Jump Square published a manga by Daisuke Kadokuni, inspired by the Dragonball: Evolution.",89a456f5ce0342fa9a785d96c706c6b9,,,4
dragonball: evolution,american film,"The context mentions that although Dragonball: Evolution is an American film, it was released in Japan and Hong Kong before its American release.",6bd4dc31cc9c4cc78e145621bfbbf3fa,,,4
dragonball: evolution,"march 13, 2009","The context mentions that Dragonball: Evolution was released in Japan and Hong Kong on March 13, 2009.",6bd4dc31cc9c4cc78e145621bfbbf3fa,,,4
dragonball: evolution,north america,"The context mentions that the initial release date for Dragonball: Evolution in North America was August 15, 2008, but it was later moved to April 2009.",6bd4dc31cc9c4cc78e145621bfbbf3fa,,,4
dragonball: evolution,"april 10, 2009","The context mentions that the final release date for Dragonball: Evolution in North America was April 10, 2009.",6bd4dc31cc9c4cc78e145621bfbbf3fa,,,4
dragonball: evolution,"april 8, 2009 (united kingdom)","The context mentions that Dragonball: Evolution was released in the United Kingdom on April 8, 2009.",6bd4dc31cc9c4cc78e145621bfbbf3fa,,,4
dragonball: evolution,be@rbrick toys,The context mentions that Be@rbrick toys were released to coincide with the release of Dragonball: Evolution.,6bd4dc31cc9c4cc78e145621bfbbf3fa,,,4
dragonball: evolution,july 2008 issue of jump square,The context mentions that a manga inspired by Dragonball: Evolution was published in the July 2008 issue of Jump Square.,6bd4dc31cc9c4cc78e145621bfbbf3fa,,,4
dragonball: evolution,daisuke kadokuni,"The context mentions that a manga inspired by Dragonball: Evolution was published in the July 2008 issue of Jump Square, created by Daisuke Kadokuni.",6bd4dc31cc9c4cc78e145621bfbbf3fa,,,4
dragonball evolution,film,"The game was released just before the film in conjunction with another viral campaign, implying a cause-effect relationship between the two.",f6a848bd12c54270b72fbf55bf8c2698,,,4
dragonball evolution,hannah montana: the movie and fast & furious,"The film opened with its competitors, indicating a simultaneous occurrence of events.",f6a848bd12c54270b72fbf55bf8c2698,,,4
dragonball evolution,rotten tomatoes,"The film's rating on Rotten Tomatoes is discussed in the context, which suggests a relationship between the two entities.",f6a848bd12c54270b72fbf55bf8c2698,,,4
rotten tomatoes,14% of 63 critics' reviews are positive,This signifies an attribution relationship between Rotten Tomatoes and the percentage of positive reviews.,f6a848bd12c54270b72fbf55bf8c2698,,,4
rotten tomatoes,average rating of 3.6/10,"Similar to the previous edge, this also indicates an attribution relationship between Rotten Tomatoes and the average rating.",f6a848bd12c54270b72fbf55bf8c2698,,,4
dragonball evolution,cinemascore,"The film's grade is discussed in the context, implying a connection between Dragonball Evolution and CinemaScore.",f6a848bd12c54270b72fbf55bf8c2698,,,4
mixed or average reviews,45 out of 100,based on 10 critics,8f07a3d1c5cb49e8ac4263d2ec6f9f0d,,,4
cinemascore grade c+,audiences,scale of A to F,8f07a3d1c5cb49e8ac4263d2ec6f9f0d,,,4
negative rating,zac bertschy,"criticism of poor explanation of plot elements, hackneyed storyline, and lackluster effort by the actors",8f07a3d1c5cb49e8ac4263d2ec6f9f0d,,,4
passable,variety's russell edwards,"note that it 'doesn't take itself too seriously, but avoids campiness'",8f07a3d1c5cb49e8ac4263d2ec6f9f0d,,,4
surreal mess,luke thompson,referral to the film and questioning the use of a Caucasian in the main role,8f07a3d1c5cb49e8ac4263d2ec6f9f0d,,,4
overacting,chow yun-fat,Luke Thompson's opinion about Chow Yun-Fat's acting,8f07a3d1c5cb49e8ac4263d2ec6f9f0d,,,4
anime flavor,ign's christopher monfette,note that it 'captured the flavor of anime without becoming',8f07a3d1c5cb49e8ac4263d2ec6f9f0d,,,4
anime,overly cartoonish,Christopher Monfette's review stated that the film captured 'the flavor of anime without becoming overly cartoonish',903f3b5a734d4fba8226c34b1a70fe7d,,,4
goku,likeable,Christopher Monfette praised Chatwin as a particularly likeable character in his review,903f3b5a734d4fba8226c34b1a70fe7d,,,4
high school movie banter,dull,Jason Di Rosso mentioned 'dull high school movie banter' dialog in his review,903f3b5a734d4fba8226c34b1a70fe7d,,,4
lacking visual panache,ign reviewer,Di Rosso's review criticized the film for lacking the 'visual panache of recent graphic novel adaptations',903f3b5a734d4fba8226c34b1a70fe7d,,,4
loony live-action adaptation,entertaining,Aaron Hillis described the movie as 'entertainingly ridiculous and ridiculously entertaining' in his review,903f3b5a734d4fba8226c34b1a70fe7d,,,4
uninspired,rob humanick,Slant Magazine's Rob Humanick used the word 'uninspired' to describe the film in his review,903f3b5a734d4fba8226c34b1a70fe7d,,,4
complete lack of substance,rob humanick,Humanick also criticized the movie for having a 'complete lack of substance',903f3b5a734d4fba8226c34b1a70fe7d,,,4
dragonball evolution,worst-reviewed piece of media ever made,Dragonball Evolution holds the record as the lowest-rated film on review aggregator IMDb and was replaced by Velma in this position.,ca917c2b603349f4a808040cf9f840e9,,,4
dragonball evolution,alternate universe version of creator akira toriyama's work,"According to Dragon Ball creator Akira Toriyama, the film does not accurately represent his series and is an alternate universe version of his work.",ca917c2b603349f4a808040cf9f840e9,,,4
dragonball evolution,lowest-rated film on letterboxd,"As of August 19th, 2024, Dragonball Evolution holds the record as the lowest-rated film on Letterboxd with a 0.9 rating.",ca917c2b603349f4a808040cf9f840e9,,,4
dragonball evolution,surprised at dragonball evolution,"According to an interview in Asahi Shimbun, Toriyama expressed surprise at Dragonball Evolution.",ca917c2b603349f4a808040cf9f840e9,,,4
dragonball evolution,bland and not interesting,"In a 2013 interview with Asahi Shimbun, Toriyama revealed that he had felt the script did not 'capture the world or the characteristics' of his series and was 'bland' and not interesting.",ca917c2b603349f4a808040cf9f840e9,,,4
dragonball evolution,hollywood producers did not heed akira toriyama's advice,"According to an interview in Asahi Shimbun, the Hollywood producers of Dragonball Evolution did not heed Akira Toriyama's suggestions for changes.",ca917c2b603349f4a808040cf9f840e9,,,4
dragonball evolution,chatwin was ill-cast as goku,"According to Jeffrey K. Lyles of The Gazette, Chatwin was ill-cast as Goku in the film Dragonball Evolution.",ca917c2b603349f4a808040cf9f840e9,,,4
dragon ball,toriyama,"Toriyama wrote: ""I had put Dragon Ball behind me, but seeing how much that live-action film ticked me off...""",0d6c21df9f5447f280c2ce3c54c7d8eb,,,4
dragonball: evolution,misled,Actor James Marsters expressed feelings that he was misled about Dragonball: Evolution,0d6c21df9f5447f280c2ce3c54c7d8eb,,,4
dragonball: evolution,stephen chow,"they told me it was a $120 million picture, and that Stephen Chow was producing.",0d6c21df9f5447f280c2ce3c54c7d8eb,,,4
james marsters,dragonball: evolution,"claiming, ""they told me it was a $120 million picture, and that Stephen Chow was producing. And I get out to Durango, Mexico and it's a $30 million picture""",0d6c21df9f5447f280c2ce3c54c7d8eb,,,4
dragonball: evolution,separated clavicle,because it was just gnarly.,0d6c21df9f5447f280c2ce3c54c7d8eb,,,4
ben ramsey,dragonball: evolution,"following his work on the film, writing: ""To have something with my name on it as the writer be so globally reviled is gut-wrenching"".",0d6c21df9f5447f280c2ce3c54c7d8eb,,,4
ben ramsey,hate mail,receiving hate mail from all over the world is heartbreaking.,0d6c21df9f5447f280c2ce3c54c7d8eb,,,4
ben ramsey,dragonball: evolution,"""I went into the project chasing after a big payday, not as a fan of the franchise but as a businessman taking on an assignment. I have learned that when you go into a creative endeavor without passion you come out with sub-optimal results, and sometimes flat-out garbage. So I'm not blaming anyone for Dragonball [Evolution] but myself.""",0d6c21df9f5447f280c2ce3c54c7d8eb,,,4
akira toriyama,death,Toriyama's death on March,0d6c21df9f5447f280c2ce3c54c7d8eb,,,4
dragonball evolution,justin chatwin,"Chatwin apologized for the quality of Dragonball Evolution, stating that he is not blaming anyone but himself. This indicates a negative association between the film and Chatwin.",dbad398dabf843928a3306772efa068f,,,4
akira toriyama,dragonball evolution,"Following Akira Toriyama's death, Justin Chatwin sent condolences while also apologizing for the quality of Dragonball Evolution. This indicates that Akira Toriyama is associated with the creation of Dragonball and possibly played a role in the making or development of the film.",dbad398dabf843928a3306772efa068f,,,4
joblo.com,dragonball evolution,"The film was nominated for JoBlo.com's Golden Schmoes Awards in the category Worst Movie of the Year 2009, indicating a negative association between the film and JoBlo.com.",dbad398dabf843928a3306772efa068f,,,4
james marsters,dragonball evolution,"James Marsters signed on for three films in the Dragonball franchise, indicating a potential positive association between himself and future installments of the series.",dbad398dabf843928a3306772efa068f,,,4
king piccolo,dragonball evolution,"James Marsters played King Piccolo in Dragonball Evolution, indicating an association between the character and the film.",dbad398dabf843928a3306772efa068f,,,4
gohan,dragonball evolution,"Justin Chatwin expressed interest in making as many as seven films in the Dragonball franchise, indicating that future installments may delve further into Gohan's story.",dbad398dabf843928a3306772efa068f,,,4
vegeta,dragonball evolution,"Justin Chatwin expressed interest in making as many as seven films in the Dragonball franchise, indicating that future installments may introduce Vegeta.",dbad398dabf843928a3306772efa068f,,,4
dragon ball z,dragonball evolution,"James Marsters indicated that subsequent films would feature elements from the Dragon Ball Z portion of the franchise, indicating a potential positive association between the series and future installments of the film franchise.",dbad398dabf843928a3306772efa068f,,,4
dragon ball z,planned arc,The planned arc will feature elements from Dragon Ball Z.,9953b0599f384d199b1d9565cf5970ab,,,4
piccolo,piccolo jr.,Piccolo's reincarnation and redemption may merge Piccolo and his son Piccolo Jr. Into one character.,9953b0599f384d199b1d9565cf5970ab,,,4
goku's best friend,krillin,"Chatwin and Chung expressed their hopes that Goku's best friend Krillin would be included in a sequel, noting ""their dynamic in the anime's just too good not to use in this movie. If the studio knew better, they’d already have people lined up for auditions"".",9953b0599f384d199b1d9565cf5970ab,,,4
poor commercial and critical performance,planned sequels,The film's poor commercial and critical performance caused any planned sequels to be canceled.,9953b0599f384d199b1d9565cf5970ab,,,4
