node_1,node_2,edge,chunk_id,count
peter (key character),climax,"Despite the fact that Peter was to play a pivotal role in the climax, Vogt left the production",a3b43cb54c3148e4b06d4720893b3f91,4
ellery (character not introduced or explained),climax,"His lines in the last half of the film were given to Ellery, whose character is never introduced, explained, or addressed by name",a3b43cb54c3148e4b06d4720893b3f91,4
original script,significantly longer script with lengthy monologues,"was edited on-set by the cast and script supervisor Sandy Schklair, who found much of the dialogue incomprehensible",a3b43cb54c3148e4b06d4720893b3f91,4
anonymous cast member,entertainment weekly,said that the script contained 'stuff that was just unsayable',a3b43cb54c3148e4b06d4720893b3f91,4
wiseau (writer),characters say their lines as written,"was adamant characters say their lines as written, but that several cast members slipped in ad libs that made the final cut",a3b43cb54c3148e4b06d4720893b3f91,4
"oh, hi!",johnny's speech,"begin almost every conversation with 'Oh, hi!' or 'Oh, hi [name of character]!'",a3b43cb54c3148e4b06d4720893b3f91,4
don't worry about it,almost every male character discusses lisa's physical attractiveness,almost every male character use the phrase 'Don't worry about it' to dismissively end conversations,a3b43cb54c3148e4b06d4720893b3f91,4
wiseau,executive producer credits,Wiseau's involvement as executive producer in the film.,2b85f7943d9245a4a0e7eedbd43d10fe,4
lietzke,executive producer credits,"Lietzke's credited involvement as an executive producer, despite reported lack of involvement in the film.",2b85f7943d9245a4a0e7eedbd43d10fe,4
caffrey,executive producer credits,"Caffrey's credited involvement as an executive producer, although he passed away before production began.",2b85f7943d9245a4a0e7eedbd43d10fe,4
san francisco,greenscreen scenes,The use of green screens to depict San Francisco in the film.,2b85f7943d9245a4a0e7eedbd43d10fe,4
johnny,subplot as a vampire,"Wiseau's plan to reveal Johnny as a vampire, which was not ultimately included in the final product.",2b85f7943d9245a4a0e7eedbd43d10fe,4
lisa,physical attractiveness discussed by male characters,The frequent references made by male characters to Lisa's appearance.,2b85f7943d9245a4a0e7eedbd43d10fe,4
don't worry about it,phrases used to end conversations,The fact that this phrase is commonly used in the context to terminate discussions.,2b85f7943d9245a4a0e7eedbd43d10fe,4
the room,wiseau,Entrepreneurial mentor relationship,660707e4c1e14c978fc2416b1b4d2b0b,4
wiseau,died in 1999.,Causal relation between person and event,660707e4c1e14c978fc2416b1b4d2b0b,4
wiseau,multiple crew members,Assigning multiple roles into one relationship,660707e4c1e14c978fc2416b1b4d2b0b,4
sestero,"line producer, helped with casting, and assisted wiseau.",Multiple roles into one relationship,660707e4c1e14c978fc2416b1b4d2b0b,4
schklair,de facto first assistant director,Multiple roles into one relationship,660707e4c1e14c978fc2416b1b4d2b0b,4
peter anway,another assistant to wiseau,Multiple roles into one relationship,660707e4c1e14c978fc2416b1b4d2b0b,4
wiseau,frequently forgot lines or missed cues,Related event,660707e4c1e14c978fc2416b1b4d2b0b,4
wiseau,required numerous retakes and direction from schklair and a stagehand named byron,Related event,660707e4c1e14c978fc2416b1b4d2b0b,4
soundtrack,the room,Association between soundtrack and movie,660707e4c1e14c978fc2416b1b4d2b0b,4
milicevic,the room,Composed the score for the movie,660707e4c1e14c978fc2416b1b4d2b0b,4
homeless in america,mladen milicevic,Composed the score for the documentary,660707e4c1e14c978fc2416b1b4d2b0b,4
oral sex scene,i will,"During the oral sex scene, the instrumental song 'I Will' by Jarah Gibson plays in the background.",21a30c55461f40409ee9093f0c3011f3,4
oral sex scene,crazy,The instrumental song 'Crazy' by Clint Gamboa is played during the oral sex scene.,21a30c55461f40409ee9093f0c3011f3,4
oral sex scene,baby you and me,"In the oral sex scene, the instrumental song 'Baby You and Me' by Gamboa with Bell Johnson is played.",21a30c55461f40409ee9093f0c3011f3,4
end credits,you're my rose,"During the end credits of the movie, the song 'You're My Rose' by Kitra Williams & Reflection is reprised.",21a30c55461f40409ee9093f0c3011f3,4
soundtrack,i will,"The instrumental song 'I Will' by Jarah Gibson is featured on the movie's soundtrack, released by Wiseau's TPW Records in 2003.",21a30c55461f40409ee9093f0c3011f3,4
soundtrack,crazy,"Clint Gamboa's instrumental song 'Crazy' is included in the movie's soundtrack, released by TPW Records in 2003.",21a30c55461f40409ee9093f0c3011f3,4
soundtrack,baby you and me,"The instrumental song 'Baby You and Me' by Gamboa with Bell Johnson is featured on the movie's soundtrack, released by TPW Records in 2003.",21a30c55461f40409ee9093f0c3011f3,4
soundtrack,you're my rose,"Kitra Williams & Reflection's song 'You're My Rose' is included on the movie's soundtrack, released by TPW Records in 2003.",21a30c55461f40409ee9093f0c3011f3,4
the room,music,"All music in this context, except where noted, is composed by Mladen Milicevic.",2a8abb21ad7c4b6f97c3be0fce33298a,4
red dress,length,"""Red Dress"" has a length of 1:09",2a8abb21ad7c4b6f97c3be0fce33298a,4
i will,lead vocals,"""I Will"" is performed by Kitra Williams and Jarah Gibson, while Mladen Milicevic provides the composition.",2a8abb21ad7c4b6f97c3be0fce33298a,4
lisa and mark,music,"No.Title 'Lisa and Mark' is one of the compositions by Mladen Milicevic, except where noted.",2a8abb21ad7c4b6f97c3be0fce33298a,4
you're my rose,lead vocals,"""You're My Rose"" is performed by Kitra Williams and Wayman Davis, while Mladen Milicevic provides the composition.",2a8abb21ad7c4b6f97c3be0fce33298a,4
red roses,length,"""Red Roses"" has a length of 3:15",2a8abb21ad7c4b6f97c3be0fce33298a,4
street,length,"""Street"" is a short composition that lasts for 0:53",2a8abb21ad7c4b6f97c3be0fce33298a,4
life,length,"""Life"" has a length of 2:43",2a8abb21ad7c4b6f97c3be0fce33298a,4
street two,length,"""Street Two"" is a short composition that lasts for 1:05",2a8abb21ad7c4b6f97c3be0fce33298a,4
crazy,lead vocals,"""Crazy"" is performed by Clint Gamboa, with Wayman Davis contributing to the composition.",2a8abb21ad7c4b6f97c3be0fce33298a,4
chocolate is the symbol of love.,music,This statement refers to a musical composition by Mladen Milicevic.,2a8abb21ad7c4b6f97c3be0fce33298a,4
chris-r,length,"""Chris-R"" has a length of 1:43",2a8abb21ad7c4b6f97c3be0fce33298a,4
reason,music,"No.Title 'Reason' is one of the compositions by Mladen Milicevic, except where noted.",2a8abb21ad7c4b6f97c3be0fce33298a,4
johnny mark and denny on the roof,music,"No.Title 'Johnny Mark and Denny on the Roof' is one of the compositions by Mladen Milicevic, except where noted.",2a8abb21ad7c4b6f97c3be0fce33298a,4
"lisa, michelle, and johnny",music,"No.Title 'Lisa, Michelle, and Johnny' is one of the compositions by Mladen Milicevic, except where noted.",2a8abb21ad7c4b6f97c3be0fce33298a,4
yes or no,length,"""Yes or No"" has a length of 1:20",2a8abb21ad7c4b6f97c3be0fce33298a,4
i'll record everything.,music,This statement refers to a musical composition by Mladen Milicevic.,2a8abb21ad7c4b6f97c3be0fce33298a,4
xyz,length,"""XYZ"" has a length of 1:05",2a8abb21ad7c4b6f97c3be0fce33298a,4
mark and peter,music,"No.Title 'Mark and Peter' is one of the compositions by Mladen Milicevic, except where noted.",2a8abb21ad7c4b6f97c3be0fce33298a,4
jogging,length,"""Jogging"" has a length of 1:36",2a8abb21ad7c4b6f97c3be0fce33298a,4
baby you and me,music,"No.Title 'Baby You and Me' is one of the compositions by Mladen Milicevic, except where noted.",2a8abb21ad7c4b6f97c3be0fce33298a,4
"happy birthday, johnny.",music,This statement refers to a musical composition by Mladen Milicevic.,2a8abb21ad7c4b6f97c3be0fce33298a,4
reflection,length,"""Reflection"" is a short composition that lasts for an unknown length of time.",2a8abb21ad7c4b6f97c3be0fce33298a,4
sometimes you're happy,length,"""Sometimes You're Happy"" has a length of approximately 2:35.",2a8abb21ad7c4b6f97c3be0fce33298a,4
somewhere there's love,length,"""Somewhere There's Love"" has a length of about 3 minutes and 18 seconds.",2a8abb21ad7c4b6f97c3be0fce33298a,4
lovely day,music,"No.Title 'Lovely Day' is one of the compositions by Mladen Milicevic, except where noted.",2a8abb21ad7c4b6f97c3be0fce33298a,4
my world,length,"""My World"" has a length of approximately 3 minutes and 45 seconds.",2a8abb21ad7c4b6f97c3be0fce33298a,4
schklair,wiseau,"In a 2011 Entertainment Weekly article, Schklair announced that he desired credit for directing The Room due to Wiseau becoming too engrossed with his acting duties to direct the film properly. Schklair told EW that Wiseau asked him to 'tell the actors what to do' and 'yell Action' and 'Cut' and tell the cameraman what shots to get.' This story is corroborated by one of the film's actors (who requested anonymity) and by Sestero in The Disaster Artist.",b5efab418d0c4516aadffd70f02a5595,4
schklair,jumbo girl,Schklair left the production before the end of principal photography in favor of the short film Jumbo Girl due to that project being shot by Janusz Kamiński.,b5efab418d0c4516aadffd70f02a5595,4
wiseau,director title,"Wiseau refused to give up the director title, even when Schklair took charge of numerous sequences in which Wiseau found himself unable to remember lines or adequately interact with the rest of the cast.",b5efab418d0c4516aadffd70f02a5595,4
