node_1,node_2,edge,chunk_id,node_3,node_4,node_5,node_6,count
joker,the dark knight returns (1986),The film loosely adapts plot elements from The Dark Knight Returns (1986).,6c21bc326cbd4a37af96b5548072499e,,,,,4
phillips,silver,Phillips conceived Joker in 2016 and wrote the script with Silver throughout 2017.,6c21bc326cbd4a37af96b5548072499e,,,,,4
phoenix,joker,Phoenix became attached to the project in February 2018 and was cast that July.,6c21bc326cbd4a37af96b5548072499e,,,,,4
joker,golden lion,Joker won the Golden Lion at the 76th Venice International Film Festival.,e3fd4b0203a04ddf8ca804a967ec0141,,,,,4
joker,box office success,"Joker grossed over $1 billion, becoming the first R-rated film to do so.",e3fd4b0203a04ddf8ca804a967ec0141,,,,,4
joker,highest-grossing r-rated film,Joker was the highest-grossing R-rated film until being surpassed by Deadpool & Wolverine in 2024.,e3fd4b0203a04ddf8ca804a967ec0141,,,,,4
arthur fleck,professional clown,Arthur Fleck is a professional clown.,e3fd4b0203a04ddf8ca804a967ec0141,,,,,4
gotham,city,"Arthur Fleck lives in the crime-and recession-ridden city of Gotham, New York.",e3fd4b0203a04ddf8ca804a967ec0141,,,,,4
arthur fleck,neurological disorder,"Arthur Fleck suffers from a neurological disorder that causes him to have random, uncontrollable laughing fits.",e3fd4b0203a04ddf8ca804a967ec0141,,,,,4
arthur fleck,medication,Arthur Fleck depends on social services to obtain medication for his neurological disorder.,e3fd4b0203a04ddf8ca804a967ec0141,,,,,4
arthur fleck,stand-up comedian,Arthur Fleck is an aspiring stand-up comedian.,e3fd4b0203a04ddf8ca804a967ec0141,,,,,4
penny,mother,"Arthur Fleck lives with his mother Penny in the crime-and recession-ridden city of Gotham, New York.",e3fd4b0203a04ddf8ca804a967ec0141,,,,,4
sophie dumond,neighbor,Arthur Fleck's neighbor is Sophie Dumond.,e3fd4b0203a04ddf8ca804a967ec0141,,,,,4
sophie dumond,single mother,Sophie Dumond is a single mother.,e3fd4b0203a04ddf8ca804a967ec0141,,,,,4
comedy club,place,Arthur Fleck invites Sophie Dumond to see his routine at a comedy club.,e3fd4b0203a04ddf8ca804a967ec0141,,,,,4
arthur,randall,"Arthur accidentally exposes the gun while performing at a children's hospital, but explains that it was given to him by Randall, who denies this.",edb47a7908144d579b3dc1e8b1e7cc1f,,,,,4
arthur,clown make-up,Arthur is still wearing his clown make-up while riding home on the subway and is mocked and assaulted by three drunk businessmen from Wayne Investments.,edb47a7908144d579b3dc1e8b1e7cc1f,,,,,4
wayne investments,arthur,Three drunk businessmen from Wayne Investments mock and assault Arthur while he is still wearing his clown make-up on the subway.,edb47a7908144d579b3dc1e8b1e7cc1f,,,,,4
self-defense,arthur,Arthur fatally shoots two of the three drunk businessmen from Wayne Investments in self-defense.,edb47a7908144d579b3dc1e8b1e7cc1f,,,,,4
flee,third businessman,"The third businessman attempts to flee after being fatally shot by Arthur, but is murdered by him as well.",edb47a7908144d579b3dc1e8b1e7cc1f,,,,,4
bruce,arthur,Arthur meets Thomas Wayne's young son Bruce at Wayne Manor.,edb47a7908144d579b3dc1e8b1e7cc1f,,,,,4
thomas wayne,penny,Penny is Thomas Wayne's wife and mother of Arthur.,edb47a7908144d579b3dc1e8b1e7cc1f,,,,,4
letter,penny,Arthur intercepts a letter from Penny to Thomas revealing that he is Thomas's illegitimate son.,edb47a7908144d579b3dc1e8b1e7cc1f,Thomas Wayne,,,,4
murray franklin,arthur,Murray Franklin presents clips of Arthur's failed performance on his show and mockingly calls him a 'joker'.,edb47a7908144d579b3dc1e8b1e7cc1f,,,,,4
arthur,thomas,"confronts at a movie theatre, denies being father, adopted by Penny who had delusional intimate relationship with Thomas",0e71bebaf72443a48a9482f400e8730b,,,,,4
penny,arthur,"adopted by Penny while working as a housekeeper for the Waynes, imagined intimate relationship with Thomas, raised Arthur with abusive boyfriend who physically and sexually abused Arthur",0e71bebaf72443a48a9482f400e8730b,,,,,4
penny,thomas,imagined intimate relationship with Thomas,0e71bebaf72443a48a9482f400e8730b,,,,,4
arthur,sophie,"enters Sophie's apartment unannounced, figment of Arthur's imagination, revealed by Sophie",0e71bebaf72443a48a9482f400e8730b,,,,,4
penny,murray's show,Arthur plans to kill himself with revolver during broadcast on Murray's show,0e71bebaf72443a48a9482f400e8730b,,,,,4
randall,arthur,"visited by Randall and another ex-colleague, Gabriel, Arthur fatally stabs Randall",0e71bebaf72443a48a9482f400e8730b,,,,,4
gary,arthur,spares Gary for being kind to him in the past,0e71bebaf72443a48a9482f400e8730b,,,,,4
detectives,arthur,investigating Arthur's involvement in subway murders pursue him onto a train filled with clown protesters,0e71bebaf72443a48a9482f400e8730b,,,,,4
protesters,detectives,beat the detectives while Arthur escapes,0e71bebaf72443a48a9482f400e8730b,,,,,4
detective,protester,accidentally shoots and kills a protester during brawl initiated by Arthur,0e71bebaf72443a48a9482f400e8730b,,,,,4
arthur,joker,"Arthur asks Murray to introduce him as 'Joker', a reference to his earlier mockery. This highlights the relationship between Arthur and his alter ego Joker.",2569c3fa24b94ddc8c34f651cb10718d,,,,,4
murray,arthur,"At the studio, Arthur asks Murray to introduce him as 'Joker'. This shows that Murray is related to Arthur.",2569c3fa24b94ddc8c34f651cb10718d,,,,,4
subway murders,arthur,Arthur confesses to the subway murders. This establishes a relationship between Arthur and the subway murders.,2569c3fa24b94ddc8c34f651cb10718d,,,,,4
societal neglect on the downtrodden,arthur,Arthur rants about societal neglect on the downtrodden. This shows that Arthur is related to this concept.,2569c3fa24b94ddc8c34f651cb10718d,,,,,4
bruce wayne,thomas wayne,Thomas Wayne is a billionaire running for mayor of Gotham and Bruce Wayne is his son. This indicates the relation between Thomas Wayne and Bruce Wayne.,2569c3fa24b94ddc8c34f651cb10718d,,,,,4
gotham,thomas wayne,Thomas Wayne is running for mayor of Gotham. This highlights the relationship between Thomas Wayne and Gotham.,2569c3fa24b94ddc8c34f651cb10718d,,,,,4
martha,thomas wayne,"During the session with his new therapist, Arthur leaves behind a trail of bloodied shoeprints as an orderly chases him down. Meanwhile, one rioter corners the Wayne family in an alley and murders Thomas and his wife Martha, sparing Bruce. This shows that Martha is related to Thomas Wayne and Bruce Wayne.",2569c3fa24b94ddc8c34f651cb10718d,,,,,4
riots,arthur,"After Arthur shoots Murray dead, on live television, riots erupt across the city. This indicates the relation between Arthur and riots.",2569c3fa24b94ddc8c34f651cb10718d,,,,,4
looters,riots,Looters in an ambulance crash into the police car carrying Arthur and free him. This shows that looters are related to riots.,2569c3fa24b94ddc8c34f651cb10718d,,,,,4
police,arthur,Looters in an ambulance crash into the police car carrying Arthur and free him. This highlights the relation between Arthur and police.,2569c3fa24b94ddc8c34f651cb10718d,,,,,4
alfred pennyworth,bruce wayne,"At Arkham, Arthur laughs to himself about a joke during a session with his new therapist. Douglas Hodge plays Alfred Pennyworth, the butler and caretaker of the Wayne family, and Dante Pereira-Olson plays Bruce Wayne, Thomas' son. This shows that Alfred Pennyworth is related to Bruce Wayne.",2569c3fa24b94ddc8c34f651cb10718d,,,,,4
low-budget 'character study' type of film,joker (dc comics character),"Joaquin Phoenix expressed interest in acting in a low-budget 'character study' type of film about a comic book villain, specifically DC Comics character the Joker between 2014 and 2015. However, he ruled out the Joker for his idea due to it being already portrayed by other actors.",fa097cfc07c2433cbdd1415c4632ea1b,,,,,4
mcu,joaquin phoenix,"Phoenix declined to act in the Marvel Cinematic Universe (MCU) because he would have been required to reprise a role, such as Bruce Banner / Hulk or Stephen Strange / Doctor Strange, in multiple films.",fa097cfc07c2433cbdd1415c4632ea1b,,,,,4
todd phillips,comic-based films,"Phillips had been offered to direct comic-based films a number of times, but declined because he thought they were 'loud' and did not interest him.",fa097cfc07c2433cbdd1415c4632ea1b,,,,,4
todd phillips,joker (dc comics character),"Phillips was attracted to the Joker because he did not think there was a definitive portrayal of the character, which he knew would provide considerable creative freedom.",fa097cfc07c2433cbdd1415c4632ea1b,,,,,4
phillips,warner bros.,Phillips pitched the idea for Joker to Warner Bros. after his film War Dogs premiered in August 2016.,b9d8c6c23c584c9ab08f70677e67cad1,,,,,4
war dogs,phillips,"During the premiere, Phillips realized 'War Dogs wasn't going to set the world on fire and I was thinking, 'What do people really want to see?'",b9d8c6c23c584c9ab08f70677e67cad1,,,,,4
phillips,comedy films,"Phillips was mostly known for his comedy films, such as Road Trip (2000), Old School (2003) and The Hangover (2009); War Dogs marked a venture into more unsettling territory.",b9d8c6c23c584c9ab08f70677e67cad1,,,,,4
comedy films,woke culture,Throughout opposition of '30 million people on Twitter'.,b9d8c6c23c584c9ab08f70677e67cad1,,,,,4
phillips,joker,"'How do I do something irreverent, but fuck comedy? Oh I know, let’s take the comic book movie universe and turn it on its head with this'.",b9d8c6c23c584c9ab08f70677e67cad1,,,,,4
dc films,phillips,"After the successful release of Wonder Woman (2017), DC Films decided to deemphasize the shared nature of its DC-based film franchise, the DC Extended Universe (DCEU).",b9d8c6c23c584c9ab08f70677e67cad1,,,,,4
martin scorsese,phillips,"Scorsese considered directing Joker before Phillips was chosen, though a Warner Bros. source said he only became involved because the film needed a New York City-based producer.",b9d8c6c23c584c9ab08f70677e67cad1,,,,,4
jared leto,warner bros.,"Leto was displeased by the existence of a separate Joker project from Warner Bros., as the studio had previously promised him a standalone DCEU Joker film. Leto felt 'alienated and upset' when he learned that the studio let Joaquin Phoenix proceed with Joker.",2ea5f0c07a5b49a480c668b1d3c3c001,,,,,4
jared leto,caa,"Leto left his association with CAA, as he believed 'his agents should have told him about the Phillips project earlier and fought harder for his version of Joker'.",2ea5f0c07a5b49a480c668b1d3c3c001,,,,,4
jared leto,irving azoff,"Leto asked his music manager Irving Azoff to get the separate Joker project canceled, as he was 'alienated and upset' about it.",2ea5f0c07a5b49a480c668b1d3c3c001,,,,,4
joker,mental illness,"In their script, Phillips talked about how difficult it is for patients to reveal their diagnoses, referring to a line from the film: 'The worst part of having a mental illness is that people expect you to behave as if you don't'.",5dc468a23c274249919c0b1f650feabb,,,,,4
child trauma,joker,"Phillips said that while the script's themes may reflect modern society, the film was not intended to be political. He also noted that Joker is a story about child trauma and mental illness.",5dc468a23c274249919c0b1f650feabb,,,,,4
warner bros.,script,"According to producer Emma Tillinger Koskoff, it took some time to get approval for the script from Warner Bros., partly because of concerns over the content.",5dc468a23c274249919c0b1f650feabb,,,,,4
joker,scorsese films,"The script draws inspiration from Scorsese films such as Taxi Driver (1976), Raging Bull (1980) and The King of Comedy (1982).",79b54dbe109949feb3df6e00ce006247,,,,,4
joker,phillips' hangover trilogy,The script draws inspiration from Phillips' Hangover Trilogy.,79b54dbe109949feb3df6e00ce006247,,,,,4
taxi driver (1976),joker,Similarities between the characters and themes in Taxi Driver (1976) and Joker.,79b54dbe109949feb3df6e00ce006247,,,,,4
raging bull (1980),joker,Similarities between the characters and themes in Raging Bull (1980) and Joker.,79b54dbe109949feb3df6e00ce006247,,,,,4
the king of comedy (1982),joker,Similarities between the characters and themes in The King of Comedy (1982) and Joker.,79b54dbe109949feb3df6e00ce006247,,,,,4
alan moore and brian bolland's graphic novel batman: the killing joke (1988),joker,"The film's premise was inspired by Alan Moore and Brian Bolland's graphic novel Batman: The Killing Joke (1988), which depicts the Joker as a failed stand-up comedian.",79b54dbe109949feb3df6e00ce006247,,,,,4
frank miller's the dark knight returns (1986),joker,The climactic talk show scene was inspired by a similar scene in Frank Miller's The Dark Knight Returns (1986).,79b54dbe109949feb3df6e00ce006247,,,,,4
new york city,joker,"Having grown up in New York, Phillips drew inspiration from life in New York City during the early 1980s.",79b54dbe109949feb3df6e00ce006247,,,,,4
bernhard,arthur fleck,"Arthur Fleck is partially based on the shooting's perpetrator, Bernhard.",79b54dbe109949feb3df6e00ce006247,,,,,4
new york city subway shooting,subway shooting scene,The Subway shooting scene and its aftermath were inspired by the 1984 New York City Subway shooting.,79b54dbe109949feb3df6e00ce006247,,,,,4
new york city subway shooting,inspiration for were,The 1984 New York City Subway shooting served as an inspiration for the movie 'Joker' titled 'Were',4b0e8474899249929b66d55ea1c8aec4,,,,,4
bernhard goetz,partial basis for arthur fleck,"The perpetrator of the 1984 New York City Subway shooting, Bernhard Goetz, partially served as a basis for the character 'Arthur Fleck' in the movie 'Joker'",4b0e8474899249929b66d55ea1c8aec4,,,,,4
joker,small budget,"Following the disappointing critical and financial performance of Justice League (2017), in January 2018 Walter Hamada replaced Jon Berg as the head of DC-based film production at Warner Bros. Hamada sorted through the various DC films in development, canceling some while advancing work on others; the film was set to begin filming in late 2018 with a small budget of $55 million.",b5111c0676ca4487a46f1bdd3ebb3fe6,,,,,4
joker,gritty character study,"Warner Bros. described the film as 'an exploration of a man disregarded by society [that] is not only a gritty character study, but also a broader cautionary tale'.",b5111c0676ca4487a46f1bdd3ebb3fe6,,,,,4
joker,"october 4, 2019, release date","Warner Bros. officially green-lit the film, titled it Joker and gave it an October 4, 2019, release date.",b5111c0676ca4487a46f1bdd3ebb3fe6,,,,,4
joker,robert de niro,"By June, Robert De Niro was under consideration for a supporting role in the film.",b5111c0676ca4487a46f1bdd3ebb3fe6,,,,,4
joker,cautionary tale,"Warner Bros. described the film as 'an exploration of a man disregarded by society [that] is not only a gritty character study, but also a broader cautionary tale'.",b5111c0676ca4487a46f1bdd3ebb3fe6,,,,,4
joker,dc-based film production at warner bros.,"Following the disappointing critical and financial performance of Justice League (2017), in January 2018 Walter Hamada replaced Jon Berg as the head of DC-based film production at Warner Bros.",b5111c0676ca4487a46f1bdd3ebb3fe6,,,,,4
joker,walter hamada,"Following the disappointing critical and financial performance of Justice League (2017), in January 2018 Walter Hamada replaced Jon Berg as the head of DC-based film production at Warner Bros.",b5111c0676ca4487a46f1bdd3ebb3fe6,,,,,4
joker,dc films in development,"Hamada sorted through the various DC films in development, canceling some while advancing work on others; the film was set to begin filming in late 2018",b5111c0676ca4487a46f1bdd3ebb3fe6,,,,,4
joker,canceling,"Hamada sorted through the various DC films in development, canceling some while advancing work on others; the film was set to begin filming in late 2018",b5111c0676ca4487a46f1bdd3ebb3fe6,,,,,4
joker,advancing work on others,"Hamada sorted through the various DC films in development, canceling some while advancing work on others; the film was set to begin filming in late 2018",b5111c0676ca4487a46f1bdd3ebb3fe6,,,,,4
joker,todd phillips,"By June, Robert De Niro was under consideration for a supporting role in the film.",b5111c0676ca4487a46f1bdd3ebb3fe6,,,,,4
joker,small budget of $55 million,The film was set to begin filming in late 2018 with a small budget of $55 million.,b5111c0676ca4487a46f1bdd3ebb3fe6,,,,,4
joker,"dc-based film production at warner bros., jon berg","Following the disappointing critical and financial performance of Justice League (2017), in January 2018 Walter Hamada replaced Jon Berg as the head of DC-based film production at Warner Bros.",b5111c0676ca4487a46f1bdd3ebb3fe6,,,,,4
joker,jon berg,"Following the disappointing critical and financial performance of Justice League (2017), in January 2018 Walter Hamada replaced Jon Berg as the head of DC-based film production at Warner Bros.",b5111c0676ca4487a46f1bdd3ebb3fe6,,,,,4
joker,disregarded by society,"Warner Bros. described the film as 'an exploration of a man disregarded by society [that] is not only a gritty character study, but also a broader cautionary tale'.",b5111c0676ca4487a46f1bdd3ebb3fe6,,,,,4
joker,cautionary tale,"Warner Bros. described the film as 'an exploration of a man disregarded by society [that] is not only a gritty character study, but also a broader cautionary tale'.",b5111c0676ca4487a46f1bdd3ebb3fe6,,,,,4
joker,gritty character study,"Warner Bros. described the film as 'an exploration of a man disregarded by society [that] is not only a gritty character study, but also a broader cautionary tale'.",b5111c0676ca4487a46f1bdd3ebb3fe6,,,,,4
scorsese's longtime associate koskoff,producer of joker: folia penitentiary,Koskoff joined to produce Scorsese's longtime associate. This confirms his involvement as a producer for Joker: Folia Penitentiary.,398d3d67ffd847e9910b0c8b102ba2b0,,,,,4
scorsese,the irishman (2019),"Scorsese was preoccupied with his film The Irishman (2019), which led to him leaving his producing duties for Joker: Folia Penitentiary.",398d3d67ffd847e9910b0c8b102ba2b0,,,,,4
joker: folia penitenciary,dceu,"According to reports, Joker: Folia Penitenciary will be the first in a new series of DC films unrelated to the DCEU.",398d3d67ffd847e9910b0c8b102ba2b0,,,,,4
zazie beetz,supporting role in joker: folia penitenciary,"In July, Zazie Beetz was cast in a supporting role for Joker: Folia Penitenciary.",398d3d67ffd847e9910b0c8b102ba2b0,,,,,4
frances mcdormand,mother of the joker,Frances McDormand declined an offer to portray the mother of the Joker for Joker: Folia Penitenciary.,398d3d67ffd847e9910b0c8b102ba2b0,,,,,4
frances conroy,cast in joker: folia penitenciary,Frances Conroy was cast in Joker: Folia Penitenciary.,398d3d67ffd847e9910b0c8b102ba2b0,,,,,4
marc maron,joker: folia penitenciary,"In August, Marc Maron joined the cast for Joker: Folia Penitenciary.",398d3d67ffd847e9910b0c8b102ba2b0,,,,,4
bryan callen,joker: folia penitenciary,"In August, Bryan Callen joined the cast for Joker: Folia Penitenciary.",398d3d67ffd847e9910b0c8b102ba2b0,,,,,4
alec baldwin,thomas wayne in joker: folia penitenciary,"Alec Baldwin was cast as Thomas Wayne for Joker: Folia Penitenciary, but later dropped out due to scheduling conflicts.",398d3d67ffd847e9910b0c8b102ba2b0,,,,,4
principal photography,romeo,The working title for filming commenced in September 2018 in New York City.,8c7ad7ced5ca4e3aa64bd603bc7e3676,,,,,4
september 2018,new york city,Principal photography commenced in this location and time.,8c7ad7ced5ca4e3aa64bd603bc7e3676,,,,,4
de niro,baldwin,De Niro replaced Baldwin in the film.,8c7ad7ced5ca4e3aa64bd603bc7e3676,,,,,4
brett cullen,shea whigham,These individuals joined the film.,8c7ad7ced5ca4e3aa64bd603bc7e3676,Glenn Fleshler,Bill Camp,Josh Pais,Douglas Hodge,4
bradley cooper,film producer,Cooper joined the film as a producer.,8c7ad7ced5ca4e3aa64bd603bc7e3676,,,,,4
lawrence sher,director of photography,Phillips collaborated with both Cooper and Sher on previous projects.,8c7ad7ced5ca4e3aa64bd603bc7e3676,,,,,4
church avenue station,bedford park boulevard station,A scene depicting a violent protest was filmed at the Church Avenue station and modified to look like the Bedford Park Boulevard station.,8c7ad7ced5ca4e3aa64bd603bc7e3676,Station modification,,,,4
violent scenes,ninth avenue station,Filming of these scenes took place at this abandoned lower platform.,8c7ad7ced5ca4e3aa64bd603bc7e3676,,,,,4
beetz,phillips,"According to Beetz, Phillips rewrote the entire script during production.",0090e94a254b447ea87474f20bbb373a,,,,,4
phoenix,beetz,"because Phoenix lost so much weight for the film, there would not be an opportunity for reshoots.",0090e94a254b447ea87474f20bbb373a,,,,,4
phoenix,script,Phillips rewrote the entire script during production,0090e94a254b447ea87474f20bbb373a,,,,,4
set,phoenix,Phoenix sometimes walked off-set during filming because he lost self-control and needed to compose himself—,0090e94a254b447ea87474f20bbb373a,,,,,4
actor,other actors,"to the confusion of other actors, who felt they had done something wrong.",0090e94a254b447ea87474f20bbb373a,,,,,4
filming,jersey city,started on September 30 and shut down Newark Avenue,5d18a85994d64b2694d216421699c143,,,,,4
filming,newark,began on October 13 and lasted until October 16,5d18a85994d64b2694d216421699c143,,,,,4
newark avenue,filming,shut down during Filming in Jersey City starting on September 30,5d18a85994d64b2694d216421699c143,,,,,4
kennedy boulevard,filming,"shut down during Filming in November, starting on November 9",5d18a85994d64b2694d216421699c143,,,,,4
set,complaint,"Shortly before the Newark filming, SAG-AFTRA received a complaint that extras were locked in subway cars for more than three hours during filming in Brooklyn",5d18a85994d64b2694d216421699c143,,,,,4
set,break violation,"Shortly before the Newark filming, SAG-AFTRA received a complaint that extras were locked in subway cars for more than three hours during filming in Brooklyn, a break violation",5d18a85994d64b2694d216421699c143,,,,,4
dante pereira-olson,cast,joined the cast as a young Bruce Wayne towards the end of October,5d18a85994d64b2694d216421699c143,,,,,4
whigham,spoke,"said towards the end of October the film was in 'the middle' of production, adding that it was an 'intense' and 'incredible' experience",5d18a85994d64b2694d216421699c143,,,,,4
phillips,instagram feed,"posted a picture on his Instagram feed later in the month to commemorate the occasion of Filming wrapping on December 3, 2018",5d18a85994d64b2694d216421699c143,,,,,4
filming,mid-november,filming had moved back to New York,5d18a85994d64b2694d216421699c143,,,,,4
american gangster (2007),south bronx stairs,"Initially, Lawrence Sher and Phillips had wanted to film the 'Stair Dance' scene from Joker on the South Bronx stairs used for American Gangster, but they were deemed too repaved and beautified to be aesthetically acceptable for the film's tone.",68458f2c6d5548f99050c7274a91e4cb,,,,,4
joker,paparazzi,"According to Emma Tillinger Koskoff, filming of the 'Stair Dance' scene in Joker was disrupted by paparazzi due to the lack of laws on them in New York City.",68458f2c6d5548f99050c7274a91e4cb,,,,,4
joker,lawrence sher and phillips,"In The Hollywood Reporter interview, Emma Tillinger Koskoff revealed that most stressful filming for Joker was the 'Stair Dance' scene due to disruption by paparazzi in New York City. Lawrence Sher and Phillips also had a desire to film this scene on 65mm film, but Warner Bros. rejected this idea due to high costs.",68458f2c6d5548f99050c7274a91e4cb,,,,,4
joker,warner bros.,"Despite Lawrence Sher and Phillips' preference for shooting Joker's 'Stair Dance' scene on 65mm film, Warner Bros. did not approve this due to high costs. However, they did provide a limited theatrical release in converted 70mm and 35mm presentations.",68458f2c6d5548f99050c7274a91e4cb,,,,,4
joker,phillips,"In March 2019, director Todd Phillips confirmed that he was editing Joker.",043357230a084b7eb977dd5165db09ed,,,,,4
joker,cinemacon,"At CinemaCon in April 2019, Phillips stated that the film was 'still taking shape' and difficult to discuss as he hoped to maintain secrecy.",043357230a084b7eb977dd5165db09ed,,,,,4
joker,origin story,"'Joker' is an origin story about a character that doesn't have a definitive origin, according to Phillips in denying most reports surrounding the film.",043357230a084b7eb977dd5165db09ed,,,,,4
brian tyree henry,joker,Henry was confirmed to have a role in the film in March 2019.,043357230a084b7eb977dd5165db09ed,,,,,4
scanline vfx,joker,The visual effects for Joker were provided by Scanline VFX.,043357230a084b7eb977dd5165db09ed,,,,,4
shade vfx,joker,Shade VFX also provided visual effects work for Joker.,043357230a084b7eb977dd5165db09ed,,,,,4
erwin rivera,joker,Rivera served as the overall supervisor for the visual effects in Joker.,043357230a084b7eb977dd5165db09ed,,,,,4
smile smeared by blood,crowd,"In a few scenes, Arthur smeared smile by his blood in the crowd.",043357230a084b7eb977dd5165db09ed,,,,,4
arthur,sophie,"In the deleted scene, Sophie was shown watching Arthur's appearance on Franklin's show. This scene was cut as it disrupted the narrative which is portrayed from Arthur's point of view.",fc53713ba72749fa9031bb7382410728,,,,,4
arthur,co-worker,"In another deleted scene, Arthur revealed his crimes to a co-worker. The scene was removed as it provided 'too much information' in the form of exposition.",fc53713ba72749fa9031bb7382410728,,,,,4
arthur (original script),arthur,"According to one source, in the original script, Arthur carved himself a Glasgow smile in front of his crowd of supporters. However, this idea was shot down by then Warner Bros. executive Christopher Nolan, who mandated that only Heath Ledger's version of the Joker from 'The Dark Knight' (2008) should have a Glasgow smile.",fc53713ba72749fa9031bb7382410728,,,,,4
joker,typical comic book-based film,"The final budget of Joker was $55-$70 million, which is considered a fraction of the cost of a typical comic book-based film according to The Hollywood Reporter.",179cd84392144b5586131377735856e6,,,,,4
joker,suicide squad,"Both Joker and Suicide Squad are DC films, but Joker's budget of $25 million was covered by Creative Wealth Media, while Village Roadshow Pictures and Bron Studios each contributed 25%.",179cd84392144b5586131377735856e6,,,,,4
joker,r rating,"Joker is the first live-action theatrical film in the Batman film franchise to receive an R rating from the Motion Picture Association of America due to its strong bloody violence, disturbing behavior, language, and brief sexual images.",179cd84392144b5586131377735856e6,,,,,4
joker,15 certificate,"In the United Kingdom, Joker received a 15 certificate from the BBFC for its strong bloody violence and language.",179cd84392144b5586131377735856e6,,,,,4
gotham city,dc universe,"separated in Joker to separate it, quite frankly, from the DC universe",b7e28811fb0144f79e774bce94c5f259,,,,,4
gotham city,1980s new york city,"set in 1980s New York City, according to Todd Phillips",b7e28811fb0144f79e774bce94c5f259,,,,,4
production designer,gotham square,established the filming location of Gotham Square in Newark as a film set because there was still poverty,b7e28811fb0144f79e774bce94c5f259,,,,,4
film,set,"displayed 1970s brightly colored muscle cars on the set, ""conveying dissonance and being awful and beautiful at the same time""",b7e28811fb0144f79e774bce94c5f259,,,,,4
gotham city,decaying city,"described through graffiti, garbage on the road and cracked sidewalks",b7e28811fb0144f79e774bce94c5f259,,,,,4
vfx team,fictional buildings,"added fictional buildings, changing the skyline of the city to give the sense that the city was pressing down on Arthur",b7e28811fb0144f79e774bce94c5f259,,,,,4
lighting,sodium-vapor lights,representing Arthur's isolation and his more hopeful side,b7e28811fb0144f79e774bce94c5f259,,,,,4
arkham state hospital,arkham asylum,"The character Harley Quinn, who appears in both the Arkham Asylum and Arkham State Hospital, is a connection between them. In the comics, Arkham State Hospital serves as an alternative location to Arkham Asylum during times of crisis or overcrowding. This adaptation follows that tradition by introducing Arkham State Hospital as a replacement for Arkham Asylum in this film.",96c4ca3a1adc48288f82e94c7ddc5813,,,,,4
arkham state hospital,warner bros.,"Warner Bros. Korea explained that the name 'Arkham State Hospital' is a more realistic and appropriate choice for the real world, implying that it has some level of recognition or association with Warner Bros.",96c4ca3a1adc48288f82e94c7ddc5813,,,,,4
interior of arkham state hospital,metropolitan hospital center of harlem,"The interior scenes of Arkham State Hospital in the film were shot at Metropolitan Hospital Center of Harlem, further highlighting its visual and architectural resemblance to a hospital.",96c4ca3a1adc48288f82e94c7ddc5813,,,,,4
exterior of arkham state hospital,brooklyn army terminal,"The exterior scenes of Arkham State Hospital in the film were shot at Brooklyn Army Terminal, possibly due to its similarity in style and atmosphere to that of an abandoned mental institution.",96c4ca3a1adc48288f82e94c7ddc5813,,,,,4
