node_1,node_2,edge,chunk_id,node_3,edge_1,edge_2,count
moss,tracking device,Moss discovers the tracking device.,856082f4815b4817915b34d0afee7e54,,,,4
chigurh,moss,Chigurh finds Moss.,856082f4815b4817915b34d0afee7e54,,,,4
moss,rio grande,Moss hides the case along the Rio Grande.,856082f4815b4817915b34d0afee7e54,,,,4
norteño band,moss,The norteño band takes Moss to a hospital.,856082f4815b4817915b34d0afee7e54,,,,4
chigurh,moss wounds,Chigurh badly wounds Moss during their firefight.,856082f4815b4817915b34d0afee7e54,,,,4
moss,carla jean,Moss plans to give Carla Jean the money and hide her from danger at a motel in El Paso.,856082f4815b4817915b34d0afee7e54,,,,4
carla jean's mother,group of mexicans tailing them,Carla Jean's mother unknowingly reveals Moss' location to the group of Mexicans tailing them.,856082f4815b4817915b34d0afee7e54,,,,4
bell,moss,Bell arrives at the motel in El Paso only to find that the Mexicans have killed Moss.,856082f4815b4817915b34d0afee7e54,,,,4
bell,crime scene,"Bell returns to the crime scene and observes the lock blown out. Bell thinks that Chigurh is hiding, but when Bell hesitantly enters, he finds the room empty.",d42158e8be2244c8982eb2f2b8b0e169,,,,4
bell,chigurh,"Later, Bell visits his cousin Ellis and tells him he plans to retire because he feels overmatched by the recent violence. Bell learns from Ellis of a story in which a lawman, Ellis' uncle, was killed on his porch and says that the region has always been violent. Carla Jean returns from her mother's funeral to find Chigurh waiting in the bedroom. Bell's encounter with Chigurh leads to Carla Jean facing Chigurh.",d42158e8be2244c8982eb2f2b8b0e169,,,,4
carla jean,chigurh,"Chigurh says he must fulfill his vow, but offers a coin toss as a compromise. Carla Jean refuses to call it, saying that he will be responsible for her fate.",d42158e8be2244c8982eb2f2b8b0e169,,,,4
carla jean,dreams,"Now retired, Bell shares two dreams with his wife. In the first, he lost some money his father had given him. In the other, as he rode through a snowy mountain pass, his father rode past him to prepare a campfire ahead.",d42158e8be2244c8982eb2f2b8b0e169,,,,4
chigurh,dreams,"Bell shares two dreams with his wife, and Chigurh appears in neither dream.",d42158e8be2244c8982eb2f2b8b0e169,,,,4
llewelyn moss,heath ledger,"The role of Llewelyn Moss was originally offered to Heath Ledger, but he turned it down.",49ee9b267a554042bc384b79eaf7fe25,,,,4
llewelyn moss,garret dillahunt,"Garret Dillahunt was also in the running for the role of Llewelyn Moss, auditioning five times for the role.",49ee9b267a554042bc384b79eaf7fe25,,,,4
josh brolin,quentin tarantino,Josh Brolin enlisted the help of Quentin Tarantino to make an audition reel.,49ee9b267a554042bc384b79eaf7fe25,,,,4
josh brolin,robert rodriguez,Josh Brolin enlisted the help of Robert Rodriguez to make an audition reel.,49ee9b267a554042bc384b79eaf7fe25,,,,4
javier bardem,mark strong,English actor Mark Strong was put on standby to take over the role of Anton Chigurh due to issues with scheduling for Javier Bardem.,49ee9b267a554042bc384b79eaf7fe25,,,,4
mccarthy's novel,producer scott rudin,Rudin bought the film rights to McCarthy's novel.,57d4555929804bcbafaec9eb52adba63,,,,4
coen brothers,mccarthy's novel,"The Coen brothers agreed to write and direct an adaptation of McCarthy's novel, after being suggested by Rudin.",57d4555929804bcbafaec9eb52adba63,,,,4
james dickey's novel 'to the white sea',coen brothers,"At the time, the Coen brothers were attempting to adapt James Dickey's novel 'To the White Sea', but eventually chose to adapt McCarthy's novel instead.",57d4555929804bcbafaec9eb52adba63,,,,4
mccarthy's novel,unconventional approach,"The Coen brothers were attracted to how the book provided an unconventional approach, which was familiar and congenial to them.",57d4555929804bcbafaec9eb52adba63,,,,4
formula expectations,mccarthy's novel,"The Coen brothers liked how McCarthy did not follow through on formula expectations, which was a hallmark of the book.",57d4555929804bcbafaec9eb52adba63,,,,4
beauty,mccarthy's novel,"The Coen brothers identified with how McCarthy provided a sense of place and also played with genre conventions, which allowed them to find some kind of beauty without being sentimental.",57d4555929804bcbafaec9eb52adba63,,,,4
pitiless quality,mccarthy's novel,"The Coen brothers explained that the pitiless quality was a hallmark of the book, which had an unforgiving landscape and characters.",57d4555929804bcbafaec9eb52adba63,,,,4
formula expectations,mccarthy's novel,"The Coen brothers also explained that the bad guys never really met the good guys in McCarthy's novel, which was a departure from formula expectations.",57d4555929804bcbafaec9eb52adba63,,,,4
coen brothers,mccarthy's novel,"The Coen brothers' adaptation of McCarthy's novel was the second of McCarthy's work, following All the Pretty Horses in 2000.",57d4555929804bcbafaec9eb52adba63,,,,4
no country for old men,source material,The Coens' script was mostly faithful to the source material.,876fd06c6f3c47cda7afd47fef21bd83,,,,4
coens' brothers,script writer,One of us types into the computer while the other holds the spine of the book open flat.,876fd06c6f3c47cda7afd47fef21bd83,,,,4
carla jean moss,reaction,"As explained by Kelly Macdonald, ""the ending of the book is different. She reacts more in the way I react. She kind of falls apart. In the film she’s been through so much and she can’t lose any more. It’s just she’s got this quiet acceptance of it""",876fd06c6f3c47cda7afd47fef21bd83,,,,4
deborah,protagonist's thought,"Some attention is paid to the daughter, Deborah, whom the Bells lost and who haunts the protagonist in his thoughts.",876fd06c6f3c47cda7afd47fef21bd83,,,,4
miller's crossing,adapted literary works before,"Miller's Crossing was a sly, unacknowledged blend of two Dashiell Hammett tales, Red Harvest and The Glass Key;",876fd06c6f3c47cda7afd47fef21bd83,,,,4
o brother where art thou?,adapted literary works before,"But No Country for Old Men is their first film taken, pretty straightforwardly, from a prime American novel.",876fd06c6f3c47cda7afd47fef21bd83,,,,4
richard corliss,opinion,"Richard Corliss of Time stated that ""the Coen brothers have adapted literary works before. Miller’s Crossing was a sly, unacknowledged blend of two Dashiell Hammett tales, Red Harvest and The Glass Key; and O Brother Where Art Thou? transferred the Odyssey to the American south in the 1930s. But No Country for Old Men is their first film taken, pretty straightforwardly, from a prime American novel.""",876fd06c6f3c47cda7afd47fef21bd83,,,,4
backstory,removed,They pruned where necessary.,876fd06c6f3c47cda7afd47fef21bd83,,,,4
teenage runaway,removed,A teenage runaway who appeared late in the book and some backstory related to Bell were both removed.,876fd06c6f3c47cda7afd47fef21bd83,,,,4
minimal use of dialogue,acting techniques to convey ideas,"Josh Brolin discussed his initial nervousness with having so little dialogue to work with, stating 'I mean it was a fear, for sure,' because as an actor, dialogue is what he typically relies upon. He continued, 'Drama and all the stuff is all dialogue motivated. You have to figure out different ways to convey ideas. You don't want to overcompensate because the fear is that you're going to be boring if nothing's going on.' Peter Travers of Rolling Stone praised the novel adaptation, stating, 'Not since Robert Altman merged with the short stories of Raymond Carver in Short Cuts have filmmakers and author fused with such devastating impact as the Coens and McCarthy. Good and evil are tackled with a rigorous fix on the complexity involved.'",711a0d528d1b41d191c1eee44fe9881b,,,,4
impact,the coens and mccarthy,"Peter Travers of Rolling Stone praised the novel adaptation, stating, 'Not since Robert Altman merged with the short stories of Raymond Carver in Short Cuts have filmmakers and author fused with such devastating impact as the Coens and McCarthy. Good and evil are tackled with a rigorous fix on the complexity involved.'",711a0d528d1b41d191c1eee44fe9881b,,,,4
early byzantium,"balance and harmony in society's religious, aesthetic, and practical life","Yeats's ideal rarely realized in this world and maybe not even in ancient Byzantium. The historical period of Byzantium was a time of culmination that was also a time of transition. In his book of mystical writings, A Vision, Yeats says, ""I think that in early Byzantium, maybe never before or since in recorded history, religious, aesthetic, and practical life were one, that architect and artificers ... Spoke to the multitude and the few alike."" This ideal is contrasted with the sense of things being out of alignment and harmony gone from the land and people in the context of the movie No Country for Old Men, as explained by Craig Kennedy.",d2af3021a3934f3d8e6fe9387ef08064,,,,4
no country for old men,balance and harmony gone from the land and people,"Craig Kennedy points out that ""one key difference is that of focus. The novel belongs to Sheriff Bell. Each chapter begins with Bell's narration, which dovetails and counterpoints the action of the main story. Though the film opens with Bell speaking, much of what he says in the book""",d2af3021a3934f3d8e6fe9387ef08064,,,,4
richard gillmore,yeats poem,"Relates the Yeats poem to the Coens' film, saying: ""The lament that can be heard in these lines is for no longer belonging to the country of the young. It is also a lament for the way the young neglect the wisdom of the past and, presumably, of the old...""",d2af3021a3934f3d8e6fe9387ef08064,,,,4
yeats poem,coens' film,"Richard Gillmore relates the Yeats poem to the Coens' film, saying: ""The lament that can be heard in these lines is for no longer belonging to the country of the young. It is also a lament for the way the young neglect the wisdom of the past and, presumably, of the old..."" In addition, Craig Kennedy observes that ""the novel belongs to Sheriff Bell"" and that ""each chapter begins with Bell's narration, which dovetails and counterpoints the action of the main story,"" which suggests a contrast between the focus on Bell in the book and the broader scope of the film.",d2af3021a3934f3d8e6fe9387ef08064,,,,4
early byzantium,plato's academy,"Yeats chooses Byzantium because it was a great early Christian city in which Plato's Academy, for a time, was still allowed to function.",d2af3021a3934f3d8e6fe9387ef08064,,,,4
simplification,theme,"In the movie adaptation, the theme of simplification takes a more prominent role compared to the book.",f866946866de47f6afd7e18206b63c78,,,,4
bell,backstory,"The backstory of Bell in the book is condensed and presented differently in the movie adaptation, leading to less focus on his backstory overall.",f866946866de47f6afd7e18206b63c78,,,,4
characters,opportunity,"The simplified theme of the movie provides more opportunities for the characters to stand out and shine compared to the book, where the theme may have been more complex.",f866946866de47f6afd7e18206b63c78,,,,4
chigurh,the man behind the counter at the gas station,"Elaborated by Jay Ellis, Chigurh's encounter with this man involved a coin toss, where Chigurh asked 'What's the most you ever saw lost on a coin toss?' The Coen Brothers' film adaptation of Cormac McCarthy's novel 'No Country for Old Men' depicted this setting as 'almost dark', but in the movie, the light through two windows and a door came evenly through three walls in the interior shots, indicating it was bright outside despite being behind cloud cover. The man claimed he needed to close at 'near dark' because it was darker, as it were, in the cave of his ignorance than it was outside in the bright light of truth.",ccfab5231c104f02b4af05075a5ada02,,,,4
new mexico,santa fe,"In the production of 'No Country for Old Men', Santa Fe and other scenes were shot around New Mexico cities, specifically Las Vegas, which doubled as the border towns of Eagle Pass and Del Rio, Texas.",ccfab5231c104f02b4af05075a5ada02,,,,4
production,miramax films,The project was a co-production between Miramax Films and Paramount's classics-based division in a 50/50 partnership.,ccfab5231c104f02b4af05075a5ada02,,,,4
coen brothers,paul thomas anderson's film there will be blood ,competed with No Country For Old Men at the Academy Awards and both were being shot in Marfa simultaneously,7deb7ab7c8054912bc8519a7a15c268a,,,,4
no country for old men,entire day of filming,was scrapped when preparations for the oil derrick scene in There Will Be Blood nearby produced enough smoke to ruin all potential scenes,7deb7ab7c8054912bc8519a7a15c268a,,,,4
u.s.-mexico border crossing bridge,border checkpoint set built,was actually a freeway overpass in Las Vegas,7deb7ab7c8054912bc8519a7a15c268a,,,,4
cinematographer roger deakins ,big challenge,"was making it very realistic, to match the story ... I'm imagining doing it very edgy and dark, and quite sparse. Not so stylized.",7deb7ab7c8054912bc8519a7a15c268a,,,,4
god,emotional 'pay off',without this violent depiction of evil there would not be the emotional 'pay off' at the end of the film when Ed Tom bemoans the fact that God has not entered his life,770993b3f9194ce9b0b8a06e720fb97b,,,,4
violent depiction of evil,god,"No Country certainly contains scenes of some very realistically staged fictional violence, but ... without this violent depiction of evil there would not be the emotional 'pay off' at the end of the film when Ed Tom bemoans the fact that God has not entered his life",770993b3f9194ce9b0b8a06e720fb97b,,,,4
camera,three-dimensional move,"The famous coin-tossing scene between Chigurh and the old gas station clerk is a good example; the camera tracks in so slowly that the audience isn't even aware of the move. ""When the camera itself moves forward, the audience is moving, too. You're actually getting closer to somebody or something. It has, to me, a much more powerful effect, because it's a three-dimensional move. A zoom is more like a focusing of attention. You're just standing in the same place and concentrating on one smaller element in the frame. Emotionally, that's a very different effect.""",770993b3f9194ce9b0b8a06e720fb97b,,,,4
deakins,everything's storyboarded before we start shooting,"""Everything's storyboarded before we start shooting,"" Deakins said in Entertainment Weekly. ""In No Country, there's maybe only a dozen shots that are not in the final film. It's that order of planning. And we only shot 250,000 feet, whereas most productions of that size might shoot 700,000 or a million feet of film. It's quite precise, the way they approach everything.""",770993b3f9194ce9b0b8a06e720fb97b,,,,4
shots,no country,"""In No Country, there's maybe only a dozen shots that are not in the final film."" Deakins said in Entertainment Weekly.",770993b3f9194ce9b0b8a06e720fb97b,,,,4
sam peckinpah's thing,hard men in the south-west shooting each other,Ethan mentioned in an interview with The Guardian that 'Hard men in the south-west shooting each other' is definitely Sam Peckinpah's thing.,6f0f95d64b4448e3a2a6bbcde2b3b22c,,,,4
joel coen,i can almost set my watch by how i'm going to feel at different stages of the process.,Director Joel Coen described in an interview the process of film making and mentioned that 'I can almost set my watch by how I'm going to feel at different stages of the process.',6f0f95d64b4448e3a2a6bbcde2b3b22c,,,,4
joel coen,very excited by it and very optimistic about how it's going to work.,"Director Joel Coen described in an interview the process of film making and mentioned that 'when you watch the dailies, the film that you shoot every day, you're very excited by it and very optimistic about how it's going to work.'",6f0f95d64b4448e3a2a6bbcde2b3b22c,,,,4
joel coen,"roughest cut, the film that you put together, is when you want to go home and open up your veins and get in a warm tub and just go away.","Director Joel Coen described in an interview the process of film making and mentioned that 'when you see it the first time you put the film together, the roughest cut, is when you want to go home and open up your veins and get in a warm tub and just go away.'",6f0f95d64b4448e3a2a6bbcde2b3b22c,,,,4
joel coen,"gradually, maybe, works its way back, somewhere toward that spot you were at before.","Director Joel Coen described in an interview the process of film making and mentioned that 'it gradually, maybe, works its way back, somewhere toward that spot you were at before.'",6f0f95d64b4448e3a2a6bbcde2b3b22c,,,,4
joel coen,"javier would come in by the end of the movie, rub his hands together and say, 'ok, who am i killing today?' adds joel.","Director Joel Coen discussed choreographing and directing violent scenes with The Sydney Morning Herald and mentioned that 'Javier would come in by the end of the movie, rub his hands together and say, 'OK, who am I killing today?' adds Joel.'",6f0f95d64b4448e3a2a6bbcde2b3b22c,,,,4
ethan,sam peckinpah's thing,"In an interview with The Guardian, Ethan said that 'Hard men in the south-west shooting each other' is definitely Sam Peckinpah's thing.",6f0f95d64b4448e3a2a6bbcde2b3b22c,,,,4
david denby,the coens,"Denby criticized the way The Coens disposed of Llewelyn Moss in their adaptation of 'No Country for Old Men' from Cormac McCarthy's novel. Although they remained faithful to the book, Denby couldn't forgive them for eliminating Llewelyn so casually off-camera by some unknown Mexicans, denying him a dignified death scene.",5e5e3fa8788847a1a6060413f59dd860,,,,4
the coens,llewelyn moss,"The Coens disposed of Llewelyn Moss in their adaptation of 'No Country for Old Men' from Cormac McCarthy's novel, causing David Denby to criticize them for eliminating him so casually off-camera by some unknown Mexicans, denying him a dignified death scene.",5e5e3fa8788847a1a6060413f59dd860,,,,4
josh brolin,the coens' directing style,"According to Josh Brolin, The Coens only say what needs to be said while directing and don't manipulate actors through lengthy dialogues, allowing the actors to feed off their behavior.",5e5e3fa8788847a1a6060413f59dd860,,,,4
joel coens,ethan coens,brothers and filmmakers,46731253ddb24154a0ed55b92895ead8,,,,4
logan hill,brolin,interviewer and interviewee,46731253ddb24154a0ed55b92895ead8,,,,4
brolin,javier bardem,both thought they'd be fired during filming,46731253ddb24154a0ed55b92895ead8,,,,4
coens,no 'nice work',zero compliments or anything else,46731253ddb24154a0ed55b92895ead8,,,,4
woody harrelson,forgets his lines,during a scene with Brolin and Bardem,46731253ddb24154a0ed55b92895ead8,,,,4
coens,excited about woody's performance,"both Coens were like, 'Oh my God! Fantastic!'",46731253ddb24154a0ed55b92895ead8,,,,4
david gritten,wonders if the coens are growing up,critic's opinion,46731253ddb24154a0ed55b92895ead8,,,,4
joel coens,same feeling as the novel,trying to give the movie the same feeling as the novel,46731253ddb24154a0ed55b92895ead8,,,,4
ethan coens,different kinds of things,concede that it's a dark piece of storytelling and doing a couple of comedies,46731253ddb24154a0ed55b92895ead8,,,,4
minimalist sound sculpture,musical instruments,Ethan convinced Joel to minimize the use of musical instruments in the movie as he had a minimalist sound sculpture in mind.,722dbbfea60c4d6db07e49557483dae3,,,,4
minimalist sound sculpture,"singing bowls, standing metal bells",Ethan's concept of a minimalist sound sculpture led the Coens to use singing bowls and standing metal bells traditionally employed in Buddhist meditation practice for their unique sustained tone.,722dbbfea60c4d6db07e49557483dae3,,,,4
music,"coens' longtime composer, carter burwell",Carter Burwell scored the music for the movie as he has done for the Coens before.,722dbbfea60c4d6db07e49557483dae3,,,,4
music,most musical instruments,"The Coens found that most musical instruments did not fit with the minimalist sound sculpture they had in mind, so they used singing bowls and standing metal bells instead.",722dbbfea60c4d6db07e49557483dae3,,,,4
music,mere 16 minutes of music,The movie contains a relatively small amount of music with some of it in the end credits.,722dbbfea60c4d6db07e49557483dae3,,,,4
trailer,diabolic clockwork,The music used in the trailer is called 'Diabolic Clockwork' by Two Steps from Hell.,722dbbfea60c4d6db07e49557483dae3,,,,4
sound editing and effects,skip lievsay,"Skip Lievsay provided the sound editing and effects for the movie, as he has done in previous Coens collaborations.",722dbbfea60c4d6db07e49557483dae3,,,,4
sound editing and effects,emphatic sounds (gun shots),Skip Lievsay used a mixture of emphatic sounds like gun shots in the mix.,722dbbfea60c4d6db07e49557483dae3,,,,4
sound editing and effects,prairie winds,Skip Lievsay also included ambient noise like prairie winds in the mix.,722dbbfea60c4d6db07e49557483dae3,,,,4
captive bolt pistol,foley,The foley for the captive bolt pistol used by Chigurh was created using a pneumatic nail gun.,722dbbfea60c4d6db07e49557483dae3,,,,4
jeffrey overstreet,coens,Jeffrey Overstreet mentions that the suspenseful scenes in which Chigurh is stalked are as suspenseful as anything the Coens have ever staged.,9ecc2d158b7442c98554ed5ca4d5a5c6,,,,4
chigurh,moss,Jeffrey Overstreet's statement implies that Chigurh and Moss are involved in suspenseful scenes in the context provided.,9ecc2d158b7442c98554ed5ca4d5a5c6,,,,4
transponder,music,"According to Jeffrey Overstreet, the blip-blip-blip of a transponder becomes as frightening as traditional movie music.",9ecc2d158b7442c98554ed5ca4d5a5c6,,,,4
footsteps,music,Jeffrey Overstreet's statement implies that the sound of footsteps on hardwood floors can be as ominous as music in No Country for Old Men.,9ecc2d158b7442c98554ed5ca4d5a5c6,,,,4
briefcase,music,"Jeffrey Overstreet's description includes the sound of a briefcase squeaking against a metal ventilation shaft, which may cause discomfort to viewers.",9ecc2d158b7442c98554ed5ca4d5a5c6,,,,4
telephone ringing,nerves,Jeffrey Overstreet's statement suggests that the distant echo of a telephone ringing in a hotel lobby can cause jangled nerves.,9ecc2d158b7442c98554ed5ca4d5a5c6,,,,4
pessimism and nihilism,themes explored in the coens' earlier movies blood simple and fargo,similar threads and tapestries of 'fate [and] circumstance',527b567a7f6c47d5a42a7b062f1dca4f,,,,4
pessimism and nihilism,themes explored in the coens' earlier works including raising arizona,similar threads and tapestries of 'fate [and] circumstance',527b567a7f6c47d5a42a7b062f1dca4f,,,,4
chance,motifs in no country for old men and mccarthy's novel,"featured in earlier works including Raising Arizona, but less serious in tone",527b567a7f6c47d5a42a7b062f1dca4f,,,,4
coens,film,opened the film with a voice-over narration,0b7fd6de5bcb4989a3e89e1e3609143b,,,,4
tommy lee jones,sheriff ed tom bell,plays Sheriff Ed Tom Bell in the film,0b7fd6de5bcb4989a3e89e1e3609143b,,,,4
texas country landscape,film,where he makes his home in the film,0b7fd6de5bcb4989a3e89e1e3609143b,,,,4
newspapers,crime of passion,described the boy's murder of his 14-year-old girlfriend as in the context,0b7fd6de5bcb4989a3e89e1e3609143b,,,,4
tommy lee jones,sheriff ed tom bell,made ruminations on a teenager he sent to the chair in the context,0b7fd6de5bcb4989a3e89e1e3609143b,,,,4
barren,texas country landscape,where he makes his home in the context,0b7fd6de5bcb4989a3e89e1e3609143b,,,,4
voice-over narration,coens,opened the film with a voice-over narration in the context,0b7fd6de5bcb4989a3e89e1e3609143b,,,,4
tommy lee jones,voice-over narration,set against the barren Texas country landscape where he makes his home in the context,0b7fd6de5bcb4989a3e89e1e3609143b,,,,4
roger ebert,critic,praised the narration in the context,0b7fd6de5bcb4989a3e89e1e3609143b,,,,4
roger ebert,chicago sun-times critic,in the context,0b7fd6de5bcb4989a3e89e1e3609143b,,,,4
cormac mccarthy,novel,"the words sounded verbatim to me from No Country for Old Men in the context, but I find they are not quite",0b7fd6de5bcb4989a3e89e1e3609143b,,,,4
chigurh,death,"Chigurh's modus operandi described by Todd McCarthy: 'Death walks hand in hand with Chigurh wherever he goes, unless he decides otherwise.'",d1cfe953bf1a4267b00524e38821217d,,,,4
chigurh,innocent victims,"If everything you've done in your life has led you to him, he may explain to his about-to-be victims, your time might just have come.'",d1cfe953bf1a4267b00524e38821217d,,,,4
chigurh,coin toss,"Occasionally, Chigurh will allow someone to decide his own fate by coin toss, notably in a tense early scene in an old filling station marbled with nervous humor.",d1cfe953bf1a4267b00524e38821217d,,,,4
moss,chigurh,"New York Times critic A. O. Scott observes that Chigurh, Moss, and Bell each 'occupy the screen one at a time, almost never appearing in the frame together, even as their fates become ever more intimately entwined.'",d1cfe953bf1a4267b00524e38821217d,,,,4
bell,chigurh,"New York Times critic A. O. Scott observes that Chigurh, Moss, and Bell each 'occupy the screen one at a time, almost never appearing in the frame together, even as their fates become ever more intimately entwined.'",d1cfe953bf1a4267b00524e38821217d,,,,4
chigurh,intellectual force,"Scott Foundas writes that 'Like McCarthy, the Coens are markedly less interested in who (if anyone) gets away with the loot than in the primal forces that urge the characters forward ...'",d1cfe953bf1a4267b00524e38821217d,,,,4
moss,intellectual force,"Scott Foundas writes that 'Like McCarthy, the Coens are markedly less interested in who (if anyone) gets away with the loot than in the primal forces that urge the characters forward ...'",d1cfe953bf1a4267b00524e38821217d,,,,4
bell,intellectual force,"Scott Foundas writes that 'Like McCarthy, the Coens are markedly less interested in who (if anyone) gets away with the loot than in the primal forces that urge the characters forward ...'",d1cfe953bf1a4267b00524e38821217d,,,,4
chigurh,intellectual force,"Scott Foundas writes that 'Like McCarthy, the Coens are markedly less interested in who (if anyone) gets away with the loot than in the primal forces that urge the characters forward ...'",d1cfe953bf1a4267b00524e38821217d,,,,4
moss,bell,"New York Times critic A. O. Scott observes that Chigurh, Moss, and Bell each 'occupy the screen one at a time, almost never appearing in the frame together, even as their fates become ever more intimately entwined.'",d1cfe953bf1a4267b00524e38821217d,,,,4
bell,moss,"New York Times critic A. O. Scott observes that Chigurh, Moss, and Bell each 'occupy the screen one at a time, almost never appearing in the frame together, even as their fates become ever more intimately entwined.'",d1cfe953bf1a4267b00524e38821217d,,,,4
moss,bell,Roger Ebert writes that 'the movie demonstrates how pitiful ordinary human feelings are in the face of implacable injustice.',d1cfe953bf1a4267b00524e38821217d,,,,4
chigurh,deputy,"relationship between Chigurh and the deputy, as described by Jim Emerson: 'our first blurred sight of Chigurh's face ... As he moves forward, into focus, to make his first kill, we still don’t get a good look at him because his head rises above the top of the frame. His victim, the deputy, never sees what’s coming, and Chigurh, chillingly, doesn’t even bother to look at his face while he garrotes him.'",4c79d2e2179b4200b9833fd718d05a1f,,,,4
coens,hotels and motels,"'the Coens' film-making style... Is recognisably present, as is their predilection for the weirdness of hotels and motels'",4c79d2e2179b4200b9833fd718d05a1f,,,,4
moss,chigurh,"'the Coens ... Find a cinematic equivalent to McCarthy’s language: his narrative ellipses, play with point of view, and structural concerns such as the exploration of the similarities and differences between Moss, Chigurh and Bell.'",4c79d2e2179b4200b9833fd718d05a1f,,,,4
moss,bell,"'the Coens ... Find a cinematic equivalent to McCarthy’s language: his narrative ellipses, play with point of view, and structural concerns such as the exploration of the similarities and differences between Moss, Chigurh and Bell.'",4c79d2e2179b4200b9833fd718d05a1f,,,,4
coens,seriousness,"'the Coens ... Have found something that has heightened and deepened their identity as film-makers: a real sense of seriousness, a sense that their offbeat Americana and gruesome and surreal comic contortions can really be more than the sum of their parts'",4c79d2e2179b4200b9833fd718d05a1f,,,,4
coens,darkness,'this is one of their darkest efforts',4c79d2e2179b4200b9833fd718d05a1f,,,,4
coens,deadpan humour,'marvellous deadpan humour',4c79d2e2179b4200b9833fd718d05a1f,,,,4
geoff andrew,time out london,"'the Coens ... Find a cinematic equivalent to McCarthy’s language: his narrative ellipses, play with point of view, and structural concerns such as the exploration of the similarities and differences between Moss, Chigurh and Bell.'",4c79d2e2179b4200b9833fd718d05a1f,,,,4
chigurh,sheriff,"The Coen brothers weave together the figures of Chigurh and the sheriff at the beginning of the film, as the sheriff's voice accompanies the images of Chigurh's arrest. This initial connection is further developed when the sheriff visits Llewelyn Moss' trailer home in search for Moss and his wife, Carla Jean, as Chigurh had visited only minutes before and sat down in the same exact spot where Chigurh had been sitting. The Coen brothers have the sheriff sit down in this spot. The sheriff sees himself reflected in the dark glass of Moss' television, their mirror images perfectly overlapping if one were to superimpose these two shots. This mirroring goes beyond the level of reflection as Chigurh enters into the sheriff's constitution, thus further undermining any easy opposition of Chigurh and the sheriff, and instead exposing a certain affinity, intimacy, or similarity even between both.",5b4f6a44d23a433bba5215fac7d988a8,,,,4
violence depicted in the film,importance of violence to the story,"Joel Coen acknowledged that 'there's a lot of violence in the book,' and considered the violence depicted in the film as 'very important to the story.' He further added that 'we couldn't conceive it, sort of soft pedaling that in the movie, and really doing a thing resembling the book ... it's about a character confronting a very arbitrary violent brutal world, and you have to see that.'",e589434d4d194445b58154ba03d79336,,,,4
violence depicted in the film,despair over violence,"Los Angeles Times critic Kenneth Turan commented on the violence depicted in the film: 'The Coen brothers dropped the mask. They've put violence on screen before, lots of it, but not like this. Not anything like this. No Country for Old Men doesn't celebrate or smile at violence; it despairs of it.'",e589434d4d194445b58154ba03d79336,,,,4
violence depicted in the film,mastery over violence,"As the film begins, a confident deputy says I got it under control, and in moments he is dead. He didn't have anywhere near the mastery he imagined.",e589434d4d194445b58154ba03d79336,,,,4
violence depicted in the film,despair over violence in the world,"In this despairing vision, neither does anyone else.",e589434d4d194445b58154ba03d79336,,,,4
violence,pulpy and visceral,"The critic states that the movie's violence isn't pulpy and visceral but rather brutal and relentless. However, there are still several layers of comfortable distance between it and us.",658002c535084423ad60b64afd148b1c,,,,4
