Question & Options,Correct Answer
"In the movie 'Kahaani', released in 2012, which casting choice did director Ghosh make to enhance the authenticity of the characters?
Options:
A. He cast mostly international actors.
B. He chose mostly Bengali actors.
C. He cast only non-Indian actors.
D. He selected actors based on their popularity.",He chose mostly Bengali actors.
"In the 2012 movie 'Kahaani', which actor was initially offered the role of Inspector Satyoki 'Rana' Sinha before it went to another actor?
Options:
A. Chandan Roy Sanyal
B. Parambrata Chatterjee
C. Nawazuddin Siddiqui
D. Vidyut Jammwal",Chandan Roy Sanyal
"In the 2012 movie 'Kahaani', which actor was later offered the role of Inspector Satyoki 'Rana' Sinha?
Options:
A. Parambrata Chatterjee
B. Benedict Cumberbatch
C. Ranbir Kapoor
D. Shah Rukh Khan",Parambrata Chatterjee
"In the movie 'Kahaani' released in 2012, which earlier film did Vidya Balan work on with Chatterjee?
Options:
A. Bhalo Theko
B. Kahaani
C. Paa
D. Bhool Bhulaiyaa",Bhalo Theko
"In the 2012 film 'Kahaani', who was suggested for the role of Khan by the casting director Roshmi Banerjee?
Options:
A. Irrfan Khan
B. Nawazuddin Siddiqui
C. Arjun Rampal
D. Rajkummar Rao",Nawazuddin Siddiqui
"In the 2012 movie 'Kahaani', which actor expressed surprise at being offered the role of Bob Biswas due to the availability of other suitable actors in the Hindi film industry?
Options:
A. Saswata Chatterjee
B. Vidya Balan
C. Parambrata Chatterjee
D. Nawazuddin Siddiqui",Saswata Chatterjee
"In the 2012 movie 'Kahaani', what was the relationship between Ghosh and Saswata Chatterjee regarding the role of Bob Biswas?
Options:
A. Ghosh was Saswata Chatterjee's mentor.
B. Ghosh had known Saswata Chatterjee since childhood and wanted him for the role.
C. Ghosh and Saswata Chatterjee were rivals in the film industry.
D. Ghosh discovered Saswata Chatterjee during an audition.",Ghosh had known Saswata Chatterjee since childhood and wanted him for the role.
"In the 2012 movie 'Kahaani', how did the casting of Vidya's husband challenge typical Bollywood expectations?
Options:
A. A popular actor was cast for the role.
B. An unknown actor was chosen instead of a popular one.
C. The husband character was written out of the film.
D. The role was played by a female actress.",An unknown actor was chosen instead of a popular one.
"In the 2012 movie 'Kahaani', who was signed to play Vidya's husband?
Options:
A. Abir Chatterjee
B. Parambrata Chatterjee
C. Nawazuddin Siddiqui
D. Saswata Chatterjee",Abir Chatterjee
"In the movie 'Kahaani' released in 2012, what did Ghosh believe about popular Bollywood actors after his two previous flops?
Options:
A. They were eager to collaborate with him.
B. They were not willing to work with him.
C. They supported his new projects.
D. They were indifferent to his career.",They were not willing to work with him.
"In the 2012 movie 'Kahaani', which actor is mentioned as being part of the supporting roles?
Options:
A. Indraneil Sengupta
B. Kharaj Mukherjee
C. Bipasha Basu
D. Parambrata Chatterjee",Indraneil Sengupta
"In the 2012 movie 'Kahaani', what did Vidya use to achieve an authentic appearance of pregnancy before filming began?
Options:
A. A special costume
B. A prosthetic belly
C. Makeup techniques
D. Digital effects",A prosthetic belly
"In the 2012 film 'Kahaani', what did the character Vidya do to understand the typical lifestyle of a pregnant woman?
Options:
A. She attended a prenatal class.
B. She met with doctors and pregnant women.
C. She read books about pregnancy.
D. She watched documentaries on childbirth.",She met with doctors and pregnant women.
"In the 2012 movie 'Kahaani', what does the character Vidya do in relation to pregnant women?
Options:
A. She creates a documentary about them.
B. She makes lists of rules and superstitions followed by pregnant women.
C. She conducts a survey on their health.
D. She writes a novel based on their experiences.",She makes lists of rules and superstitions followed by pregnant women.
"In the movie 'Kahaani' (2012), what did Vidya often do during her college days among friends?
Options:
A. Participate in dance competitions
B. Imitate pregnant ladies during stand-up acting
C. Organize charity events
D. Write poetry",Imitate pregnant ladies during stand-up acting
"In the 2012 movie 'Kahaani', how does Mukesh Ghosh describe the character Bob Biswas during his briefing?
Options:
A. By emphasizing his violent nature
B. By highlighting his politeness
C. By discussing his criminal background
D. By mentioning his family ties",By highlighting his politeness
"In the movie 'Kahaani' (2012), which character's physical appearance, specifically his paunch, was discussed by Ghosh to provide insight into his character?
Options:
A. Vikram
B. Bob Biswas
C. Vidya
D. Rana",Bob Biswas
"In the movie 'Kahaani' (2012), which character's bald patch was discussed to describe his character?
Options:
A. Vikram
B. Bob Biswas
C. Rana
D. Kolkata Police Officer",Bob Biswas
"In the 2012 movie 'Kahaani', what unique mannerism did Saswata Chatterjee incorporate for his character Bob Biswas?
Options:
A. Rubbing nails together
B. Tapping feet rhythmically
C. Wearing glasses
D. Smiling mysteriously",Rubbing nails together
"In the 2012 movie 'Kahaani', what did Chatterjee express about his connection to the character Rana?
Options:
A. He felt a strong connection due to their shared backgrounds.
B. He did not identify with Rana because of their differing upbringings.
C. He admired Rana's character for his bravery.
D. He believed Rana's story was unrealistic.",He did not identify with Rana because of their differing upbringings.
"In the 2012 movie 'Kahaani', what did the character Chatterjee do to prepare for his role?
Options:
A. He visited police stations to research their work and mindset.
B. He took acting classes to improve his performance.
C. He studied criminal psychology.
D. He watched documentaries about police investigations.",He visited police stations to research their work and mindset.
"In the 2012 movie 'Kahaani', how is the character Khan portrayed in relation to his duties as an officer?
Options:
A. A compassionate officer who prioritizes emotional connections
B. A ruthless officer who disregards emotional or social consequences
C. A loyal officer who follows the rules strictly
D. A conflicted officer who struggles with his decisions",A ruthless officer who disregards emotional or social consequences
"In the 2012 movie 'Kahaani', how is the character Khan described?
Options:
A. As a humble character
B. As an arrogant character
C. As a comedic character
D. As a mysterious character",As an arrogant character
"In the 2012 movie 'Kahaani', which character is depicted as frequently using expletives?
Options:
A. Khan
B. Vidya
C. Satyaki
D. Bala",Khan
"In the 2012 movie 'Kahaani', how did Siddiqui feel when he was offered the role of Khan?
Options:
A. He was excited and immediately accepted the role.
B. He was surprised and wondered how to portray the character's arrogance.
C. He felt it was a perfect fit for him.
D. He was indifferent and considered other projects.",He was surprised and wondered how to portray the character's arrogance.
"In the 2012 movie 'Kahaani', what brand of cigarettes does the character Khan smoke, despite his high official position?
Options:
A. Gold Flake
B. Classic Milds
C. Four Square
D. Navy Cut",Gold Flake
"In the 2012 film 'Kahaani', what significant ritual is depicted during the climax that involves married women smearing each other's faces with sindoor?
Options:
A. Diwali
B. Holi
C. Sindoor Khela
D. Baisakhi",Sindoor Khela
"In the 2012 movie 'Kahaani', where did the filming take place to avoid unwanted attention?
Options:
A. Mumbai
B. Delhi
C. Kolkata
D. Chennai",Kolkata
"In the movie 'Kahaani', released in 2012, what did the cinematographer Setu say about the shooting of the film?
Options:
A. It was shot entirely in daylight.
B. It was shot mostly without artificial light.
C. It used extensive special effects.
D. It was filmed in multiple countries.",It was shot mostly without artificial light.
"In the 2012 movie 'Kahaani', which shooting location in Kolkata is mentioned as part of the production?
Options:
A. Victoria Memorial
B. Kalighat Metro Station
C. Howrah Bridge
D. Dakshineswar Kali Temple",Kalighat Metro Station
"In the 2012 movie 'Kahaani', which shooting location in Kolkata was featured?
Options:
A. Victoria Memorial
B. Nonapukur tram depot
C. Howrah Bridge
D. Dakshineswar Kali Temple",Nonapukur tram depot
"In the movie 'Kahaani' released in 2012, which shooting location in Kolkata is mentioned as part of the production?
Options:
A. Victoria Memorial
B. Kumartuli
C. Dakshineswar Kali Temple
D. Howrah Bridge",Kumartuli
"In the movie 'Kahaani' released in 2012, which iconic landmark in Kolkata served as one of the shooting locations?
Options:
A. Victoria Memorial
B. Howrah Bridge
C. Dakshineswar Kali Temple
D. Eden Gardens",Howrah Bridge
"In the 2012 movie 'Kahaani', which notable landmark served as one of the shooting locations in Kolkata?
Options:
A. Howrah Bridge
B. Victoria Memorial
C. Dakshineswar Kali Temple
D. Esplanade",Victoria Memorial
"In the movie 'Kahaani' released in 2012, which of the following locations served as a shooting location, particularly highlighting the architecture of the area?
Options:
A. Old houses of North Kolkata
B. Modern skyscrapers of Mumbai
C. Desert landscapes of Rajasthan
D. Coastal beaches of Goa",Old houses of North Kolkata
"In the 2012 movie 'Kahaani', what was the primary role of the crowd engaged in sindoor khela during the climax?
Options:
A. To celebrate Vidya's victory
B. To ensure proper camera angles while applying sindoor on Vidya's face
C. To distract the police from the events
D. To perform a traditional dance",To ensure proper camera angles while applying sindoor on Vidya's face
"In the movie 'Kahaani' (2012), what decision does Ghosh make regarding the guest house?
Options:
A. Ghosh decides to stay at the guest house himself.
B. Ghosh chose the guest house in which the protagonist stays after noticing it during his visit to a neighbouring hotel.
C. Ghosh recommends the guest house to another character.
D. Ghosh avoids the guest house due to a bad experience.",Ghosh chose the guest house in which the protagonist stays after noticing it during his visit to a neighbouring hotel.
"In the 2012 movie 'Kahaani', where does the protagonist stay as chosen by Ghosh?
Options:
A. Hotel
B. Guest house
C. Mansion
D. Airport",Guest house
"In the 2012 movie 'Kahaani', what did Ghosh request the guest-house employees to do regarding the shooting schedule?
Options:
A. Make the shooting schedule public
B. Keep the shooting schedule a secret
C. Change the shooting schedule
D. Share the shooting schedule with guests",Keep the shooting schedule a secret
"In the movie 'Kahaani' (2012), what change did Ghosh make to the windows in the room he chose in the guest house?
Options:
A. He installed modern glass windows.
B. He replaced the windows' designer grilles with old-fashioned wooden ones.
C. He removed the windows entirely.
D. He painted the windows with bright colors.",He replaced the windows' designer grilles with old-fashioned wooden ones.
"In the 2012 movie 'Kahaani', how did Ghosh contribute to the aesthetic of the guest house?
Options:
A. He renovated the entire structure.
B. He painted the room with rough patches.
C. He installed modern furniture.
D. He added new lighting fixtures.",He painted the room with rough patches.
