node_1,node_2,edge,chunk_id,node_3,node_4,node_5,count
cate blanchett,galadriel,"In 'The Lord of the Rings: The Fellowship of the Ring', Cate Blanchett enacted the role of Galadriel, the Elven-Queen of Lothlórien.",72fc22c4b18c46bcafe1a5c4387d9e0b,,,,4
john noble,denethor,"Actor John Noble depicted Denethor, the corrupt Steward of Gondor and father of Boromir and Faramir in 'The Lord of the Rings'.",72fc22c4b18c46bcafe1a5c4387d9e0b,,,,4
ian holm,bilbo baggins,Ian Holm portrays the character of Bilbo Baggins in the movie.,29b00e6e5aac43beba3bb847cfb8d216,,,,4
sean bean,boromir,Sean Bean plays the character of Boromir in the movie.,29b00e6e5aac43beba3bb847cfb8d216,,,,4
marton csokas,celeborn the wise,Marton Csokas portrays the character of Celeborn the Wise in the movie.,29b00e6e5aac43beba3bb847cfb8d216,,,,4
lawrence makoare,witch-king of angmar,"As per the context, Lawrence Makoare plays the character of the Witch-king of Angmar.",29b00e6e5aac43beba3bb847cfb8d216,,,,4
makoare,gothmog,"In the Extended Edition of the movie, Makoare portrays the character of Gothmog, who is voiced by Craig Parker.",29b00e6e5aac43beba3bb847cfb8d216,,,,4
thomas robins,déagol,Thomas Robins plays the character of Déagol in the movie.,29b00e6e5aac43beba3bb847cfb8d216,,,,4
christopher lee,saruman the white,"In the movie, Christopher Lee portrays the character of Saruman the White.",29b00e6e5aac43beba3bb847cfb8d216,,,,4
brad dourif,gríma wormtongue,"As per the Extended Edition of the movie, Brad Dourif plays the character of Gríma Wormtongue.",29b00e6e5aac43beba3bb847cfb8d216,,,,4
gríma wormtongue,saruman's,"In the movie, Gríma Wormtongue is Saruman's sycophantic and treacherous servant.",29b00e6e5aac43beba3bb847cfb8d216,,,,4
brad dourif,gríma wormtongue,Brad Dourif portrayed the character Gríma Wormtongue in the film.,3c683aa696ca4cb49dd1ce36eac361e9,,,,4
saruman's,sycophantic servant,Gríma Wormtongue was Saruman's sycophantic servant as depicted in the movie.,3c683aa696ca4cb49dd1ce36eac361e9,,,,4
legolas,brad dourif,"After stabbing Saruman, Brad Dourif's character Gríma Wormtongue was shot by Legolas in the movie.",3c683aa696ca4cb49dd1ce36eac361e9,,,,4
bruce spence,the mouth of sauron,Bruce Spence played the role of the Mouth of Sauron in the film.,3c683aa696ca4cb49dd1ce36eac361e9,,,,4
sauron's,ambassador at the black gate,"The character portrayed by Bruce Spence, known as the Mouth of Sauron, was Sauron's ambassador at the Black Gate.",3c683aa696ca4cb49dd1ce36eac361e9,,,,4
sean astin's daughter,sam and rosie's older daughter elanor,"In the last scene of the film, Sean Astin's daughter played Sam and Rosie's older daughter Elanor.",3c683aa696ca4cb49dd1ce36eac361e9,,,,4
sarah mcleod's daughter,sam and rosie's younger son,"In the same scene, Sarah McLeod's daughter played Sam and Rosie's younger son.",3c683aa696ca4cb49dd1ce36eac361e9,,,,4
christian rivers,gondorian soldier guarding the beacon pippin lights,"In the film, Christian Rivers played a Gondorian soldier guarding the Beacon Pippin lights.",3c683aa696ca4cb49dd1ce36eac361e9,,,,4
royd tolkien,ranger in osgiliath,"In the film, Royd Tolkien appeared as a Ranger in Osgiliath.",3c683aa696ca4cb49dd1ce36eac361e9,,,,4
howard shore,celebrating soldier at edoras,"In the extended edition, Howard Shore appeared as a celebrating soldier at Edoras.",3c683aa696ca4cb49dd1ce36eac361e9,,,,4
the designers of the lord of the rings strategy battle game,rohirrim at the pelennor,"In the extended edition, four of the designers of The Lord of the Rings Strategy Battle Game appeared as Rohirrim at the Pelennor.",3c683aa696ca4cb49dd1ce36eac361e9,,,,4
each cast member,portrait morphed with the real photograph beside their name,"During the closing credits of the film, each cast member got a sketched portrait morphed with the real photograph beside their name, which were sketched by Alan Lee.",3c683aa696ca4cb49dd1ce36eac361e9,,,,4
